적용장비,적용장비,승인일자,예산구분코드,규격종류명,예산구분명,품보형태,군부분명,납기,납지순위,수량,납지,항목번호,군급,품명,군구분,국가품목식별번호,단가,부품번호,조달요구번호,참조번호,규격종류,규격번호,재고번호형태부호,금액,단위
 , , ,A1, , ,소요군검사,해군,20160812,001,1,6000006022,***,1234,붐 그리스 등 2종,MP,000000000,5544000, ,MP201626124A001, , , , ,5544000,YE
 , , ,A1, , ,소요군검수,해군,20160812,001,1,6000002290,***,0000,눈삽 등 23종,MP,111111111,3000000, ,MP201626132A001, , , , ,3000000,YE
 , , ,A1, , ,소요군검수,해군,20160812,001,1,6000001326,***,0000,배식용 받드 등 23종,MP,111111111,7382100, ,MP201626129A001, , , , ,7382100,YE
 , , ,A1, , ,소요군검사,해군,20160831,000,1,6000001296,***,7810,런닝머신,MP,37Y958124,3410000, ,MPN16033600001, , , , ,3410000,EA
 , , ,A1, , ,소요군검수,해군,20160812,001,1,6000019510,***,0000,프린터 토너 등 5종,MP,111111111,4485000, ,MP201626120A001, , , , ,4485000,YE
42110107,발전기 MTU 12V 183 TE54, ,A1, , ,소요군검수,해군,20161111,000,1,6000006312,***,6110,전압조절기 하부조립체,MP,124026343,9750000, ,MPN16032620001, , , , ,9750000,EA
 , , ,A1, , ,소요군검수,해군,20160826,000,1,6000001901,***,4820,에어 밴트,MP,375550478,71500, ,MPN16033840001, , , , ,71500,EA
 , , ,A1, , ,소요군검사,육군,20160811,001,1,5000017466,***,5687,공기압축기,MB,BVRT66578,5713200, ,MB201625993A001, , , , ,5713200,YE
 , , ,A1, , ,소요군검수,해병,20160826,001,1,6000003622,***,0001,붓 등 16품목,MW,000000001,13745800, ,MW201625979A001, , , , ,13745800,YE
 , , ,A1, , ,소요군검사,해군,20160811,001,1,6000006022,***,1234,포터2 타이어 등 25종,MP,000000000,2766280, ,MP201625915A001, , , , ,2766280,YE
42150222,발전기 148KW D236D, ,A1, , ,소요군검수,해군,20160829,000,12,6000001901,***,2815,밸브가이드,MP,375560894,7100, ,MPN16033420001, , , , ,85200,EA
 , , ,A1, , ,소요군검사,해군,20161004,001,1,6000006311,***,0000,익스팬션 조인트 등 31종,MP,000000000,7056610, ,MP201625887A001, , ,사양서, ,7056610,EA
 , , ,A1, , ,소요군검사,해군,20160919,001,1,6000006311,***,0000,고속탈수기 등 2종,MP,000000000,788000, ,MP201625889A001, , ,사양서, ,788000,EA
 , , ,A1, , ,소요군검사,해군,20160811,001,1,6000006022,***,1234,차염발생장치 구매,MP,000000000,22000000, ,MP201625885A001, , , , ,22000000,YE
 , , ,A1, , ,소요군검수,해군,20160809,001,1,6000000642,***,9999,복사용지,MP,000000001,777600, ,MP201625721A001, , , , ,777600,YE
 , , ,U0, , ,소요군검사,국직,20160930,001,1,2000010962,***,9687,감시카메라,TM,67D378346,9660000, ,TM201625823A001, , , , ,9660000,YE
 , , ,A1, , ,소요군검사,해군,20160902,000,1,6000000780,***,7830,거꾸리,MP,37Y989174,495000, ,MPN16033000001, , , , ,495000,EA
 , , ,A1, , ,소요군검수,해병,20160809,001,1,6000005533,***,1111,컷팅매트 등 129종,MW,111111111,18000, ,MW201625614A001, , , , ,18000,YE
 , , ,A1, , ,소요군검사,해군,20160809,001,1,6000006022,***,1234,바닥타일 등 28종,MP,000000000,17439380, ,MP201625726A001, , , , ,17439380,YE
 , , ,A1, , ,소요군검사,해군,20160809,001,1,6000006118,***,1234,튜블라형 도어록 등 24종,MP,000000000,8219500, ,MP201625724A001, , , , ,8219500,YE
 , , ,A1, , ,소요군검사,해군,20160809,001,1,6000006118,***,1234,임상독성학 등 14종(의학서적),MP,000000000,2000000, ,MP201625722A001, , , , ,2000000,YE
 , , ,A1, , ,소요군검사,국직,20160915,001,1,2000003000,***,0000,감정재료,TM,2016NIT01,12905950, ,TM201625686A001, , , , ,12905950,YE
 , , ,A1, , ,소요군검수,해군,20160809,001,1,6000008867,***,0000,종이컵 등 271종,MP,000000000,998600, ,MP201625679A001, , , , ,998600,YE
 , , ,U0, , ,소요군검수,해군,20160809,001,1,6000008783,***,0000,충전건전지 등 259종,MP,000000000,690000, ,MP201625684A001, , , , ,690000,YE
 , , ,A1, , ,소요군검사,육군,20160831,001,1,5000041177,***,0000,의료기재 9종,MB,000000000,1080500, ,MB201625649A001, , , , ,1080500,EA
 , , ,A1, , ,표준 품질 보증형태,육군,20160809,001,1,5000006286,***,6510,의약품 및 의무장비 소모품 구매(7차),MB,6510ABCDE,27622600, ,MB201625607A001, , , , ,27622600,YE
43300104,공기압축기 고압 HP3976PSI, ,A1, , ,소요군검수,해군,20160824,000,1,6000015201,***,4820,"밸브,안전릴리프형",MP,123324234,930000, ,MPN16033030001, , , , ,930000,EA
 , , ,A1, , ,소요군검수,해군,20160708,001,1,6000006709,***,0001,사물놀이 복장 등 16종,MP,000000001,46000000, ,MP201622471A001, , , , ,46000000,YE
 , , ,A1, , ,소요군검수,해군,20160722,000,3,6000006580,***,7210,공기청정기(15평형),MP,37Y958193,310000, ,MPN16026500001, , , , ,930000,EA
 , , ,A1, , ,소요군검사,육군,20160831,001,1,5000015027,***,1111,00지역 취사식당 비품 구매,MB,C11111112,11034100, ,MB201625671A001, , , , ,11034100,AC
 , , ,A1, , ,소요군검수,육군,20161031,001,1,5000054105,***,0001,보조재료,MB,KCTC08081,35338420, ,MB201625520A001, , , , ,35338420,YE
 , , ,A1, , ,소요군검사,육군,20160823,001,1,5000043797,***,0000,정보체계운영용품,MB,000000000,11571000, ,MB201625453A001, , , , ,11571000,YE
 , , ,U0, , ,소요군검수,육군,20170804,001,1,5000081402,***,0001,위생용품,MB,3CMD00001,37972860, ,MB201625361A001, , , , ,37972860,YE
 , , ,A1, , ,소요군검수,공군,20160905,001,1,7000013373,***,8145,컨테이너(소형),MD,37Z008446,3000000, ,MD201625483A001, , , , ,3000000,PC
 , , ,A1, , ,소요군검사,90통신단,20160804,001,1,2000006539,***,0000,열감지기 등,M0,201600024,60000000, ,M0201625232A001, , , , ,60000000,YE
 , , ,A1, , ,자율품질보증형(Ⅱ형),국직,20161123,001,1,7000000030,***,3895,대형 콘크리트절단기,TM,005558646,65552000, ,TM201625203A001, , , , ,65552000,EA
 , , ,A1, , ,소요군검사,육군,20160727,001,1,5000064539,***,1234,리프트,MB,123456789,69300000, ,MB201624361A001, , , , ,69300000,UT
 , , ,A1, , ,소요군검수,국군재정관리단,20161130,001,1,6000015242,***,0000,도청탐지체계,NE,000000000,125150000, ,NE201624615A001, , , , ,125150000,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20160831,001,1,2000006483,***,7690,인쇄재료(모조지 백색)구매,TM,1233700W0,46845000, ,TM201625236A001, , , , ,46845000,YE
 , , ,A1, , ,소요군검사,90통신단,20160804,001,1,2000006539,***,0000,열감지기 등,M0,201600024,60000000, ,M0201625232A001, , , , ,60000000,YE
 , , ,A1, , ,소요군검사,국직,20160803,001,1,2000001467,***,0000,손세척대,TM,NSN000000,5500000, ,TM201625081A001, , , , ,5500000,UT
 , , ,A1, , ,소요군검사,국직,20160803,001,1,2000001467,***,0000,멸균기소형,TM,NSN000000,3687000, ,TM201625080A001, , , , ,3687000,UT
 , , ,A1, , ,소요군검사,국직,20160803,001,1,2000001467,***,0000,수술기구,TM,NSN000000,3060000, ,TM201625078A001, , , , ,3060000,UT
 , , ,A1, , ,소요군검수,해군,20160826,001,1,6000012659,***,0000,프리미엄 포토용지 등 27종,MP,111111111,7841700, ,MP201625567A001, , , , ,7841700,YE
 , , ,A1, , ,소요군검수,해군,20160908,001,1,6000000789,***,2002,종이컵 등 156종,MP,000000000,250700, ,MP201625552A001, , , , ,250700,YE
 , , ,A1, , ,소요군검수,해군,20160802,001,1,6000019521,***,0000,도서(가스기능사 필기) 등 34종,MP,000000000,356100, ,MP201624962A001, , , , ,356100,YE
 , , ,A1, , ,소요군검수,해군,20160824,001,1,6000012659,***,0000,케이블타이 등 11종,MP,111111111,2485000, ,MP201625564A001, , , , ,2485000,YE
 , , ,A1, , ,소요군검수,해군,20160826,001,1,6000012659,***,0000,멀티코드 등 27종,MP,111111111,11507320, ,MP201625561A001, , , , ,11507320,YE
 , , ,A1, , ,소요군검수,해병,20160809,001,1,6000005533,***,1111,니퍼 등 181종,MW,111111111,1810000, ,MW201625597A001, , , , ,1810000,YE
 , , ,A1, , ,소요군검수,해병,20160809,001,1,6000005533,***,1111,차단봉 등 152종,MW,111111111,1977900, ,MW201625594A001, , , , ,1977900,YE
 , , ,A1, , ,소요군검수,해군,20160826,001,1,6000012659,***,0000,원형 후라이펜 등 47종 구매,MP,111111111,15682750, ,MP201625559A001, , , , ,15682750,YE
 , , ,A1, , ,소요군검수,해군,20161031,000,1,6000019552,***,1620,지주 조립체,MP,008215248,27890000, ,MPN16032630001, , , , ,27890000,EA
 , , ,A1, , ,소요군검사,해군,20160810,000,10,6000001296,***,7210,에어컨 6평형,MP,37Y958092,540000, ,MPN16031470001, , , , ,5400000,EA
 , , ,A1, , ,단순품질보증형(I형),해군,20160831,000,20,6000000533,***,2640,타이어(AM06),MP,37Y986142,475940, ,MPN16031840001, , , , ,9518800,EA
 , , ,A1, , ,소요군검수,해군,20160808,001,1,6000001901,***,0000,하이플러스A4 등 132종,MP,000000000,1856450, ,MP201625416A001, , , , ,1856450,YE
 , , ,A1, , ,소요군검수,해군,20160930,001,1,6000009462,***,1111,"153볼펜 등 1,107종",MP,111111111,50065940, ,MP201625230A001, , , , ,50065940,YE
 , , ,A1, , ,소요군검수,국직,20160804,001,1,2000000317,***,1234,은사 수세미외 6종,TM,12345W678,6708000, ,TM201625260A001, , , , ,6708000,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161130,001,14,5000064641,***,6660,지지대조립체,MB,375001354,9138328, ,MBULMT16230159, , ,6660-1006, ,127936592,SE
 , , ,B1, , ,표준품질보증형(Ⅲ형),육군,20170215,001,138,5000128676,***,1680,엘이디 바 조립체,MB,37X159443,194400, ,MBULMH16230168, , , , ,26827200,EA
 , , ,B1, , ,표준품질보증형(Ⅲ형),육군,20170215,001,24,5000128676,***,1010,탄통조립체(개선),MB,37X169051,3850000, ,MBULMH16630106, , , , ,92400000,EA
 , , ,A1, , ,소요군검사,육군,20160912,001,1,5000064781,***,1111,호스조립체등6종,MB,111111111,8867280, ,MB201625123A001, , , , ,8867280,EA
 , , ,A1, , ,소요군검사,육군,20160803,001,1,5000064759,***,0000,전원변환기 등 4종 구매,MB,A00000000,18515200, ,MB201625106A001, , , , ,18515200,EA
 , , ,A1, , ,소요군검사,육군,20160803,001,1,5000064759,***,0000,밧데리 등 38종 구매,MB,A00000000,35972800, ,MB201625102A001, , , , ,35972800,EA
 , , ,A1, , ,단순품질보증형(I형),육군,20161206,001,1175,5000064641,***,8455,마후라(조종사용),MB,37A088661,4848, ,MBDLSP16200109, , ,구매요구서, ,5696400,PR
 , , ,A1, , ,소요군검사,육군,20160826,001,1,5000021804,***,3213,600w 야전앰프 등 2종,MB,DSAD12332,32500000, ,MB201625210A001, , , , ,32500000,UN
 , , ,U0, , ,소요군검사,육군,20160916,001,1,5000053874,***,0000,빔프로젝트 교체,MB,000000000,142937000, ,MB201624661A001, , , , ,142937000,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161014,001,2330,5000013497,***,8935,사골곰탕,MB,37X161032,7786, ,MB201623867A001, , , , ,18141380,KG
 , , ,U0, , ,소요군검사,국직,20161101,001,1,7000000033,***,0000,ACMI 항적/음성자료 관리체계 교체사업,TM,000000000,950000000, ,TM201623038A001, , , , ,950000000,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20160831,001,1,2000006483,***,7690,인쇄소모용품 3종 구매,TM,1233700W0,8500000, ,TM201625084A001, , , , ,8500000,YE
 , , ,U0, , ,소요군검사,육군,20160805,001,1,5000000765,***,0000,음향시스템,MB,N00000000,21100000, ,MB201625372A001, , , , ,21100000,YE
 , , ,A1, , ,소요군검사,육군,20160907,001,1,5000052568,***,1234,도서,MB,201608030,50768000, ,MB201625117A001, , , , ,50768000,YE
 , , ,A1, , ,소요군검사,공군,20161130,001,1,7000013808,***,6650,보오스코우프 키트,MD,014554327,91630000, ,MD201625137A001, , ,IPLEX FX, ,91630000,EA
 , , ,A1, , ,소요군검사,육군,20160831,001,1,5000015027,***,1111,국가기술자격 학습교재 000권 구매,MB,BBA111111,9460000, ,MB201625447A001, , , , ,9460000,AC
 , , ,A1, , ,소요군검수,해병,20160805,001,1,6000002696,***,0001,해병대일지카바등 2품목,MW,000000001,35802800, ,MW201625382A001, , , , ,35802800,YE
 , , ,A1, , ,소요군검수,해병,20160805,001,1,6000002696,***,0001,우레탄 디스탠스 매트 등 11품목 구매,MW,000000001,7975000, ,MW201625381A001, , , , ,7975000,YE
 , , ,U0, , ,소요군검수,해군,20160722,001,1,6000001039,***,1111,슬리퍼 등 10종,MP,000000000,2214000, ,MP201624013A001, , , , ,2214000,YE
 , , ,A1, , ,소요군검수,해군,20160901,001,1,6000009493,***,0000,이동용 고출력 방송장비 구매,MP,111111111,19998000, ,MP201625272A001, , , , ,19998000,YE
 , , ,A1, , ,소요군검사,해군,20161216,001,21,6000006579,***,5310,너트 평면 원형,MP,005668868,35984, ,MWDPLA16200221, , ,사양서, ,755664,EA
 , , ,A1, , ,소요군검사,육군,20160804,001,1,5000003660,***,0000,컨테이너,MB,000000000,62000000, ,MB201625222A001, , , , ,62000000,UT
 , , ,A1, , ,소요군검사,육군,20160802,001,1,2000000317,***,1234,장구류,MB,201608020,28029000, ,MB201624931A001, , , , ,28029000,YE
 , , ,A1, , ,공급자 1년 보증형태,육군,20160831,001,1,5000076023,***,0000,국가기술자격 검정교재,MB,A521SDCFV,18589000, ,MB201625376A001, , , , ,18589000,YE
 , , ,A1, , ,소요군검수,육군,20160802,001,1,5000001801,***,2016,내역참조,MB,XHDTLS16S,60275200,2016,MB201624854A001, , ,내역참조, ,60275200,UN
 , , ,A1, , ,소요군검사,육군,20160801,001,1,5000052596,***,1234,소책자,MB,201608010,100760000, ,MB201624777A001, , , , ,100760000,YE
 , , ,U0, , ,소요군검사,국군재정관리단,20161130,001,1,2000009556,***,0000,구축,NE,A00000000,239250000, ,NE201623714A001, , , , ,239250000,YE
 , , ,A1, , ,소요군검사,국직,20161031,001,1,2000010963,***,9847,큐브 및 빔프로젝트 램프,TM,12F237834,120104000, ,TM201623809A001, , , , ,120104000,YE
 , , ,A1, , ,소요군검사,국직,20160930,001,1,2000001530,***,1111,호흡기시약,TM,111111111,40173760, ,TM201623482A001, , , , ,40173760,YE
 , , ,A1, , ,소요군검수,국직,20160930,001,1,2000000045,***,0000,00지역 아파트 씽크대 제조 설치납품,TM,201654000,324775000, ,TM201623455A001, , , , ,324775000,YE
 , , ,A1, , ,소요군검사,해군,20161130,001,1,6000007664,***,2010,YF No.2 D/E 정비,MP,37Y024114,57885000, ,MPUPLJ1620E059, , , , ,57885000,EA
 , , ,A1, , ,소요군검수,해군,20160825,001,1,6000012659,***,0000,머그컵 등 2종 구매,MP,111111111,6710000, ,MP201625278A001, , , , ,6710000,YE
 , , ,A1, , ,소요군검수,해군,20160826,001,1,6000012659,***,0000,EPSON 잉크 등 111종 구매,MP,111111111,11899400, ,MP201625275A001, , , , ,11899400,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20160920,001,1,2000009953,***,1111,700DCP-2NDBTRASSY(059K78320),TM,111111111,519200, ,TM201624501A001, , ,사양서 참조, ,519200,EA
 , , ,U0, , ,소요군검수,해군,20161231,001,1,6000013246,***,0000,문서보관상자 등 199종,MP,000000000,2962900, ,MP201625254A001, , , , ,2962900,YE
 , , ,A1, , ,소요군검수,해군,20160727,001,1,6000007760,***,1111,온도변화컵 구매,MP,111111111,29925000, ,MP201624403A001, , , , ,29925000,YE
 , , ,U1, , ,소요군검사,해군,20170630,001,1,6000002423,***,6930,잠수함 조종훈련장비 유지보수 정비,MP,375210945,75105900, ,MP201624161A002, , , , ,75105900,EA
 , , ,A1, , ,소요군검사,국직,20170731,001,1,2000006629,***,1381,공통피복,TM,VDSA4F481,125000000, ,TM201621792A001, , , , ,125000000,AB
 , , ,A1, , ,소요군검사,국직,20170731,001,1,2000006629,***,1381,공통피복,TM,VDSA4F481,125000000, ,TM201621792A001, , , , ,125000000,AB
 , , ,U0, , ,소요군검수,해병,20160805,001,1,6000002872,***,0000,윌로 수중펌프 구매,MW,000000000,6600000, ,MW201625347A001, , , , ,6600000,YE
 , , ,U0, , ,표준품질보증형(Ⅲ형),해군,20160802,000,2,6000002902,***,4940,에어스프레이건,MP,37Y980745,178000, ,MPN16028530001, , , , ,356000,EA
 , , ,A1, , ,소요군검수,해군,20160817,000,50,6000015201,***,5305,"나사,캡식,6각 머리형",MP,002269208,860, ,MPN16031740001, , , , ,43000,EA
 , , ,A1, , ,소요군검사,공군,20161210,001,1,7000002407,***,6625,보드테스터,MD,015041862,26700000, ,MD201625293A001, , ,1700*950*750, ,26700000,EA
 , , ,A1, , ,공급자 1년 보증형태,해군,20160805,001,1,6000002093,***,0000,정보처리기사 필기 등 140종,MP,000000000,5635470, ,MP201625335A001, , , , ,5635470,YE
 , , ,A1, , ,소요군검사,육군,20160726,001,1,5000053327,***,0000,질량분석기,MB,000000000,204600000, ,MB201624287A001, , , , ,204600000,YE
 , , ,U0, , ,소요군검사,국군재정관리단,20161031,001,1,2000009556,***,0000,네트워크장비,NE,A00000000,334390760, ,NE201624389A001, , , , ,334390760,YE
 , , ,A1, , ,소요군검사,육군,20160930,001,1,5000053790,***,1111,00부대 항온항습기 설치 납품,MB,NSN000001,149226000, ,MB201623995A001, , , , ,149226000,YE
 , , ,A1, , ,소요군검사,육군,20160930,001,1,5000052661,***,1234,SW,MB,201607260,306916860, ,MB201624261A001, , , , ,306916860,YE
 , , ,U0, , ,소요군검수,국군재정관리단,20161031,001,1,6000008184,***,0000,LAN 장비,NE,000000000,291500000, ,NE201623863A001, , , , ,291500000,SE
 , , ,A1, , ,소요군검사,국직,20170610,001,1,2000002845,***,1111,조수기,TM,NSN123456,200000, ,TM201621264A001, , , , ,200000,YE
 , , ,U0, , ,소요군검사,국직,20161031,001,1,2000000038,***,1111,라우터 등 0종,TM,NSN000001,259494000, ,TM201624572A001, , , , ,259494000,YE
 , , ,A1, , ,소요군검사,육군,20161001,001,110640,5000051008,001,2167,과자세트,MB,A12345678,1500, ,MB201624179A001, , , , ,165960000,UN
 , , ,A1, , ,소요군검사,육군,20160918,001,109577,5000051008,001,2167,떡세트,MB,A12345678,1500, ,MB201624174A001, , , , ,164365500,UN
 , , ,U0, , ,소요군검수,육군,20161031,001,172368,5000013417,001,0000,바나나,MB,000000001,2200, ,MB201624713A001, , , , ,379209600,KG
 , , ,U0, , ,소요군검수,육군,20160913,001,111499,5000013417,001,0000,추석 경축특식 과자세트,MB,000000001,1500, ,MB201624440A001, , , , ,167248500,SE
 , , ,U0, , ,공급자 1년 보증형태,공군,20160920,001,70,7000002699,***,7105,싱크대,MD,37ZH84715,1617000, ,MD201624901A001, , ,1540*1750mm(24평), ,113190000,ST
21100102,"트럭,다용도용(1/4톤 6인승 K-131)", ,A1, , ,소요군검수,해군,20160816,000,12,6000015201,***,5940,"어댑터,전지 단자용",MP,005496583,1800, ,MPN16031850001, , , , ,21600,EA
 , , ,U0, , ,단순품질보증형(I형),공군,20160831,001,47,7000013808,***,4120,에어컨 6평형,MD,37A193950,392000, ,MD201625351A001, , ,RA-066EH, ,18424000,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20160831,001,1000,7000013808,***,6250,형광등,MD,37ZG20744,2000, ,MD201625348A001, , ,32W, ,2000000,EA
 , , ,A1, , ,소요군검사,육군,20160805,001,1,5000031640,***,6500,AAAAAAAA,MB,S11111111,9731500, ,MB201625338A001, , , , ,9731500,YE
 , , ,A1, , ,소요군검수,해병,20160805,001,1,6000005146,***,0000,랜케이블 등 36품목,MW,000000000,2288000, ,MW201625319A001, , , , ,2288000,YE
 , , ,A1, , ,소요군검수,해병,20160805,001,1,6000005151,***,1111,OMR스캐너,MW,000000000,3600000, ,MW201625316A001, , , , ,3600000,YE
 , , ,A1, , ,소요군검사,육군,20160804,001,1,5000053624,***,0000,빕프로젝터 설치납품,MB,DNJSRURRY,24752000, ,MB201625167A001, , , , ,24752000,YE
 , , ,A1, , ,소요군검수,해군,20160802,001,1,6000009073,***,1111,복사용지 등 37종,MP,111111111,1731200, ,MP201624963A001, , , , ,1731200,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),해병,20170427,001,1,6000019037,***,0000,알루미늄 창호,MW,000000000,10040000, ,MW201624815A001, , , , ,10040000,YE
 , , ,A1, , ,표준 품질 보증형태,해병,20160831,001,1,6000004719,***,0000,리프레쉬플러스 점안액 등 72종,MW,000000001,16934500, ,MW201625126A001, , , , ,16934500,YE
 , , ,A1, , ,소요군검사,해병,20170427,001,1,6000019037,***,0000,CCTV 제조/설치,MW,000000000,14521640, ,MW201624874A001, , , , ,14521640,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),해병,20170427,001,1,6000019037,***,0000,알루미늄 창호,MW,000000000,10040000, ,MW201624815A001, , , , ,10040000,YE
 , , ,A1, , ,소요군검수,해군,20160905,001,1,6000006751,***,0000,각대봉투 등 41종 구매,MP,111111111,9547200, ,MP201624620A001, , , , ,9547200,YE
 , , ,A1, , ,소요군검수,해군,20160801,001,1,6000019521,***,0000,재생토너 등 3종,MP,000000000,5635000, ,MP201624809A001, , , , ,5635000,YE
 , , ,C1, , ,소요군검사,해군,20161110,001,50,6000006579,***,8470,카본헬멧,MP,37Y992873,950000, ,MPUPLA15200267A, , ,사양서, ,47500000,EA
 , , ,U0, , ,소요군검수,국직,20160912,001,1,2000000317,***,1111,스위치 등 64종,TM,12345W678,14103900, ,TM201624785A001, , , , ,14103900,YE
 , , ,A1, , ,표준 품질 보증형태,육군,20160802,001,1,5000044434,***,0000,의약품,MB,A16058001,10258750, ,MB201624845A001, , , , ,10258750,EA
 , , ,A1, , ,소요군검사,육군,20160930,001,1,5000057011,***,3697,싱크대 등 31종,MB,56DIV6500,9149420, ,MB201625134A001, , , , ,9149420,UN
 , , ,U0, , ,소요군검수,국직,20161216,001,1,7000000886,***,0000,기상 수치예보체계 교체사업,TM,000000000,3950000000,0000,TM201621763A001, , ,0000, ,3950000000,YE
 , , ,A1, , ,소요군검수,해병,20160804,001,1,6000002872,***,0000,의약품 모물린 등 46종,MW,000000000,3327030, ,MW201625177A001, , , , ,3327030,YE
 , , ,A1, , ,소요군검수,해병,20160804,001,1,6000002872,***,0000,스카치테이프 등 234종,MW,000000000,6002650, ,MW201625184A001, , , , ,6002650,YE
 , , ,U0, , ,소요군검수,국군재정관리단,20161223,001,1,6000008931,***,0000,원격통합통신체계,NE,000000000,1950000000, ,NE201619871A001, , , , ,1950000000,YE
 , , ,A1, , ,소요군검사,육군,20160823,001,1,5000043642,***,0000,수공구,MB,000000000,7383960, ,MB201625085A001, , , , ,7383960,EA
 , , ,A1, , ,소요군검수,육군,20160803,001,1,5000004545,***,0000,수중모터펌프자재,MB,A00000000,28277700, ,MB201625116A001, , , , ,28277700,EA
 , , ,A1, , ,소요군검사,육군,20160825,001,1,5000052596,***,1234,손목시계,MB,201607250,63135000, ,MB201624110A001, , , , ,63135000,YE
 , , ,U0, , ,소요군검사,국직,20160919,001,1,2000000038,***,1111,전자출판시스템,TM,NSN000001,141805000, ,TM201624015A001, , , , ,141805000,YE
 , , ,A1, , ,소요군검사,국직,20161210,001,1,7000002407,***,5975,전원공급기 시험장비 TPS 제어부 랙 제조설치,TM,37ZH73120,210000000, ,TM201623497A001, , ,구매요구서, ,210000000,EA
 , , ,A1, , ,소요군검수,해군,20160729,001,1,6000001009,***,1111,엔진 청수쿨러 열교환기 2EA,MP,000000000,10037500, ,MP201624685A001, , , , ,10037500,YE
 , , ,A1, , ,소요군검수,해군,20160916,001,1,6000005801,***,0000,필터-에어클리너 등 185종,MP,000000000,11527070, ,MP201624980A001, , , , ,11527070,YE
 , , ,A1, , ,소요군검수,해병,20160831,001,1,6000005039,***,0000,등짐펌프 등 5종 ,MW,S11111111,7356000, ,MW201625076A001, , , , ,7356000,YE
 , , ,A1, , ,소요군검수,해군,20160803,001,1,6000007034,***,0001,의약품(체성분검사 측정용지) 등 68종,MP,000000001,603200, ,MP201625032A001, , , , ,603200,YE
 , , ,A1, , ,소요군검수,해군,20160803,001,1,6000006741,***,0001,복사용지 등 295종,MP,000000001,10577400, ,MP201625029A001, , , , ,10577400,YE
 , , ,A1, , ,소요군검사,해군,20160802,001,1,6000006118,***,1234,캐디복 등 2종 제조납품,MP,000000000,10150000, ,MP201624989A001, , , , ,10150000,YE
 , , ,A1, , ,소요군검사,해군,20160802,001,1,6000006118,***,1234,1회용 종이 apron 등 54종(치과재료),MP,000000000,2180800, ,MP201624988A001, , , , ,2180800,YE
 , , ,A1, , ,소요군검사,해군,20160802,001,1,6000006118,***,1234,3M Durapore Surgical Tape 등 80종(의료기재),MP,000000000,2010100, ,MP201624986A001, , , , ,2010100,YE
 , , ,A1, , ,소요군검사,해군,20160802,001,1,6000006118,***,1234,유박신주 1.5g 등 111종(의약품),MP,000000000,49350980, ,MP201624985A001, , , , ,49350980,YE
 , , ,A1, , ,소요군검수,국직,20160802,001,1,2000010237,***,9000,16-연습처(스피크 폰 등3종 구매),TM,39W900058,3793900, ,TM201624895A001, , , , ,3793900,YE
 , , ,A1, , ,소요군검수,해군,20160819,000,5,6000001901,***,5995,케이블타이,MP,37Y055330,19800, ,MPN16032520001, , , , ,99000,EA
 , , ,A1, , ,소요군검사,해군,20160802,001,1,6000006022,***,1234,타이어 등 4종,MP,000000000,2560000, ,MP201624984A001, , , , ,2560000,YE
 , , ,A1, , ,소요군검수,해군,20160820,001,1,6000008867,***,0000,형광펜 등 603종,MP,000000000,4549600, ,MP201624947A001, , , , ,4549600,YE
 , , ,A1, , ,소요군검수,해군,20160802,001,1,6000014023,***,0000,컷팅매트 등 286종,MP,000000000,4965500, ,MP201624951A001, , , , ,4965500,YE
 , , ,A1, , ,단순품질보증형(I형),육군,20160902,001,878,5000056380,***,1111,풋살경기장 인조잔,MB,52DIV1324,36000, ,MB201624902A001, , , , ,31608000,SM
 , , ,A1, , ,소요군검수,해군,20160802,001,1,6000019521,***,0000,토너 등 185종,MP,000000000,50904560, ,MP201624959A001, , , , ,50904560,YE
 , , ,A1, , ,소요군검수,해군,20160802,001,1,6000006709,***,0001,복사기토너 등 104종,MP,000000001,6098800, ,MP201624943A001, , , , ,6098800,YE
42420107,추적항법장치(DRT), ,A1, , ,소요군검수,해군,20161205,000,1,6000006312,***,5998,중앙처리보드,MP,37Y010011,8455000, ,MPN16031770001, , , , ,8455000,EA
41110102,"엔진,디젤식", ,A1, , ,소요군검수,해군,20160926,000,1,6000006312,***,2815,"섹션,장방형",MP,37A026495,322500, ,MPN16031760001, , , , ,322500,EA
41110102,"엔진,디젤식", ,A1, , ,소요군검수,해군,20160905,000,20,6000006312,***,2815,"밸브,버섯형,엔진용",MP,123477035,220000, ,MPN16031140001, , , , ,4400000,EA
40100201,헬기구축함-Ⅱ(DDH Ⅱ), ,A1, , ,소요군검수,해군,20160919,000,3,6000006312,***,4820,밸브 수리 키트,MP,37Y244174,230000, ,MPN16030470001, , , , ,690000,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20160908,001,10,7000004677,***,8010,"펜톤페인트(내부용), 1L NO.104",MD,37ZH82459,23500, ,MD201625140A001, , ,1L NO.104, ,235000,EA
 , , ,A1, , ,소요군검수,국직,20170530,001,1,2000000451,***,0000,금속제창,TM,201608041,20000000, ,TM201625139A001, , , , ,20000000,YE
