입찰명,발주기관코드,발주기관,카테고리
클립보드 A4 등 264종,SCU,해군 기동함대사령부,미분류
체온계 등 5품목 구매,SFG,제9181부대,미분류
체력단련기구 설치 납품(바벨 등 4종),LNS,제55보병사단,미분류
19-싯업보드 등 27종 구매(20198206-H),UMM,국군재정관리단,미분류
학술 인터넷용 학사관리체계 구축사업(20196317-C),UMM,국군재정관리단,미분류
위성측량 시스템 구매(20197193-C),UMM,국군재정관리단,미분류
19-2차 ㅇㅇ체계 운용용품 구매,MCL,국방정보본부,미분류
석분 등 46종 구매,SCR,해군제3함대사령부,미분류
19-291  견사료 등 1종,HCQ,공군제5공중기동비행단,미분류
19-복-058 체력단련기구,HCQ,공군제5공중기동비행단,미분류
"19-9차 훈련용품(하키 등 4종목, 런닝화 등 26종)",MCT,국군체육부대,미분류
해의원 탁구대세트,SCN,제7001부대,미분류
AIU 기판(자동조타장치 증폭기 카드) 1종,SCF,해군군수사령부,미분류
외장하드 등 174종 구매,SCP,제8385부대,미분류
컷터칼 등 295종 구매,SCP,제8385부대,미분류
삼각자 등 321종 구매,SCR,해군제3함대사령부,미분류
스프링노트 등 99종 구매,SCL,해군사관학교,미분류
포스트잇 등 209종 구매,SCL,해군사관학교,미분류
천장상단트레이 등 38품목 구매,SFC,제9691부대,미분류
회전자 조립체 1종,SCF,해군군수사령부,미분류
알루미늄 합금판 등 15종,SCF,해군군수사령부,미분류
19년 하이패스 단말기 구매,MDK,국군수송사령부,미분류
전자파 측정장치 구매,MDF,국군지휘통신사령부,미분류
00부대 음향장비 구매 및 교체,LDA,지상작전사령부,미분류
00부대 훈련용 보호대 구매,LNT,제28보병사단,미분류
조준장치(방산),EBB,지상공통전력운영계약팀,미분류
공마대 등 2품목 구매,SFH,제9196부대,미분류
종이컵 등 55품목 구매 납품,SFD,제9227부대,미분류
정보망 통합보안관제체계 및 침입방지체계 리스,MDR,제9965부대,미분류
냉난방기 설치납품(용인),LCP,육군항공사령부,미분류
19-354 워크스테이션 등 2종(1),HCL,공군사관학교,미분류
DVD 플레이어 등 7종,SCH,해군작전사령부,미분류
회로카드 조립체 1종,SCF,해군군수사령부,미분류
00부대 숙소계량기 설치납품,LNF,제1보병사단,미분류
"교체물,O2센서용 등 4종",SCF,해군군수사령부,미분류
집성판 1종,SCF,해군군수사령부,미분류
00부대 동원훈련장 간이 교보재창고 구매,LCZ,동원전력사령부,미분류
불법촬영카메라 탐지기세트 등 5종,SCQ,제9911부대,미분류
레코비 정 등 95종 구매,SCR,해군제3함대사령부,미분류
마대 등 19종 구매,SCR,해군제3함대사령부,미분류
온풍기 등 4품목 구매,SFN,연평부대,미분류
멀티탭 등 968종 구매,SDF,제5738부대,미분류
19년 라우터 장비 구매,MDK,국군수송사령부,미분류
먼지털이용 공기압축기 구매(20196295-E),UMM,국군재정관리단,미분류
중형굴삭기 보강버켓 구매,LNG,육군 제1군단,미분류
19-복-053 골프연습장 망,HCQ,공군제5공중기동비행단,미분류
19-358 이동식 부스 등 8품목,HCQ,공군제5공중기동비행단,미분류
정보통신서비스 자재 구매,LKH,제6128부대,미분류
이중규격봉투 등 59종,SCF,해군군수사령부,미분류
알루미륨커팅자 등 37종 구매,SCK,해군교육사령부,미분류
복사용지 등 206종 구매,SCK,해군교육사령부,미분류
체단기구(벤치프레스세트 등 7종) 구매,SCK,해군교육사령부,미분류
사관실 테이블 상판 수선 등 2종,SCF,해군군수사령부,미분류
검문소 물자 구매,LQG,육군 52보병사단,미분류
다목적송풍기 구매,LGS,육군 제8군단,미분류
세탁기 구매,SFM,제3170부대,미분류
무선 키보드마우스 등 12종 구매,SCQ,제9911부대,미분류
집행잔액-36 냉난방기 설치납품,LMG,제6군단사령부,미분류
물먹는 하마 등 205종,SCG,해군본부,미분류
전동 파레트 트럭,SCF,해군군수사령부,미분류
딥 클리너 등 43종 구매,SDL,재경근무지원대대,미분류
복사용지A4 등 169종 구매,SDL,재경근무지원대대,미분류
형광등 등 21종 구매,SDL,재경근무지원대대,미분류
Charging Corona Unit 등 22종,SCG,해군본부,미분류
기상현황판 설치 납품,MCS,국방부계룡대근무지원단,미분류
유해발굴사업 물자 구매,LMR,제5군단사령부,미분류
체력단련장 굴삭기,SCN,제7001부대,미분류
행주 등 88종,SCN,제7001부대,미분류
줄자 등 156구매,SCR,해군제3함대사령부,미분류
스탠드행거 등 66종 구매,SCR,해군제3함대사령부,미분류
건조기 등 5종,SCN,제7001부대,미분류
백익스텐션 등 14종 구매,SDF,제5738부대,미분류
19-360 다대스푼 등 59품목,HCM,공군교육사령부,미분류
공군 동 행사복 등 6종  구매,MCN,국방부근무지원단,미분류
공군 동 행사복 등 6종  구매,MCN,국방부근무지원단,미분류
3단 전자동 솔리드 우산 등 2종,SCG,해군본부,미분류
급식유통센터 물류취급 장비 구매,LGI,제3군수지원여단,미분류
네트워크통제실 브리핑체계 구매/설치(20196267-I),UMM,국군재정관리단,미분류
지휘통제실 비디오월 구축사업(20196304-C),UMM,국군재정관리단,미분류
복사기토너 등 12품목 구매,SFG,제9181부대,미분류
제트스트림 등 269품목 구매,SFG,제9181부대,미분류
탈수기 등 3종,SCH,해군작전사령부,미분류
패킹 조립체 등 34종,SCF,해군군수사령부,미분류
"다기관,흡입용 등 13종 구매(19-116)",SDQ,해군제2수리창,미분류
네모탭 개별 5구 등 472종 구매,SCI,제9121부대,미분류
실내 건조대 등 571종 구매,SCI,제9121부대,미분류
슬링벨트 등 136종 구매,SCF,해군군수사령부,미분류
가위 등 42품목 구매,SFN,연평부대,미분류
수성펜 등 1409종,SCH,해군작전사령부,미분류
포장랩 구매,LCF,육군군수사령부,미분류
B부대 등 2개소 수문 설치납품,LQP,제1891부대,미분류
HDMI 메트릭스 등 7종 구매 납품,SFL,제3283부대,미분류
국직부대 정보화장비 구매사업 리스(2019G066-I),UMM,국군재정관리단,미분류
사이버기술통제체계 교체 사업 리스(2019J059-E),UMM,국군재정관리단,미분류
SW개발기반 형상시스템 구축사업 리스(20198243-A),UMM,국군재정관리단,미분류
회전식 청소기 솔브러쉬조립체 1종 제작/구매,HDP,공군제19전투비행단,미분류
(19-168) 열상카메라,HDN,공군제18전투비행단,미분류
'19-00부대 소방 작동기능점검 용역,SCI,제9121부대,미분류
고무패킹 등 93종,SCN,제7001부대,미분류
복사용지 등 142종 구매,SCL,해군사관학교,미분류
00부대 훈련장 탄두회수대 구매,LPQ,제9251부대,미분류
순번표시기 세트,SCF,해군군수사령부,미분류
모조지 등 3종,SCG,해군본부,미분류
집행잔액-06 냉난방기 설치납품,LMG,제6군단사령부,미분류
풍속계 6개 구매,SCK,해군교육사령부,미분류
탱크레벨셋트 등 16종 구매(19-114),SDQ,해군제2수리창,미분류
HFC-236fa 소화기(3.0kg) 구매,MCS,국방부계룡대근무지원단,미분류
6탄약창 정비공장 차폐도어 설치납품,LDG,육군 탄약지원사령부,미분류
다쿠아스점안액 3% 등 88종 구매,SCK,해군교육사령부,미분류
신분증케이스 등 277품목 구매,SFN,연평부대,미분류
대형커터 등 62품목 구매,SFN,연평부대,미분류
이발경대 등 3품목 구매,SFN,연평부대,미분류
제습기 등 9품목 구매,SFN,연평부대,미분류
오일휀스 등 101품목 구매,SFN,연평부대,미분류
포스트잇 노트 327품목 구매,SFC,제9691부대,미분류
복사용지 등 236품목 구매,SFC,제9691부대,미분류
계수기 등 503품목 구매,SFC,제9691부대,미분류
전자감응식 귀덮개 등 187종,SCN,제7001부대,미분류
98연대 시가지 전투사격장 표적(설치납품),LKD,제32보병사단,미분류
(19-F070)반투명 플라스틱 버켓 물품 구매,HDM,공군제17전투비행단,미분류
(19-F078)위험물 보관함외 3품목 구매 및 설치,HDM,공군제17전투비행단,미분류
자동화 사격장 표적기호 덮개 구매설치,LGC,육군학생군사학교,미분류
'19년 육본 회의실 전시체계 교체사업(20196287-C),UMM,국군재정관리단,미분류
전산화시스템 및 PC모니터 교체 리스(2019G064-I),UMM,국군재정관리단,미분류
00부대 광학적 안구계측장치 구매(20197185-B),UMM,국군재정관리단,미분류
동성 크리너 등 214품목 구매,SFG,제9181부대,미분류
외부 스피드돔 카메라 등 5품목 구매,SFG,제9181부대,미분류
19-334 블라인드 등 56종,HCQ,공군제5공중기동비행단,미분류
19-304 블라인드,HCQ,공군제5공중기동비행단,미분류
동작인식 시연용 VR 개발 장비 6종 구매,HCG,공군본부,미분류
19-309 시험세트 초음파식,HCL,공군사관학교,미분류
00부대 동원훈련용 총기보관함 구매,LCZ,동원전력사령부,미분류
상병건강검진시약비 구매(A-19172),LPG,제5보병사단,미분류
녹화기 등 12종 구매,SCP,제8385부대,미분류
벙커사 구매,SCP,제8385부대,미분류
D급소화기 등 14종 구매,SCP,제8385부대,미분류
타베온 정 10mg 등 28종,SDG,제2002부대,미분류
D급 소화기 등 298종 구매,SCR,해군제3함대사령부,미분류
"잉크, 카트리지용 등 45종 구매(19-111)",SDQ,해군제2수리창,미분류
전원공급기 등 3종 구매(19-113),SDQ,해군제2수리창,미분류
00부대 방열기 자재 구매(A-19171),LPG,제5보병사단,미분류
사격장 탄두회수함 제작 설치납품,LPF,제51보병사단,미분류
키보드 등 142종,SCH,해군작전사령부,미분류
샤프심 등 107종 구매,SCK,해군교육사령부,미분류
고무장갑 구매,SFM,제3170부대,미분류
휠도리 등 426종 구매,SCR,해군제3함대사령부,미분류
19-조-60 런닝머신등 33종,UHC,공군 작사예하 방포사예하 제2여단,미분류
녹화기 등 12종 구매,SCQ,제9911부대,미분류
4구 코드 릴 등 133품목 구매,SFC,제9691부대,미분류
재생토너 등 2종,SCH,해군작전사령부,미분류
야간투시경 구매,LNG,육군 제1군단,미분류
19년 예비군용 총기손질정비실 설치납품,LHR,육군 제37보병사단,미분류
브라인드리벳등90종 구매,LDH,육군종합정비창,미분류
00체계 운용품구매(HP Z6 G4 워크스테이션 등 6종),LQP,제1891부대,미분류
비인두 기두기 등 2종,MDQ,국군의무학교,미분류
유전자감정 시약재료 구매,NIT,국방부조사본부,미분류
비행기지 통합관제체계 구축 리스(2019J060-E),UMM,국군재정관리단,미분류
냉각수 벨로우즈 등 2종,SCF,해군군수사령부,미분류
소재용 수채 등 145종 구매,SCQ,제9911부대,미분류
향균망사수세미 등 4품목 구매,SEE,제9해병여단,미분류
4분기 지역방위작전지원 물품 구매,LGS,육군 제8군단,미분류
와이어 등 9품목,HCC,해군제1수리창,미분류
보호복 등 19종 구매,SCQ,제9911부대,미분류
전자칠판(스탠드포함) 등 5종 구매,SCQ,제9911부대,미분류
'19년 PACS 교체사업(20197157-C),UMM,국군재정관리단,미분류
원천기술 개발 기초환경 구축,MCM,4284부대,미분류
학군후보생 교번 벨크로 제작,LGC,육군학생군사학교,미분류
밴드커터 등 41품목 구매 납품,SFL,제3283부대,미분류
1968부대 18gop 수문자동제어반 설치납품,LMP,제3보병사단,미분류
훈련장 카메라 구매,LMR,제5군단사령부,미분류
육성-19년 예비군작전 기지국무전기 설치납품,LHR,육군 제37보병사단,미분류
진공포장비닐 등 6종,SCF,해군군수사령부,미분류
네임펜 등 65종,SCF,해군군수사령부,미분류
물류관리용 라벨 등 30종,SCF,해군군수사령부,미분류
회로카드 조립체 등 7종,SCR,해군제3함대사령부,미분류
사원증 목걸이 등 2종 제작,SCQ,제9911부대,미분류
00지역 방탄판 설치납품,LMG,제6군단사령부,미분류
컷팅매트 등 55종 구매,SCK,해군교육사령부,미분류
교육용 물소화기 20개 구매,SCK,해군교육사령부,미분류
해상사격표적(풍선 등 5종),SCH,해군작전사령부,미분류
고압세척기 구매,SCL,해군사관학교,미분류
콤비콤씨 등 11항목 구매(해파),LCF,육군군수사령부,미분류
19년 조사체계 SW 라이선스 구매,MCM,4284부대,미분류
정보분석장비 30종 구매(20196314-D),UMM,국군재정관리단,미분류
00지역 출입통제체계 구축사업(20196231-G),UMM,국군재정관리단,미분류
전기밥솥 등 2품목 구매,SFG,제9181부대,미분류
스테인리스 등 239품목 구매,SFG,제9181부대,미분류
블랙토너 등 57품목 구매,SFG,제9181부대,미분류
동원훈련장 탄두회수함 제작설치,LNS,제55보병사단,미분류
"하키,핸드볼 운동용품(압박테이프 등 19종)",MCT,국군체육부대,미분류
"바, 금속제 등 10종 구매(19-109)",SDQ,해군제2수리창,미분류
철사망 등 22종 구매(19-108),SDQ,해군제2수리창,미분류
자물쇠 등 95종 구매,SCL,해군사관학교,미분류
쇠자 등 100종,SCG,해군본부,미분류
트램폴린 구매 설치(인사과),SFN,연평부대,미분류
전관방송용앰프(600W) 구매,LPN,수도군단,미분류
디지털테스터기외 21품목 구매 및 설치,HDM,공군제17전투비행단,미분류
복사기외 7품목 구매 및 설치,HDM,공군제17전투비행단,미분류
커피잔세트외 19품목 구매 및 설치,HDM,공군제17전투비행단,미분류
거울(벽걸이)외 23품목 구매 및 설치,HDM,공군제17전투비행단,미분류
피크닉 테이블외 3품목 구매 및 설치,HDM,공군제17전투비행단,미분류
라이트외 13품목 구매,HDM,공군제17전투비행단,미분류
"천봉연대, 무학대대 BTL 세탁기 구매",LHD,제21보병사단,미분류
니퍼 등 59품목 구매 납품,SFL,제3283부대,미분류
아비타 등 2품목 구매 납품,SFL,제3283부대,미분류
19-10-286 (배토사 등 2종 구매),HDL,공군제16전투비행단,미분류
숟가락 등 11품목 구매,SFG,제9181부대,미분류
스펙트럼분석기구매 (20199198-I),UMM,국군재정관리단,미분류
19년 VoIP교환기 교체사업(20197175-G),UMM,국군재정관리단,미분류
00부대 화면전시체계 구매·설치(20196300-G),UMM,국군재정관리단,미분류
무동력 트레드밀 구매,SCR,해군제3함대사령부,미분류
탁구대 등 17종 구매,SCR,해군제3함대사령부,미분류
00부대 과학화 감시체계 물품 구매,LGQ,제36보병사단,미분류
이동형 작업대 구매,SDF,제5738부대,미분류
민서기 등 3종 구매,SDF,제5738부대,미분류
핸드파렛트 트럭 1.5톤 2EA 구매,SCF,해군군수사령부,미분류
다기관조립체 1종 구매,SCF,해군군수사령부,미분류
제습기 구매,SFN,연평부대,미분류
컴파스 등 233종 구매,SDF,제5738부대,미분류
강철조각 1종,SCF,해군군수사령부,미분류
하이드로콜로이드 밴드 등 96종,SCN,제7001부대,미분류
판토라인 정 등 194종,SCN,제7001부대,미분류
활성식건조제 1종 구매,SCF,해군군수사령부,미분류
복사용지 등 397종 구매,SCP,제8385부대,미분류
자석 등 300종 구매,SCP,제8385부대,미분류
회로카드조립체 구매(19-101),SDQ,해군제2수리창,미분류
"튜브, 금속제 등 7종 구매(19-106)",SDQ,해군제2수리창,미분류
재생토너 등 88종 구매,SCP,제8385부대,미분류
진공흡착기 등 85종 구매,SCP,제8385부대,미분류
체인잭조립체 구매(19-102),SDQ,해군제2수리창,미분류
배기다기관 등 26종,SCR,해군제3함대사령부,미분류
워킹머신 등 6종 구매,SCQ,제9911부대,미분류
디스크이미징 장비 구매,SFC,제9691부대,미분류
화상회의 장비 구매,MCM,4284부대,미분류
이동형 화재진압장비 구매,LIK,제2군수지원여단,미분류
"19-208, 항정대대, 냉난방기 등 3종_(1)",HDF,공군 제8전투비행단,미분류
밀폐용기 등 8품목 구매 납품,SFD,제9227부대,미분류
릴호스 구매 설치,SFD,제9227부대,미분류
분석기 주파수편이용 2EA 구매(20199199-I),UMM,국군재정관리단,미분류
보안취약점 식별을위한 기반운용체계도입(20197190-C),UMM,국군재정관리단,미분류
MIMS 체계 구축사업(리스물건)(20196285-C),UMM,국군재정관리단,미분류
(19-050)인행처 레그프레스 등 11종,UHD,공군 작사예하 방포사예하 제3여단,미분류
저장대 기둥 등 7품목 구매,SFH,제9196부대,미분류
00학교 본청 현관 리모델링(사인물 설치납품),LGD,육군종합행정학교,미분류
무선도청 탐지시스템 구매설치,LCG,육군본부,미분류
주방기구류,EHD,물자계약팀,미분류
정통대대 - 프린트토너 등 17품목 구매(19-228),HCR,공군제15특수임무비행단,미분류
접이식 헬스자전거 등 23종,SCQ,제9911부대,미분류
폴리에스테르수지 등 5품목,HCC,해군제1수리창,미분류
핸드소켓 등 119품목,HCC,해군제1수리창,미분류
굴삭기 어라운드뷰 설치납품,LPN,수도군단,미분류
바벨세트 등 3종,SCH,해군작전사령부,미분류
유니트 쿨러 구매,SCF,해군군수사령부,미분류
티테이블 등 11종(19-235),HDC,공군제1전투비행단,미분류
냉장고 등 6종 구매,UAZ,합동군사대학교,미분류
용기검사등 3품목 구매,SFN,연평부대,미분류
무선 폴대형 내부탐색경 구매,SFC,제9691부대,미분류
"탐지기,금속 결함 탐지용 전기식(19-247)",HDC,공군제1전투비행단,미분류
철판피스 등 90종,HDQ,제20전투비행단,미분류
다목적굴착기 축 구매,LDH,육군종합정비창,미분류
접착제등2종 구매,LDH,육군종합정비창,미분류
발칸 스페이서등19종 구매,LDH,육군종합정비창,미분류
안시성 등 DVD 4종 42점 구매,SCU,해군 기동함대사령부,미분류
체력단련기구(덤벨세트 및 바벨세트) 구매,LQP,제1891부대,미분류
냉난방기 등 2품목 구매 납품,SFL,제3283부대,미분류
완강기 구매 설치 계약,LGQ,제36보병사단,미분류
순간접착제 등 543종 구매.,SCI,제9121부대,미분류
릴 호스 등 52종,SCH,해군작전사령부,미분류
뷔페접시 등 29종,SCH,해군작전사령부,미분류
슈퍼그립 등 17종,SCH,해군작전사령부,미분류
세이프데코 등 6종,SCH,해군작전사령부,미분류
테이블형 냉장고 등 2종,SCH,해군작전사령부,미분류
안전그네 등 42종,SCH,해군작전사령부,미분류
다목적수세미 등 67종 구매,SCK,해군교육사령부,미분류
오피스라벨 등 186종 구매,SCK,해군교육사령부,미분류
스틸마릴주 등 2종,SCN,제7001부대,미분류
수간주입병 등 18종,SCN,제7001부대,미분류
티슈 등 464종 구매,SDF,제5738부대,미분류
예초기 갈퀴 등 21품목 구매,SEE,제9해병여단,미분류
중량물 취급주의 등 39종,SCF,해군군수사령부,미분류
00장비 유압유(MIL-PRF-83282)구매,LQP,제1891부대,미분류
냉난방기 등 4종 설치납품,LQP,제1891부대,미분류
(19-048)인행처 런닝머신 등 2종,UHD,공군 작사예하 방포사예하 제3여단,미분류
셔틀콕 등 15품목 구매,SFG,제9181부대,미분류
코어네트 등 6품목 구매,SFG,제9181부대,미분류
탁구대 구매,LCF,육군군수사령부,미분류
전동카트 1대 구매,SCP,제8385부대,미분류
보호안경 등 82종 구매(19-94),SDQ,해군제2수리창,미분류
세탁기 등 4종 구매,SCL,해군사관학교,미분류
오일 씰 등 57종,SCR,해군제3함대사령부,미분류
오링 등 55종,SCR,해군제3함대사령부,미분류
'19년 무선 LAN 구축사업(리스물건)(20196290-G),UMM,국군재정관리단,미분류
비호 와셔등5종 구매,LDH,육군종합정비창,미분류
'19년 지형분석장비 교체(리스물건)(20196289-G),UMM,국군재정관리단,미분류
복사지 등 244품목 구매 납품,SFD,제9227부대,미분류
경보기세트,HCF,공군군수사령부,미분류
비점오염 저감시설 유지관리 용역,MCT,국군체육부대,미분류
덤벨세트 등 3종 / 병기탄약창,SCF,해군군수사령부,미분류
딱풀 등 95종,SCF,해군군수사령부,미분류
타카 등 104종,SCH,해군작전사령부,미분류
식기세척기 2대 임차 용역,SCL,해군사관학교,미분류
"바,금속제 등 24종",SCF,해군군수사령부,미분류
합천 동원훈련장 탄두회수함 설치납품,LKH,제6128부대,미분류
냉장고외 14품목 구매 및 설치,HDM,공군제17전투비행단,미분류
Vuforia VIP 등 4종(AR),HCF,공군군수사령부,미분류
19년 육군 근무복 초도 경쟁분,EHD,물자계약팀,미분류
1인승 00뱃트 예비산 구매,MDR,제9965부대,미분류
19년 육군 정복 초도 경쟁분,EHD,물자계약팀,미분류
훈련교관 티셔츠 등 32품목 구매 납품,SFL,제3283부대,미분류
Double-A 복사용지 등 664종,SCU,해군 기동함대사령부,미분류
최영함 전기국솥 구매,SCU,해군 기동함대사령부,미분류
19-방공관제사-92(폴리스캠),HDR,공군방공관제사령부,미분류
00지역 음향방송시스템 구매설치(20197181-C),UMM,국군재정관리단,미분류
00체계 성능개량사업 상용SW구매(20198228-A),UMM,국군재정관리단,미분류
장거리무선장비(MW) 안테나복구용 장비 구매,UMM,국군재정관리단,미분류
19-사진편집기 등 5종 구매(20198209-H),UMM,국군재정관리단,미분류
00체계 노트북 교체사업(리스)(2019G062-I),UMM,국군재정관리단,미분류
공기압축기(먼지털이용)구매(20196199-E),UMM,국군재정관리단,미분류
음향장비세트(앰프 등 8종) 구매(20196269-D),UMM,국군재정관리단,미분류
라이트외 20품목 구매 및 설치,HDM,공군제17전투비행단,미분류
광융착접속기 구매,MDF,국군지휘통신사령부,미분류
클리어 광구병 등 12종,HCC,해군제1수리창,미분류
19년 토양정밀조사 용역,LKT,제1989부대,미분류
취사장 싱크대 수선 등 2종,SCF,해군군수사령부,미분류
OKI토너 등 60종 구매,SCF,해군군수사령부,미분류
예초기오일 등 3종 구매,SFM,제3170부대,미분류
쿨조끼 등 542종 구매,SCR,해군제3함대사령부,미분류
탁구대  등 8종,SCF,해군군수사령부,미분류
복사용지 등 1510종(4/4분기통합발주),SCN,제7001부대,미분류
볼펜 등 96종 구매,UAZ,합동군사대학교,미분류
"녹화기,비디오용 등 9종 구매(19-99)",SDQ,해군제2수리창,미분류
R/D기지 도파관 교체납품,LPF,제51보병사단,미분류
아령 등 31종 구매,SCP,제8385부대,미분류
센서 크랭크축 등 2품목,HCC,해군제1수리창,미분류
튜브 조립체 등 18품목,HCC,해군제1수리창,미분류
해병대 달력 제작(후가공 작업),SFC,제9691부대,미분류
벨트 등 7품목 구매,SFC,제9691부대,미분류
"세척기, 수압식 1대 구매",SCF,해군군수사령부,미분류
초음파세척기 1대 구매,SCF,해군군수사령부,미분류
3단봉 등 10종 구매,SCF,해군군수사령부,미분류
주거-재5호 군 숙소 완강기 설치납품(통합),LGS,육군 제8군단,미분류
현관매트외 24품목 구매 및 설치,HDM,공군제17전투비행단,미분류
엘형 운반차외 24품목 구매 및 설치,HDM,공군제17전투비행단,미분류
디지털 카메라외 21품목 구매 및 설치,HDM,공군제17전투비행단,미분류
19-교환기 교체사업 리스(20198234-A),UMM,국군재정관리단,미분류
19-전자파 정밀분석체계 확대구축사업 리스,UMM,국군재정관리단,미분류
혼합종자 등 5종 구매 납품,SFL,제3283부대,미분류
매트릭스 스위처 등 구매,LHQ,제2작전사령부,미분류
안전모 등 70종,HCF,공군군수사령부,미분류
제설밀대 등 11종 구매,SDL,재경근무지원대대,미분류
세탁기 등 2종 구매,MCS,국방부계룡대근무지원단,미분류
무단점유방지 경고판 구매,MFH,국방시설본부,미분류
"분리장치,인명구조장비용 등 5종 구매(19-86)",SDQ,해군제2수리창,미분류
디스플레이 유닛 등 3종 구매(19-98),SDQ,해군제2수리창,미분류
"병풍(8폭,10폭,12폭) 구매",MCS,국방부계룡대근무지원단,미분류
대재2호 관사 노후 씽크대 교체 설치납품,LGS,육군 제8군단,미분류
"렉, 보관적치대외 58품목 구매 및 설치",HDM,공군제17전투비행단,미분류
열상장비 축전기등15종 구매,LDH,육군종합정비창,미분류
조정기 다이오드등8종 구매,LDH,육군종합정비창,미분류
발칸 기어2종 구매,LDH,육군종합정비창,미분류
발칸 베이스조립체  구매,LDH,육군종합정비창,미분류
발칸 브래킷트조립체 구매,LDH,육군종합정비창,미분류
발칸 스크류등29종 구매,LDH,육군종합정비창,미분류
00부대 2대대 창설 취사물자 구매,LDA,지상작전사령부,미분류
"행사복(성악의상, 캄보의상) 구매",MCN,국방부근무지원단,미분류
00부대 수송부 셔터문 설치납품,LDA,지상작전사령부,미분류
릴호스 등 7품목 구매 납품,SFD,제9227부대,미분류
동시통역장비 구매(20199189-F),UMM,국군재정관리단,미분류
포장끈 등 175품목 구매,SFG,제9181부대,미분류
부식방지제 등 18종 구매,SCF,해군군수사령부,미분류
19-조-57 옷장등 5종,UHC,공군 작사예하 방포사예하 제2여단,미분류
밍크 무릎담요 구매,SCQ,제9911부대,미분류
세탁물운반카 2종 구매,SDF,제5738부대,미분류
오일세퍼레이터 등 7종,SCF,해군군수사령부,미분류
점화플러그 등 81종(2),SCN,제7001부대,미분류
탁구대 3대 구매,SCQ,제9911부대,미분류
아령정리대등 6종,SCQ,제9911부대,미분류
19년 체력단련기구 바벨 및 덤벨 구매,LHR,육군 제37보병사단,미분류
탁상달력 구매,SCQ,제9911부대,미분류
바코드리더기 등 4종 구매(19-95),SDQ,해군제2수리창,미분류
실린더 커버 등 31종 구매(19-97),SDQ,해군제2수리창,미분류
공기청정기 등 6종 구매,SCP,제8385부대,미분류
교량가설단정 부싱 구매,LDH,육군종합정비창,미분류
포장용 테이프 2종 구매,UAC,국방출판지원단,미분류
모의인체장치 구매(20196302-D),UMM,국군재정관리단,미분류
혈압계기능검사기 구매(20196296-D),UMM,국군재정관리단,미분류
(19-1139)체계관리자 교육/실습용 서버장비 구매,HDM,공군제17전투비행단,미분류
탁구대세트 22개 구매,SCK,해군교육사령부,미분류
특수커터 등 98종 구매,SCK,해군교육사령부,미분류
복사용지 등 135종 구매,SCF,해군군수사령부,미분류
벽시계 등 160종 구매,SCF,해군군수사령부,미분류
화이투벤 씨플러스 캡슐 등 126품목 구매,SFC,제9691부대,미분류
00부대 통신운영용품 구매,DSS,국군제1068부대,미분류
볼펜 등 66종 구매,SDF,제5738부대,미분류
00부대 정보체계 운용재료 구매,DSS,국군제1068부대,미분류
디스플레이 유닛 등 19종,SCR,해군제3함대사령부,미분류
블랙박스 등 3종,SCN,제7001부대,미분류
펜치 등 118종 구매,SCP,제8385부대,미분류
커팅매트 등 147종 구매,SCP,제8385부대,미분류
철수세미 등 172종 구매,SCP,제8385부대,미분류
멀티탭 등 195종 구매,SCF,해군군수사령부,미분류
"탁상달력 제작(1,500부)",SCG,해군본부,미분류
광중계기(MU/RU) 등 7종 구매,MDF,국군지휘통신사령부,미분류
교량가설단정 하네스 구매,LDH,육군종합정비창,미분류
방한장갑등26종 구매,LDH,육군종합정비창,미분류
플라스틱브러쉬등23종 구매,LDH,육군종합정비창,미분류
면장갑 구매,LDH,육군종합정비창,미분류
테이블 등 10품목 구매 납품,SFL,제3283부대,미분류
한권으로 끝내는 해커스 토익 700+ 등 48종,SCU,해군 기동함대사령부,미분류
잔디 등 164품목 구매 납품,SFD,제9227부대,미분류
서지테스트기등 15종 구매(20198213-I),UMM,국군재정관리단,미분류
무선마이크 등 16종 구매,SFM,제3170부대,미분류
삼파장초절전형광등 등 97종 구매,SFM,제3170부대,미분류
19-789차 운영용품 구매,LMR,제5군단사령부,미분류
19-322 토너 등 12종,HCQ,공군제5공중기동비행단,미분류
해군회관 4인쇼파(스톨),SCN,제7001부대,미분류
복사용지 등 19종,SCH,해군작전사령부,미분류
메인스피커 등 14종,SCQ,제9911부대,미분류
책장 1EA,SCH,해군작전사령부,미분류
19년 후반기 00체계 운용품 구매,MDF,국군지휘통신사령부,미분류
테니스장 인조잔디 구매 설치납품,MCS,국방부계룡대근무지원단,미분류
항법가방 등 2항목 구매(물품),LCF,육군군수사령부,미분류
냄비외 33품목 구매 및 설치(소모성),HDM,공군제17전투비행단,미분류
디지털 카메라외 36품목 구매 및 설치,HDM,공군제17전투비행단,미분류
세탁기 등 4종 구매 설치,MDQ,국군의무학교,미분류
압착터미널 등 146종 구매,SCU,해군 기동함대사령부,미분류
안전장갑 등 8품목,SCU,해군 기동함대사령부,미분류
더블 데스크매트 등 80품목 구매 납품,SFD,제9227부대,미분류
마이크로매트리스 커버 등 2종,MDQ,국군의무학교,미분류
지휘통제실 비디오월 구축 사업(20196277-C),UMM,국군재정관리단,미분류
19년 보온대 구매,MDR,제9965부대,미분류
`19년 후반기 MIMS 운영용품 구매,MDR,제9965부대,미분류
"체력단련기구(바벨, 덤벨) 구매",LHK,제2군단,미분류
체력단련 기구 구매,LCP,육군항공사령부,미분류
