참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,군 분류,군수품분류
32,MDG0005,2,1222,***,2018년 의무장비 청력검사실 구매,물품,MDG,국군의무사령부,2018-01-24 11:00,D1B02,미소커뮤니케이션,miso communication,이효정,226323173,226323173,02-2632-3173,서울특별시 영등포구 경인로763-0 (문래동3가) 제9호,88.1001,"20,609,000",기타,
17,MDG0004,1,1221,***,2018년 의무장비 폐기능측정기 구매,물품,MDG,국군의무사령부,2018-01-24 11:00,G699D,바른약품 주식회사,barunpharm,김민현,324336663,324336663,032-433-6663,"인천광역시 연수구 테크노파크로111번길8, 5층 (송도동, 송도에스타워)",88.2638,"6,219,540",기타,
4,MDG0006,1,1212,***,2018년 의무장비 소형탁상용 구매,물품,MDG,국군의무사령부,2018-01-24 11:00,BB7A0,이레메디칼,Ji Reh Medical,허진무,02-403-2496,02-403-2496,02-403-2496,서울특별시 송파구 문정동83-2 2층,88.1495,"5,341,980",기타,
2,LCF0021,1,821,***,"표적,총강조준용 등 29항목 제조(총포)",물품,LCF,육군군수사령부,2018-01-24 11:00,H8A51,대성테크,Dae-sungTech,김한교,070-4323-6300,070-4323-6300,070-4323-6300,경상남도 창원시 성산구 반월로68번길5 -0(신촌동)A동102호,91.0457,"82,394,100",육군,
4,LCF0023,1,804,***,"덮개,보호용 등 40항목 제조(총포)",물품,LCF,육군군수사령부,2018-01-24 11:00,G7826,현대산업,HD,최마준,051-623-9002,051-623-9002,051-623-9002,부산광역시 사하구 장평로132번길17-0 (장림동),89.1953,"110,894,000",육군,
5,LCF0015,1,664,***,"힌지,T-자 관용 등 2항목 제조(기장)",물품,LCF,육군군수사령부,2018-01-24 11:00,D959B,주식회사 종한,"JongHan  Co., Ltd.",이종한,513121034,513121034,051-312-1034,부산광역시 강서구 낙동북로102번길49-0 (강동동),88.6711,"24,665,300",육군,
2,LCF0007,1,1110,***,나프탈렌 등 4항목 구매(물품),물품,LCF,육군군수사령부,2018-01-24 10:30,HDFAB,주식회사 지엘엔지니어링,GL ENG,이재균,312265770,312265770,031-226-5770,경기도 화성시 황계남길115-0 (황계동),88.2634,"20,067,560",육군,
11,SCP0007,1,1511,***,차량 수리부속(스파크플러그 등 59종) 구매,물품,SCP,제8385부대,2018-01-24 10:30,HA6AC,비시루상사,BSR Co.,채영미,010-4508-3237,010-4508-3237,010-4508-3237,충청북도 제천시 청풍호로10길53-0 (강제동),88.1187,"5,564,337",해군,
19,SCP0006,1,1510,***,토너 등 15종 구매,물품,SCP,제8385부대,2018-01-24 10:30,HA6AC,비시루상사,BSR Co.,채영미,010-4508-3237,010-4508-3237,010-4508-3237,충청북도 제천시 청풍호로10길53-0 (강제동),88.0458,"22,952,416",해군,
56,SCN0014,1,1452,***,정품토너 등 85종,물품,SCN,제7001부대,2018-01-24 10:30,H4339,주식회사보승글로벌,bosungglobal,위나영,7087065666,7087065666,070-8706-5666,"경상남도 창원시 진해구 웅동로162-0, 105동 501호(두동, 청안해오름아파트)",88.0437,"23,157,900",육군,
4,SFG0013,1,1439,***,가지 등 129품목,물품,SFG,제9181부대,2018-01-24 10:30,GA2CF,에이치케이푸드,에이치케이푸드,정흥기,1049799558,1049799558,010-4979-9558,"경기도 용인시 수지구 진산로108(풍덕천동, 진산마을삼성6차아파트)",89.3001,"38,919,900",해병,
4,SFG0011,1,1429,***,1단옷장 등 9품목,물품,SFG,제9181부대,2018-01-24 10:30,E8E46,동진상사,dong jin sang sa,윤영현,7070792933,7070792933,070-7079-2933,"경기도 평택시 평택5로34번길48, 402호(합정동)",90.4102,"6,584,000",해병,
15,SFG0010,1,1416,***,캡모자 구매,물품,SFG,제9181부대,2018-01-24 10:30,H84F8,주식회사 전우밀리터리,Jung woo military,이정구,222730487,222730487,02-2273-0487,"경기도 고양시 덕양구 통일로140, 1층 에이143호, 2층 에이261호,지하1층 비110호(동산동, 삼송테크노밸리)",88.395,"2,305,469",해병,2종-피복류
8,MDD0010,1,1435,***,14차 의약품 수시품목 구매(수정),물품,MDD,국군수도병원,2018-01-23 12:00,H0DEF,주식회사 케이에스팜,kspharm,이금상,425845010,425845010,042-584-5010,"충청남도 청양군 청양읍 칠갑산로148-0 , 4층",88.1513,"42,194,300",기타,
4,MDD0019,1,1541,***,19차 의약품 수시품목 구매,물품,MDD,국군수도병원,2018-01-23 12:00,G69F8,(주)영원파마,youngonepharma,김평섭,24372900,24372900,02-437-2900,서울특별시 중랑구 중랑천로150-0 (중화동)3층,90.3919,"44,250,000",기타,
8,MCX0003,1,1337,***,00지역 소모성 비품(비누 등 66종) 구매,물품,MCX,자운대근무지원연대,2018-01-23 11:00,I107A,주식회사 엘앤케이,lnk,김정란,425258370,425258370,042-525-8370,대전광역시 중구 계룡로816번길32-4 (오류동)4층,88.5417,"16,400,628",국방부직할,2종-병참물자
2,LMS0003,1,1063,1,설날 경축특식(과자세트) 제조 / 구매,물품,LMS,제7789부대,2018-01-23 11:00,HAFD0,와이상사,Y상사,윤동일,1063356140,1063356140,010-6335-6140,"경기도 안양시 동안구 벌말로66, 제11층 제비-에프 1103호(관양동, 평촌역 하이필드)",98.8109,"1,460",육군,
182,UMM0008,1,1041,***,교과서 85종 구매,물품,UMM,국군재정관리단,2018-01-23 11:00,G25F9,(주)북차카,Wisdommall,서정환,7040704028,7040704028,070-4070-4028,경기도 고양시 일산동구 일산로138-0 (백석동) 414호,90.0018,"119,900,980",기타,
2,UMM0004,2,916,***,17년 군단급 화면전시체계 교체사업 리스,물품,UMM,국군재정관리단,2018-01-23 11:00,B179B,롯데캐피탈(주),LOTTE CAPITAL,추광식,234510099,234510099,02-3451-0099,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",98.0771,"343,897,600",기타,
7,UMM0005,1,517,***,목재형 총기진공포장박스 제조,물품,UMM,국군재정관리단,2018-01-23 11:00,B30CC,주식회사 디에스나이키,"DS NAIKI CO.,LTD",김준홍,27342125,27342125,02-734-2125,"서울특별시 구로구 구로중앙로134, 4층(구로동, 리치몰)",83.3087,"236,500,000",기타,
2,SCR0005,1,971,***,배추김치(포기절단) 등 8종 구매,물품,SCR,해군제3함대사령부,2018-01-23 11:00,FE6EB,(주)이씨네식품 전남지사,leessinefood,이광희,062-944-0710,062-944-0710,062-944-0710,전라남도 무안군 망운면 조금나루길22-0,96.249,"28,780,000",해군,
2,LMS0003,2,1063,1,설날 경축특식(과자세트) 제조 / 구매,물품,LMS,제7789부대,2018-01-23 11:00,HAFD0,와이상사,Y상사,윤동일,1063356140,1063356140,010-6335-6140,"경기도 안양시 동안구 벌말로66, 제11층 제비-에프 1103호(관양동, 평촌역 하이필드)",98.8109,"1,460",육군,
4,LKP0004,1,1278,1,'18년 삼일절 경축 특식(냉동 롤케익),물품,LKP,5군수지원사령부,2018-01-23 11:00,GA951,주식회사 포승유통,Poseung distribution,신현성,316833701,316833701,031-683-3701,경기도 평택시 안중읍 안현로서8길57-0 지층 101호,88.2755,"1,299",육군,
2,LKP0003,1,1276,1,'18년 설날 경축 특식(냉동 조각케익),물품,LKP,5군수지원사령부,2018-01-23 11:00,H1BBA,주식회사 두준,DooJun Company,김현우,319012280,319012280,031-901-2280,"경기도 고양시 일산동구 백마로195, 제7층 제7001-2호 (장항동, 엠시티타워앤엠시티오피스텔)",98.8369,"1,459",육군,
154,LCG0002,1,1010,***,휴대용 마이크앰프 구매,물품,LCG,육군본부,2018-01-23 11:00,I35A6,서울유통,seoul youtong,최미순,1052100848,1052100848,010-5210-0848,"서울특별시 도봉구 해등로50, 301동 307호 (창동, 주공3단지아파트)",88.0055,"19,139,610",육군,
32,LCG0001,1,998,***,심폐소생술 마네킹 구매,물품,LCG,육군본부,2018-01-23 11:00,E05FB,태양,sunmedi,정재은,24006074,24006074,02-400-6074,서울특별시 영등포구 가마산로46가길9-0 (대림동),88.0504,"34,825,370",육군,
12,HCL0004,1,983,***,18-002 18년도 1학기 ？u과서(국내서) 구매,물품,HCL,공군사관학교,2018-01-23 10:30,G556B,홍문당서적,Hong Moon Dang,김보순,432930161,432930161,043-293-0161,"충청북도 청주시 상당구 중고개로324, 5층 501-502호(금천동)",90.0064,"108,224,540",공군,
96,SCF0008,1,1431,***,실리카 섬유포직 등 3종,물품,SCF,해군군수사령부,2018-01-23 10:30,GDE1C,에스지에스,SGS,김상곤,1080008823,1080008823,010-8000-8823,대구광역시 북구 칠곡중앙대로110길15-15 (읍내동) 악토버빌 502호,88.0029,"8,329,846",해군,
44,SCK0009,1,1312,***,전자회로설계 실습모듈 등 6종 구매,물품,SCK,해군교육사령부,2018-01-23 10:30,F03EC,효원,HYOWON,김경란,1058156633,1058156633,010-5815-6633,경상남도 창원시 진해구 웅천동로100-0 (남문동) 209동 2301호,88.0094,"25,349,560",해군,
73,SCK0008,1,1323,***,유한락스 레귤러 등 36종 구매,물품,SCK,해군교육사령부,2018-01-23 10:30,I2CCE,삼일상사,SAMILSANGSA,김경애,1077078286,1077078286,010-7707-8286,경상남도 창원시 성산구 상남로67-0 (상남동)2층 7-2호(경창종합상가),88.015,"9,003,800",해군,
80,SCK0007,1,1310,***,미니수첩 등 134종 구매,물품,SCK,해군교육사령부,2018-01-23 10:30,H45D8,지앤제이(G&J)커리어,G&J,손민숙,070-8196-6116,070-8196-6116,070-8196-6116,경상남도 창원시 마산합포구 산호북6길24-0 (산호동),88.0031,"37,039,090",해군,
79,SCK0006,1,1308,***,열쇠고리 등 109종 구매,물품,SCK,해군교육사령부,2018-01-23 10:30,I21ED,윤슬,yunseul,김민주,070-8800-0323,070-8800-0323,070-8800-0323,경상남도 창원시 마산합포구 동서북4길22-0 (서성동) 1층 101호,88.0413,"31,617,400",해군,
8,SCG0003,1,1335,1,"문화상품권(10,000원권) 구매",물품,SCG,해군본부,2018-01-23 10:30,GDE1C,에스지에스,SGS,김상곤,1080008823,1080008823,010-8000-8823,대구광역시 북구 칠곡중앙대로110길15-15 (읍내동) 악토버빌 502호,99.6676,"9,800",해군,
3,SFC0002,2,902,***,18년 덕산스포텔 세탁물 처리 용역,물품,SFC,제9691부대,2018-01-23 10:30,G0E9D,모아실업,MA,정행순,010-3759-6066,010-3759-6066,010-3759-6066,경기도 부천시 소사구 경인로371-0 (소사본동),96.1508,"10,500,000",해병,
5,SCF0005,1,1064,***,"실린더,유압식 1종",물품,SCF,해군군수사령부,2018-01-23 10:30,B142D,두영이엔시,DOOYOUNG E&C,전영빈,031-988-6720,031-988-6720,031-988-6720,경기도 김포시 통진읍 고정1로101,77.911,"5,775,000",해군,
6,SCF0004,1,1013,***,"실린더,유압완충장치용 1종",물품,SCF,해군군수사령부,2018-01-23 10:30,C27AF,방주유압,bangju,김동한,055-238-5330,055-238-5330,055-238-5330,경상남도 창원시 의창구 차룡로48번길44-0 (팔용동) 스마트업타워 f611호,67.7047,"8,780,000",해군,
3,LCF0003,1,677,***,차아염소산칼슘 등 6항목 구매(물자),물품,LCF,육군군수사령부,2018-01-23 10:30,FEE9F,주식회사 태촌실업,TaeChon Enterprise Co.,정영식,557141117,557141117,055-714-1117,"부산광역시 강서구 미음산단로139번길9, 201호(구랑동)",93.2042,"16,700,000",육군,
23,HCL0006,1,1197,***,18-003 18년도 도서관 국내서 연간구매,물품,HCL,공군사관학교,2018-01-23 10:30,HB115,제이케이컴퍼니,JKcompany,정안나,1091537201,1091537201,010-9153-7201,"충청북도 청주시 청원구 율봉로44번길35, 2층 201호(사천동)",90.0035,"65,148,480",공군,
4,HDE0009,2,51142,***,18년도 공군회관 식자재(축산물) 79종(연간) 구매,물품,HDE,공군항공안전단,2018-01-23 10:00,I0C36,주식회사 안심먹거리조합,asmgrgrop,김재도,031-312-6736,031-312-6736,031-312-6736,"경기도 시흥시 신천2길28, 1층(신천동)",95.3314,"374,026,800",공군,
38,LCT0002,1,1370,***,'18년 1/4분기 교육훈련물품 구매(재료비),물품,LCT,육군포병학교,2018-01-22 12:00,FFD7B,신광인텍스,Sin Gw In Ta Sx,이혜연,010-3626-7000,010-3626-7000,010-3626-7000,"전라남도 순천시 연향1로55-0 (연향동, 부영1차상가)",88.0433,"20,350,660",육군,2종-병참물자
35,LCT0001,1,1369,***,'18년 1/4분기 교육훈련물품 구매(자산취득비),물품,LCT,육군포병학교,2018-01-22 11:30,FAEB7,휴먼텍,humantech,배순엽,613935342,613935342,061-393-5342,전라남도 장성군 황룡면 강변로431-19,88.0067,"12,978,800",육군,2종-병참물자
52,LGQ0006,1,1331,***,평창 동계올림픽 경비작전 대상자 지원 물품 구매,물품,LGQ,제36보병사단,2018-01-22 11:00,E06A3,(주)콜사인테크놀러지,CallSignTechnologies,강나영,336354766,336354766,033-635-4766,강원특별자치도 고성군 토성면 용암길60-0  1층,88.0275,"28,658,000",육군,
3,LGQ0003,1,524,***,OO부대 예비군 도시락 납품업체 선정,물품,LGQ,제36보병사단,2018-01-22 11:00,HC2F4,홍스키친,hongskitchen,홍미영,033-735-3223,033-735-3223,033-735-3223,강원특별자치도 원주시 섬밭들2길16-4 (무실동),0.0,"80,640,000",육군,
7,MDJ0002,1,915,***,병 건강검진 소모품 구매(ALT 등 25품목),물품,MDJ,국군대전병원,2018-01-22 10:30,B3B5C,(주)성광메디피아,SEONG KWANG  MEDIPIA,박종영,222442595,222442595,02-2244-2595,"서울특별시 중랑구 면목로72길20, 301호(면목동, 서창빌딩)",79.8137,"39,834,770",기타,
59,SCL0010,1,1262,***,도서(생산관리 등 66종) 구매,물품,SCL,해군사관학교,2018-01-22 10:30,H044B,가고파북샵,GAGOPABOOKSHOP,이제성,555450780,555450780,055-545-0780,경상남도 창원시 진해구 돌리로1-6 (석동),90.093,"44,110,270",해군,
6,LNT0001,1,1147,***,18년 신병교육 필요물품 구매,물품,LNT,제28보병사단,2018-01-22 10:30,ED820,이즈컴넷,iscomnet,김창범,031-965-4380,031-965-4380,031-965-4380,경기도 연천군 청산면 학담로107번길12-2,88.8374,"14,213,760",육군,2종-병참물자
45,LDC0001,1,1430,***,독신숙소 방화문 등 설치납품,물품,LDC,육군과학화전투훈련단,2018-01-22 10:30,I3D1D,최고상사,CHOIGOSANGSA,최종련,1056721563,1056721563,010-5672-1563,경상남도 창원시 진해구 태평로19 (태평동) 2,88.0069,"21,742,900",육군,
73,SCF0007,1,1067,***,작업용 의자 수선 등 17종,물품,SCF,해군군수사령부,2018-01-22 10:30,I4794,무진통상,MUJINTS,이해욱,1038489855,1038489855,010-3848-9855,"전라남도 목포시 영산로93-1, 4층 454호(명륜동)",88.0217,"4,110,300",해군,
3,MDJ0012,1,968,***,기타의약품 구매(헥사클린 브러쉬액 등 21품목),물품,MDJ,국군대전병원,2018-01-22 10:30,G69F8,(주)영원파마,youngonepharma,김평섭,24372900,24372900,02-437-2900,서울특별시 중랑구 중랑천로150-0 (중화동)3층,89.3138,"27,900,000",기타,
4,MDJ0011,1,955,***,영상장비소모품 구매(조영제 자동주입 실린지 등 4종),물품,MDJ,국군대전병원,2018-01-22 10:30,H724C,에스제이메디칼,SJ MEDICAL,김옥산,7078402411,7078402411,070-7840-2411,"서울특별시 송파구 충민로66, 6층 T-6060호(문정동, 가든파이브라이프)",65.7047,"13,988,000",기타,
3,MDJ0008,1,950,***,병리장비소모품 구매(G11Filter Element 등 10품목),물품,MDJ,국군대전병원,2018-01-22 10:30,B3B5C,(주)성광메디피아,SEONG KWANG  MEDIPIA,박종영,222442595,222442595,02-2244-2595,"서울특별시 중랑구 면목로72길20, 301호(면목동, 서창빌딩)",85.7283,"14,740,000",기타,
2,MDJ0006,1,946,***,병원장비운영소모품 구매(토너 MLT-D108S 등 66품목),물품,MDJ,국군대전병원,2018-01-22 10:30,D01DF,(주)도원씨앤씨,Dowon cnc,김경호,613711190,613711190,061-371-1190,전라남도 화순군 화순읍 만연중앙길19,91.4696,"42,500,000",기타,
9,MDJ0005,1,945,***,병리재료 구매(원심분리관 등 81품목),물품,MDJ,국군대전병원,2018-01-22 10:30,BB7A0,이레메디칼,Ji Reh Medical,허진무,02-403-2496,02-403-2496,02-403-2496,서울특별시 송파구 문정동83-2 2층,67.0344,"26,873,194",기타,
2,MDJ0004,1,943,***,의료기재구매(내성발톱교정기),물품,MDJ,국군대전병원,2018-01-22 10:30,I41E4,주식회사 아름글로벌,"Areum Global Co., Ltd",이요한,264018231,264018231,02-6401-8231,서울특별시 서초구 강남대로107길21 (잠원동) 대능빌딩 2층,90.6235,"11,781,200",기타,2종-병참물자
5,MDD0008,1,1068,***,15차 의약품 수시품목 구매,물품,MDD,국군수도병원,2018-01-19 12:00,BA470,서울의약 주식회사,"Seoul medicines Co., Ltd.",이명순,29213763,29213763,02-921-3763,"서울특별시 성북구 돌곶이로154(장위동), 4층",88.4348,"43,426,000",기타,
192,LCH0004,1,1020,***,체력단련장 코스비품 및 경기용품 구매,물품,LCH,특수전사령부,2018-01-19 11:00,CB354,명지사,MAUNGJISA,최용호,222749181,222749181,02-2274-9181,서울특별시 마포구 성산로2길55-0 (성산동),88.039,"21,991,730",육군,2종-병참물자
22,UMM0003,1,511,***,사무비품(책상 등 5종) 제조설치,물품,UMM,국군재정관리단,2018-01-19 11:00,B812A,인토스 주식회사,"INTOS Furniture Co., Ltd",백일현,24004884,24004884,02-400-4884,경기도 하남시 초광산단로111 (광암동),88.1018,"193,596,880",기타,2종-병참물자
3,SCR0004,1,970,***,추자도 000운용대 급식계약,물품,SCR,해군제3함대사령부,2018-01-19 11:00,E37D7,바다채움F&B,HOME MART,추현화,061-552-9602,061-552-9602,061-552-9602,전라남도 완도군 완도읍 농공단지5길48,97.403,"77,400,000",해군,
45,LHP0001,2,617,***,00아파트 공원체육시설 제조설치,물품,LHP,제22보병사단,2018-01-19 11:00,CB23D,에이치에스디아이,HSDI,조기철,438521004,438521004,043-852-1004,충청북도 충주시 목행초길7-0 (목행동),88.0041,"84,192,800",육군,2종-병참물자
6,LHK0001,1,726,***,군 숙소 보일러 설치납품(단가),물품,LHK,제2군단,2018-01-19 11:00,F5873,지유건설주식회사,"JI YU CO.,LTD",김혜선,332697877,332697877,033-269-7877,"강원특별자치도 춘천시 지석로80, 283호(퇴계동)",88.4198,"119,396,850",육군,
1,LFN0001,1,572,***,18년 충성대 신문제작(제169호~제174호),물품,LFN,육군3사관학교,2018-01-19 11:00,C4191,원컴,,서원오,053-424-9312,053-424-9312,053-424-9312,"대구광역시 중구 대봉로 238,  3층(대봉동)",98.6562,"36,630,000",육군,
3,SCQ0002,1,599,***,냉동 새우취김 등 51종 구매,물품,SCQ,제9911부대,2018-01-19 10:30,HC3E0,찬스코퍼레이션,chanscoperation,조용찬,010-5130-9991,010-5130-9991,010-5130-9991,"인천광역시 동구 방축로105, 19동 326호(송림동, 산업유통센터)",95.3897,"32,700,000",해병,
52,SCL0006,1,1084,***,도서(서비스마케팅 등 46종) 구매,물품,SCL,해군사관학교,2018-01-19 10:30,I4B9E,주식회사 예운,yeun,석경연,1085407387,1085407387,010-8540-7387,"경상남도 창원시 마산합포구 산호북4길30, 가동 상가2-12호(산호동, 용마맨션)",90.0151,"43,117,300",해군,
114,SCF0006,1,1015,***,"장치대,탄력형,일반 목적용 1종",물품,SCF,해군군수사령부,2018-01-19 10:30,BDD0F,에스티엑스엔진 주식회사,"STX Engine Co., Ltd.",이상수,552806889,552806889,055-280-6889,경상남도 창원시 성산구 공단로474번길 36(),88.4176,"14,800,000",해군,
16,LPF0001,1,1002,***,`18년 신병 명찰 및 벨크로 부착(제조),물품,LPF,제51보병사단,2018-01-19 10:30,GEC51,초코인터내셔널 주식회사,"choko international co.,ltd",고찬갑,315290842,315290842,031-529-0842,경기도 남양주시 별내면 용암비루개길140-0,88.1244,"22,600,600",육군,
2,SFC0004,1,853,***,건다시마 등 106 폼목 구매,물품,SFC,제9691부대,2018-01-19 10:30,H195F,주식회사 경기유통형 마을기업,"gyeonggi distribution Co, Ltd.",박명분,031-8059-0006,031-8059-0006,031-8059-0006,"경기도 화성시 향남읍 행정죽전로1길33,  1층",88.5935,"24,037,640",해병,
10,SFC0003,1,852,***,기념휘장 셋트 제조 납품,물품,SFC,제9691부대,2018-01-19 10:30,DC366,두원(DO1),DOO WON,김신,010-4302-0222,010-4302-0222,010-4302-0222,경기도 포천시 영북면 호국로3504,88.1545,"23,315,940",해병,
2,SCQ0005,1,813,***,감자 등 61종 구매,물품,SCQ,제9911부대,2018-01-19 10:30,I3DB2,미다스 글로벌,MIDAS GLOBAL,김성환,010-4657-8013,010-4657-8013,010-4657-8013,경기도 김포시 김포대로761번길12-0 (사우동),89.5239,"61,971,000",해병,
2,HDE0008,1,51128,***,'18년도 공군회관 식자재(공산품) 407종(연간) 구매,물품,HDE,공군항공안전단,2018-01-19 10:00,GCF7F,주식회사 쓰리에프,"THREE F CO., LTD",허선,032-524-8959,032-524-8959,032-524-8959,인천광역시 부평구 청안로21-0 (청천동),85.2203,"284,425,439",공군,
3,HDE0010,1,51151,***,"18년도 공군회관 식자재(야채,과일)258종 연간 구매",물품,HDE,공군항공안전단,2018-01-19 10:00,H47E1,주식회사 라이프가든,LIFE GARDEN,한동진,02-404-8733,02-404-8733,02-404-8733,"경기도 하남시 서하남로43번길167,1층 (감북동)",84.847,"365,000,000",공군,
365,LGQ0005,1,932,***,평창 동계올림픽 경비 및 운영지원 대상자 피복 구매,물품,LGQ,제36보병사단,2018-01-18 11:00,HFC72,마리컴퍼니,marycompany,유정현,1023331426,1023331426,010-2333-1426,"경기도 평택시 안중읍 송담7길12, 1층 102호",87.9981,"133,971,000",육군,2종-피복류
18,LKD0006,1,854,***,총기손질정비실 컨테이너 제조납품,물품,LKD,제32보병사단,2018-01-18 10:30,GF284,열린컨테이너,열린컨테이너,안병선,031-352-6198,031-352-6198,031-352-6198,경기도 화성시 장안면 장안로277-6,88.0911,"25,991,000",육군,
53,SCL0004,1,913,***,도서(경영학원론 11판 등 34종) 구매,물품,SCL,해군사관학교,2018-01-18 10:30,HECE7,마창종합상사,machangjonghabsangsa,장흥순,070-7376-3570,070-7376-3570,070-7376-3570,경상남도 창원시 의창구 명서로77번길22-9 (명서동),90.0092,"40,718,590",해군,
52,LFN0005,1,910,***,교육장비(방사선/능 계측기) 구매,물품,LFN,육군3사관학교,2018-01-18 10:30,H127E,조광유통,jokwang dis.,장상원,1063416542,1063416542,010-6341-6542,경상북도 영덕군 강구면 강구시장1길17,88.0107,"13,505,650",육군,2종-병참물자
8,LFN0006,1,923,***,교육장비(저전류 측정장비) 구매,물품,LFN,육군3사관학교,2018-01-18 10:30,E31E4,에스앤엠,SnM,정현진,544517838,544517838,054-451-7838,경상북도 구미시 구미대로24길17 (신평동),99.1331,"48,400,000",육군,2종-병참물자
14,LCF0002,1,582,***,피펫팁 등 5항목 구매(물품),물품,LCF,육군군수사령부,2018-01-18 10:30,B7F8E,한스메디칼,HANS MEDICAL,한재희,031-346-3093,031-346-3093,031-346-3093,"경기도 군포시 번영로514, 601호(금정동)",88.0238,"24,257,730",육군,
223,LFR0002,1,806,***,1분기 교육예산(아스테이지 등 97종),물품,LFR,육군기계화학교,2018-01-18 10:00,F1BBF,영화상사,,서옥경,518054447,518054447,051-805-4447,부산광역시 연제구 거제천로 233(),87.9965,"23,445,000",육군,2종-병참물자
3,MCT0003,1,756,***,18-1차 야구부 훈련용품(유니폼 등 16종) 구매,물품,MCT,국군체육부대,2018-01-17 11:00,H96EC,주식회사 두산,DUSAN,김주원,632368503,632368503,063-236-8503,"전북특별자치도 전주시 덕진구 초포다리로51, 2층(호성동1가)",89.369,"50,892,440",기타,
250,UMM0008,1,602,***,해상사격표적(고래2호 등 3종) 구매,물품,UMM,국군재정관리단,2018-01-17 11:00,G005D,금산,geumsan.co,전유진,28350818,28350818,02-835-0818,서울특별시 영등포구 대방천로36-11 (대림동),88.0318,"86,351,848",기타,
7,SCK0003,1,830,***,대추 등 202종,물품,SCK,해군교육사령부,2018-01-17 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",88.4125,"29,592,000",해군,
51,SCK0005,1,831,***,대패 등 146종,물품,SCK,해군교육사령부,2018-01-17 10:30,H9695,기룡아이엔씨,KIRYONG lnc,태용원,010-3298-1251,010-3298-1251,010-3298-1251,경상남도 창원시 마산회원구 합포로274-0 (양덕동) 한진오피스텔 4층C1호,88.0001,"39,973,290",해군,
53,SFC0001,1,901,***,18년 복지시설 물탱크 청소 용역,물품,SFC,제9691부대,2018-01-17 10:30,E35F5,한마음이앤지(주),hanmaumeng,최병용,319029532,319029532,031-902-9532,"경기도 고양시 덕양구 중앙로450, 501호(행신동, 명성프라자)",88.1208,"1,902,513",해병,
6,SCP0005,1,790,***,스틸휠 등 8종 구매,물품,SCP,제8385부대,2018-01-17 10:30,H4C29,세광철물,tprhkdcjfanf,김병걸,033-521-6366,033-521-6366,033-521-6366,강원도 동해시 대동로133-0 (북평동),88.069,"4,588,540",해군,2종-병참물자
42,LKT0006,1,890,***,신병교육재료 구매,물품,LKT,제1989부대,2018-01-17 10:30,FD9A4,꿈기획사&투어,dream event istar,최형준,629523680,629523680,062-952-3680,광주광역시 광산구 월곡로71번길11-25 (월곡동),88.0242,"18,116,780",육군,2종-병참물자
44,SCL0003,1,827,***,도서(최신 해양과학 등 25종) 구매,물품,SCL,해군사관학교,2018-01-17 10:30,HD8F4,스타CNS,starcns,정정훈,7048374570,7048374570,070-4837-4570,경상남도 창원시 의창구 북면 천주로1380-58,90.0354,"43,985,990",해군,
177,UMM0011,1,560,***,풍선 등 2종 구매,물품,UMM,국군재정관리단,2018-01-17 10:30,H90C0,클라크지게차클린판매,cleanclark,김영환,070-4837-4571,070-4837-4571,070-4837-4571,대전광역시 동구 석천로3-22 (낭월동),88.0,"60,181,820",기타,
4,MDD0005,1,933,***,9차 의약품 수시품목 구매,물품,MDD,국군수도병원,2018-01-16 12:00,HAE36,주식회사 카카오팜,kakao pharm,현영만,02-6402-9690,02-6402-9690,02-6402-9690,서울특별시 성동구 자동차시장1길18-0 (용답동) 4층 406호,90.0136,"43,636,107",기타,
26,MDN0014,3,48323,***,17년 노후 LAN 교체사업 리스,물품,MDN,국군화생방방호사령부,2018-01-16 11:00,B179B,롯데캐피탈(주),LOTTE CAPITAL,추광식,234510099,234510099,02-3451-0099,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",98.7261,"1,064,080,000",육군,
42,MDN0001,1,911,***,방독면정화통 성능검사 재료(시초자 25종) 구매,물품,MDN,국군화생방방호사령부,2018-01-16 11:00,GC728,아이디통상,IDtongsang,임미경,010-6328-7136,010-6328-7136,010-6328-7136,"경기도 부천시 원미구 역곡로45번길36-0 (역곡동, 동부센트레빌2단지)202동 104호",88.0205,"9,273,800",육군,2종-화생방물자
4,HDQ0002,1,679,1,LPG구매 계약(작전지원과),물품,HDQ,제20전투비행단,2018-01-16 11:00,F6928,주식회사 에이치비에너지,HB energy,윤길숙,316685177,316685177,031-668-5177,경기도 평택시 진위면 진위로119-0,54.1102,896,공군,2종-통신물자
35,LHM0002,1,519,***,18년 군 숙소 계단 청소 용역,물품,LHM,제15보병사단,2018-01-16 11:00,AD6BC,흥리종합건설 주식회사,heunglee,정교진,339019881,339019881,033-901-9881,강원특별자치도 정선군 사북읍 사북2길38-0,88.0026,"32,289,650",육군,
