,Freq
00호텔 객실용 이동식 가구 제조설치,1
소화 및 빌지펌프 8EA,1
군사경찰대(33지구수사대) 임시사무실 컨테이너 구매,1
2022년 국군수도병원 환자치료식 납품,1
지상감시장비(TOD) 거치대 제조설치,1
21년 (UH-60) 제어장치  시동보조기용 정비(일반),1
21년 화생방전 도서 구매,1
소구경 파쇄탄류(5.56밀리  9밀리),1
21-69톤 트랙터 등 2종 구매,1
00부대 온수탱크 제조 설치(무안),1
21년 1-1 의무비품(신발장) 구매,1
(긴급) 플러그 기계 나사용 등 5종 구매,1
21-덕-싱크대 제조 설치,1
전동기 유압식 1종 구매,1
(긴급) 스티어링 실린더 1종 구매,1
인두기 등 408종,1
운동기구 중량원판 등 7종 구매,1
의무장비 재투자 조달-환자관찰장치 이동형,1
(216274-D)AI영상판독 지원시스템 구축사업,1
독신자숙소 신축 관급자재(빌딩자동제어시스템),1
레이더 연동 AI경계시스템,1
공구상자 등 5항목 구매(총포공구),1
마일즈 부착용 드론(소형) 제조 구매,1
덮개 차량구성품용 등 4항목 제조(궤도),1
21년 2-1차 의무비품 구매,1
체이서  나사산 절삭용 21종 구매,1
[21-0149] Belly Tank Dock 구매 및 설치,1
(216302-F)관급자재(울타리) 제조-수,1
(216246-C) 재난예방(산불진화 장병보호구) 구매,1
구리양극봉 등 12품목 구매(21242),1
도가니 등 34종 구매(326 329 330 331),1
21-11-480 자외선살균램프 등 75 품목,1
휴대용 수중통화기세트 1종 구매,1
분쇄기  추진장약용(시약분쇄기) 구매,1
(긴급)밸브  역류방지용 등 12종,1
21-1차 의학도서 구매,1
디지털증거분석 수사체계 교체(218014-A),1
(자재) 락카스프레이 등 17품목 구매,1
부품제작자재 늄합금봉 등 10종 구매,1
주대-21호 군숙소 노후 보일러 교체,1
(216334-F)16  32밀리 일체형 결속기 구매,1
리튬전지 보관함 제조 ,1
전기접점 부활제 등 164종,1
라텍스/니트릴 장갑 등 59종 구매(21-26),1
(정비) 절연면테프 등 61품목 구매,1
고막형 체온계 등 5종,1
호스조립체 등 10품목 구매(117 118 119 121),1
21년 공군 상용SW 구매(219072-F),1
16-1차 정비재료 구매,1
공기조절기용 필터 등 6종 구매,1
리셉터클 등 40종,1
(216195-C) 빔프로젝터 램프 및 프린터 토너 구매,1
열상카메라 등 2종 구매,1
21-정밀좌표측정체계 S/W 구매(218165-H),1
21-5차 저유량개인시료포집기,1
아파트 7개소 씽크대 제조 설치 및 렌지 설치 납품,1
00부대 물탱크 청소용역,1
고압세척기  차량용 1종 구매,1
2021년 사무용 전산장비(PC 디가우저) 도입사업,1
부품제작자재 호스(60734519) 등 5종 구매,1
부품제작자재 호스(60734508) 등 8종 구매,1
(216201-F)방탄방패 구매,1
나사  기계용 등 38품목 구매(185 186 187),1
(긴급)부품키트.체크밸브용 등 14종,1
(긴급)가열기 냉각제 엔진용 등 2종,1
성탄절 경축특식(에그타르트),1
해병 모병홍보 물품 구매,1
21년 VoIP 교환기 교체사업,1
계단운반기 6EA 구매,1
(216181-F)관급자재(신발장) 제조설치,1
(217173-F)코로나19 예방물자 구매,1
세탁기 및 건조기 구매,1
(216153-C) 잠수기능사 필수보유장비 구매,1
K9자주포 베어링등20종구매,1
페인트혼합기 1종 구매,1
보드수리세트 구매,1
(긴급)플랜지 파이프용 등 7종,1
나라사랑 체험학교 서바이벌 장비구매,1
(긴급) 전달장치  압력용 등 3종,1
K1전차 클램프등35종구매,1
고배율 관측경 1종 구매,1
OO부대 오버헤드크레인 제조납품(21-특별-2-16),1
OO부대 오버헤드크레인 제조납품(21-특별-4-11),1
OO부대 오버헤드크레인 제조납품(21-특별-5-14),1
천마유도탄 군직정비용 특수공구 제조,1
대대 장병 안전보호세트 물품구매,1
21-029 특정지역 신사복 제조 납품,1
받침대 탄력성,1
열교환기 등 13종 구매,1
브레이크오일 교환기 1종 구매,1
K1전차 베어링등16종구매,1
K200장갑차 베어링 구매,1
체력단련장 식자재 가지 등175품목 구매,1
21-해-00함 감시카메라(cctv) 구매설치,1
소형선반 구매,1
K1 개스킷등12종구매,1
컴벳셔츠 등 2종 구매,1
(긴급) 하우징 기계구동장치용 1종 구매,1
(216359-D)체력단련장 관리장비 통합구매,1
(긴급) 분무팁 노즐 연료분사기용 등 2종 구매,1
(217212-F)음향영상장비 구매설치,1
(216208-F)재난구조장비(드론) 제조,1
21-18차 정비용 장비 부품 구매,1
K1 패킹등59종구매,1
21-정보체계상황실 교체(리스물건)(218115-A),1
21년 의무장비(간섭파치료기B) 구매,1
전기커넥터용 세척제 등 118종 구매,1
21-공- X선 장비(방사선촬영  산업용) 구매,1
K1링등15종구매,1
21년 (C-130) 지시기  자세용 정비(D),1
응급처치훈련 세트 구매,1
일반비품 (벽걸이형 TV) 등  46종 구매설치,1
메인조명콘솔 등 12종 구매,1
00통신망 단말기 교체사업,1
와이퍼 등 248종 구매,1
K2 전차 제어기  현수장치용 외주정비,1
부품제작자재 환강 등 22종 구매,1
GOP중거리카메라 구매/제조,1
센서  전류용 등 16품목,1
21-해-가레이지작키 등 4종 구매,1
(217038-H)출입통제체계 교체사업(리스물건),1
무릎운동테이블 등 9항목 구매(의무),1
콘덴서  냉각용 1EA 구매(21179),1
16-해-중계소 광전송장치 제조 납품,1
방풍안경 1종 구매,1
샌드위치 판넬 등 25품목 구매(21-20),1
(21-214) GPS REPEATER SYSTEM 등 2품목,1
포스트잇 등 310품목 구매(21204),1
벨트  V형 등 3품목 구매(191 192 210),1
보오스코우프 키트,1
안전사다리 구매,1
시험세트 1종 구매,1
(217327-D) 유전자검사 시약재료 구매,1
탐색레이다 수리부속 4종(구매),1
16-해-기계실 광전송장치 제조 납품,1
△△함 탄약 승강기 정비,1
21-온수순환수펌프(EHP-40B) 6EA 제조,1
남성용 손목시계 제조납품,1
활차 1항목 제조(일반물자),1
21년 공군 독립망 사이버방호체계 교체사업(리스물건),1
(216174-B)00아파트 싱크대 제조설치,1
탐지기  방향 및 풍속용(정비),1
(긴급) 복식펌프 1종 구매,1
21년 의무장비(플라즈마 환경멸균기) 구매,1
VBSS배낭 1종 구매,1
발전기 5kw 등 2종 구매,1
00부대 특전장갑 제조 납품,1
21년 의무장비(전자동 대용량 PCR) 구매,1
21-인터컴 세트 1종 제조,1
(21-126) T-WALL(방호벽) 1종,1
(일장) 다목적굴착기 개스킷등 18종구매,1
21-덕-상용SW도입 구매 설치,1
교육용 드론 등 25종 구매,1
아말감제조기 전기식 치과용 등 10항목 구매(의무),1
00부대 생활관 개수 관급자재(PD창호)(505),1
21년 후반기 병리장비소모품 173차 구매계약,1
형광램프외 6종 구매,1
렌치세트  소켓용 등 135항목 구매(물자),1
LVT덮개 1종 구매,1
튜브 조립체  금속제 1종 구매,1
포제계급장,1
(216177-B)정비  취사 장구류(정비화 등 11종) 구매,1
표지  통행선표지용(도로획선기) 1종 구매,1
(217218-C) 스마트 전자칠판  스토리지 구매,1
해상-호크나이프/구매,1
(긴급)세척제 산성 파이프라인용 1종,1
(216235-D) 생도 활동복류(제조),1
(216347-C)UAV모의 화상회의 장비 구매(리스물건),1
(긴급) 밸브 V형 등 7종 구매,1
표준차 유지부품 2차 ,1
실내체육관 신축 관급자재(우레탄 패널 등 2종),1
21-해-00창 공장 신축 관급자재(크레인) 제조설치,1
보일러 약품 13종 구매,1
21년 정비피복(동계정비복) 제조,1
21년 1-1 의무비품(카트 수술기구받침대) 구매,1
탄약정비용 페인트(12종) 제조,1
방공고속지령대 구매,1
카터조립체  청락기계용 등 3종,1
파병부대 배추김치 등 13품목 제조 및 구매,1
(217351-C)의무장비(이동형 소영 C-arm) 구매,1
21-해-선박자동식별장치 구매설치,1
신축시설 가구류 제조 / 납품,1
신축시설 전자제품 등 비품류 구매,1
물만두 등 8종 구매,1
할라피뇨 등 5종 구매,1
22년 합동전파관리시스템(JSMS) 유지보수 용역,1
21-공-차량 견인식 FO 제거장비 구매,1
21-공군 항연소 풍동실 주 송풍기 구매설치,1
(217158-E)전산운영용품 구매,1
21-해수펌프 30L/H 6EA 제조,1
21-1차 군악기 구매,1
필터 엘리먼트 등 8종 구매,1
부주  조립체 등 5종 구매,1
망고주스,1
21년 2-4차 의무비품 제조 구매,1
3사단 관사 관급자재(관급  통합배선),1
탄약고 및 무기고 무선비상벨 설치납품,1
선글라스 등 2항목 구매(피복물자),1
2분기 차량 수리부속 구매,1
21년 의무장비(경피신경자극치료기등 3품목)구매,1
(긴급) 허브 몸체용 등 10종 구매,1
K21장갑차 피스톤 등 2종 구매,1
(재사용-육34) 9개소 여성필수시설 설치 컨테이너,1
21-공-ㅇㅇ기지 자동제어 제조설치,1
(21G199-A)출입통제 주전산기 원격재해복구 금융리스,1
산악용 들것 등 20품목 구매 납품,1
21-13차 정비용 장비 부품 구매,1
케이블 등 63종,1
부검 조직검사 장비 세트 구매,1
(216211-E)재난안전망 단말기 도입사업(리스물건),1
노후 전산장비 교체,1
부표 등 3종,1
(긴급)트랜지스터 등 6종,1
선택스위치 등 7품목 구매(278 292 293 294),1
탐지기  가스용(복합가스측정기) 2SET 구매,1
앵글  저장용 1종 구매,1
축 및 암류,1
다중계기 등 5종 구매,1
배수턱 1종,1
(216285-E)21년 학교교실 디지털화(PC)사업(리스물건),1
마이크로폰 헤드셋,1
디지털무늬 방한복 상의,1
코로나19 확진 진단검사 시약 구매(긴급),1
아쿠아슈즈 163켤레 구매,1
쥐막이 등 3종,1
공군 전장망 소스코드 취약점분석체계 교체사업,1
추 수심측량용 1종,1
프로파일 등 25종 구매,1
전투부식(감자탕 등 16품목) 구매,1
21년 정비피복 구매,1
전달장치  압력용 1EA 구매(21190),1
21년 조달 의무장비(중합효소연쇄반응장치) 구매 계약,1
21년 외과장비소모품(2) 157차 계약,1
21년 정비피복(정비용티셔츠) 제조,1
레이저적외선관측세트 반도체장치 등 31종 구매,1
21-9차 극저온 냉동고(-150℃),1
(21G180-I) 브리핑시스템 노후교체사업 금융리스,1
PKG 발전기(PNI) 정비,1
드릴 스크류 25mm 등 5종,1
고각장치 등 3항목 제조(특무),1
21년 의무장비(간섭파치료기) 구매,1
21-로더스코프 1대 구매,1
정비사용 선글라스,1
(216367-D)검찰수사장비 구매,1
21년 수입솔류 2종,1
(긴급) 전원공급기 무정전식 등 22종 구매,1
피스톤  내연기관용 등 19종 구매,1
오버훌 킷트  해수펌프 등 7종 구매,1
21년 의무장비(소독물품포장기) 구매,1
21-박판직곡기 구매,1
16-평-함정 수밀 개폐구 교체 외주정비(2차),1
26인치 제논탐조등,1
(21-218) 소음기  총용 1종 36점,1
21-27차 정비용 장비 부품 구매,1
21년 정비피복 제조·구매,1
21-해-정밀측정시험소 관급자재(엘리베이터) 제조설치,1
냉각용콘덴서 코일 14EA 구매,1
(21-094) UPS 배터리 등 2종,1
레일커튼 등 2종 제조/설치,1
지뢰제거중대 작전요원 숙영시설 컨테이너 설치,1
체력단련장 연습장비(동력 캐디기) 구매,1
21-해-특수작전용 칼 구매,1
종교비품(성찬상 등) 구매설치,1
00부대 이전사업 관급자재(건축-데크플레이트),1
YPK-A(00호정/2척) 상가 외주정비,1
(군-군-피-2) 21년 취사 피복 제조용역,1
에나멜 국방색 페인트 등 10개 품목 제조,1
21-소화펌프  TN-246 OM2 3EA 제조,1
21-3차-판매장비비품(냉난방기) 구매(2110018-F),1
21-K-전선 등 242품목 구매,1
155밀리 백색 추진장약통 뚜껑 고무가스켓 구매,1
통합선박 정보관리체계망 구축(218100-A),1
(216057-G) 21년 LAN 교체사업(리스물건),1
21년 헬기 구성품(변환기 등) 정비,1
회로카드 조립체 등 15항목 제조(특무),1
21-해병대 브리핑 장비 교체(리스물건)(218148-A),1
(긴급)어댑터 직선형 호스와 보스 연결용 등 12종,1
의무장비(수액조절기 주사용 미세주입기 6ch) 재공고,1
부품제작자재 관이음결합체등10종 구매,1
궤도부품류(펌프 원심형 등),1
(긴급) 내수압 청동 1종 구매,1
제설자재 도구함 구매,1
SVC 콘솔의자 등판 수선 등 10종,1
비행요원 대기실 쇼파 등판 수선 등 8종,1
공기정화시스템(본체) 등 2종 구매(설치포함),1
전원 공급기(EPU-6/E),1
00부대 간부숙소 도배장판 설치납품,1
21년 후반기 보장구 수시계약,1
매입아파트 싱크대 교체 설치,1
동가입찰에 따른 자동추첨(1681),1
16-Bb트럼펫 등 19종 구매,1
21-1차 디지털 인쇄재료 구매,1
155밀리 탄대보호환 등 4개 품목 구매,1
고속정전투복,1
21-체력단련장 코스관리장비 구매,1
의자 식탁용 2 206EA,1
제재목  연재질  두꺼운형 1종,1
오링 등 60품목 구매,1
02여단 부대개편 관급자재(호이스트) 제조설치,1
21-무장교육관 호이스트 제조,1
잠수함 DC 충전연결구 케이블 조립체 교체 정비,1
21-1차 취사기구 비품 구매,1
CIWS,1
압축기 유니트(250CFM) 구매,1
전기용 투광조명세트 구매,1
사격장 표적기 사격시스템 제조 구매(설치),1
증식용 떡 및 케이크 제조납품,1
부영아파트 씽크대 제조설치 및 렌지 설치 납품,1
연막탄발사스위치박스 등 23항목 제조(궤도),1
00부대 이전사업 관급자재(건축-합성수지제문),1
K9자주포 롤러 등 4종 구매,1
21년 59기 생도 피복(가방류) 제조납품,1
부품킷트  회전펌프용 등 2품목 구매(21232),1
의무장비 재투자 - 산부인과진찰대,1
특수작전무전기,1
[210-0149] Belly Tank Dock 구매 및 설치,1
해·강안 경계부대 전시체계 구축(리스물건),1
고임목블럭등2종구매,1
21-257차 503여단 PC 및 모니터 통합 제조구매,1
구조용 텐트 등 3종 구매,1
드론 부착용 마일즈 구매,1
(216263-E)정보관리시스템인트라넷교체사업(리스물건),1
(긴급)양극 전류용 음극 방어방지용 등 12종,1
21-26차 정비용 장비 부품 구매,1
안전변 등 8품목 구매(21299),1
(21G189-A)AKJCCS 네트워크 장비노후교체사업금융리스,1
병영생활관 시스템 에어컨 교체 설치납품(대보수-121),1
초저온 냉동고,1
21-디자인용편집기 등 4종 구매,1
알루미늄 합금판 등 12품목 구매(21172),1
21-공-청력보호헤드셋 2종 구매,1
(216301-D)유압장치시험장비 구매,1
21-덕-골프 연습구 구매,1
(긴급) 시동 피스톤 밸브 1종,1
(216226-C)PC기반 수신체계 안테나 제조 사업,1
21년 특전사 특수타격종합훈련장 중대급 마일즈(제조),1
21-국-인쇄재료 59종 구매,1
(216339-C) 다목적 수소드론 제조 설치,1
비프카레 등 10종 구매,1
국수(소면) 등 7종 구매,1
양념냉동시래기 등 9종 구매,1
(217160-B)00지역 MW통신망 구축,1
00체육관 GHP 실외기 구매 설치 계약,1
타이어 탈착기 구매,1
캐논 토너 등 31품목 구매,1
21년 계단형(6단) 안전사다리 제조,1
소형 굴삭기 구매계약,1
21-해-관급자재(전열교환기) 제조설치,1
불모지작전 소요경감 자재 구매(AA-21073),1
(21년) 반응장갑세트 교보재(K2전차용),1
송신기  유량용 등 5종 구매,1
온도감지기 등 5종 구매,1
장치대 탄력형 일반목적용 1종 구매,1
간부숙소 비품구매(설치납품),1
21-해군 데스크톱 도입(리스물건)(218094-A),1
방수 주머니 등 12항목 제조(궤도),1
개스킷 등 74항목 제조(궤도),1
Double-A 복사용지 등 1338종,1
천마 오링 등 23종 구매,1
저장대(경량랙) 설치납품,1
호스 조립체  비금속제 등 26품목 구매(319 321),1
디지털무전기 등 3건 구매,1
적성장비 모형 제작,1
클램프 호스용 등 39항목 제조(궤도),1
21-05-184 조리대 1 품목,1
(216183-D)통로개척절단기 구매,1
21-해-밴드형 금속절단기 구매,1
21년 의료기재 수시품목 (98차) 구매,1
21년 정비피복 제조/구매,1
휴대용탐조등 4EA,1
에폭시 코팅키트 등 22종 구매,1
신궁유도탄 군직정비용 자재 구매,1
자물쇠통 등 4종 구매,1
00분석 대응활동 장비 구매,1
VR 해부학 실습환경 조성,1
VR 핵심기본간호술 실습환경 조성,1
00대대 실내체육관 신축공사(자동제어),1
113공병대대 폐기물보관시설 설치(21-2500-7),1
발칸 구동장치구매,1
다련장 스위치등3종구매,1
게이지 등 3항목 구매(궤도공구),1
국직부대 UTM 통합관제환경 구축(리스물건),1
K1전차 와셔 등 23종 구매,1
21-375 분석기  주파수편이용 등 1품목,1
손원일관 리모델링 관급자재(자동제어) 제조설치,1
(긴급)필터  유체용 등 10종,1
21-공-5인승 전동 승용카트 구매,1
21년 교육훈련(중대교육훈련재료셋) 구매,1
도어락 등 175품목 구매,1
레일조립체 와셔등19종 구매,1
21~'24년 식기세척기 임차용역,1
재료내구성 측정시스템 구매,1
21-덕-휴지통 등 356품목 구매,1
K1전차 브래킷 등 3종 구매,1
K55자주포 나사 등 12종 구매,1
00보급단 습식 청소차 구매,1
(긴급)튜브 조립체  금속제 등 67종,1
(216377-D)기동방송차량 방송시스템 설치,1
스위치 누름식 등 16항목 구매(총포),1
건-신-002 임시시설 설치 컨테이너,1
샌드위치판넬 등 21종 구매,1
스마트 항공기지 무선 네트워크 구축(218152-A),1
출입문 개방용 유압절단기,1
16년 이동마트차량 제작사업,1
전자청진기(폭발물 탐지용) 1종 구매,1
(217316-E)지형정보제작장비(워크스테이션) 구매,1
새우패티 등 13종 구매,1
떡국떡 등 9종 구매,1
냉면육수 등 9종 구매,1
막대과자(하임) 등 10종 구매,1
램프 등 341종,1
롤휴지 등 12종 구매,1
(긴급)회로카드조립체 등 4종,1
공구세트 등(방공C2A체계용),1
21년 의무장비(소독기저온멸균형(EO가스)),1
방한복상의 내피,1
21년 위험물 취급인원 안전장구류 구매,1
(긴급)펌프  원심식 등 9종,1
요거트음료(팩형) 등 6종 구매,1
22년 청소 및 위생용품 구매,1
제도샤프 등 529종,1
OPP접착 테이프 등 410종,1
통신장비 수리부속 관찰용 창 등 6종 구매,1
통신장비 수리부속 서브모듈 구매,1
탄약관리사업 시설공사 물품 구매,1
대테러 기동영상전송장비 도입(리스물건)(218144-A),1
회로카드 조립체 등 17항목 제조(궤도),1
(216092-K)'21년 VoIP 교환기 교체사업(리스물건),1
21년 Lynx 항공기 시뮬레이터 유지보수 정비,1
부품키트 서보장치 조립체 고각용 17항목 제조(궤도),1
개스킷 등 6종 구매,1
(216204-F)교육재료(8단접이식깔판 등 12종) 구매,1
21차 전군지원 상용SW 구매,1
지지대 등 21항목 제조(궤도),1
이동대  수공구용 등 46항목 구매(물자),1
(긴급)분사기 조립체  연료용 1종,1
21-해-탐침세트  와전류용 구매,1
취사기구(오븐기) 구매,1
(216330-F)사이버방호체계 통합백업장비 구매설치,1
(긴급) 연료 프리필터 1종,1
[전남] 액화석유가스(LPG) 구매,1
행정소모품(2공 겸용펀치 등 256종 구매) 구매,1
21-국-다목적 수소드론 제조,1
21-해-00교육관 신축관급자재(통합배선) 제조설치,1
발칸 역풍기등29종 구매,1
바이스  파이프용 등 181항목 구매(물자),1
자키러리케이블 단자 등 92종,1
21-공-군견 건사료 구매,1
(216052-G) 21년 네트워크 접근통제체계 교체 사업,1
16년 브리핑체계 교체사업(리스물건),1
(216080-G) GOP대대 화면전시체계 구축(리스물건),1
(긴급) 시일  평면형 등 4종 구매,1
저탐레이더 실린더조립체등2종 구매,1
헌병피복(동계 대테러복 등 5종) 제조 납품,1
(21-256) 저격용소총 표적획득장비 1종 3점,1
조달-제작-22  밀링머신(2),1
세탁기 등 2종 구매,1
플라스틱판  비말차단용 1품목 구매,1
K200장갑차 튜빙 등 18종 구매,1
솔레노이드 발브 코일 등 3종,1
샌딩  스펀지 등 59품목 구매(133 135 136 137 141),1
크롬 도금기 구매,1
21-해-00000센터 신축관급자재(GHP) 구매 설치,1
펀치 등 128항목 구매(총포공구),1
(216219-D) A형 팔레트 등 14종 제조,1
AIP 산소,1
11사단 관사 신축 관급자재(보일러),1
보일러 설치납품(1공구),1
사이버 침해사고 조사도구 라이선스 구매사업,1
(긴급) 본체부분 펌프용 원심분리기용 1종 구매,1
방사선보호복,1
교도소 침대생산자재 구매(목재류),1
GPS-98K 레이더부품(이미지그레버보드) 구매,1
동가입찰에 따른 자동추첨(1370),1
(216227-D)진공포장기(대형) 구매,1
21년 연습용지뢰/부품류,1
제습기 등 2품몸 구매,1
전선 등 250종,1
시험세트  항법용,1
(정비) 라운드슬링 등 3품목 구매,1
(제조)목재박스(총기 및 수리부속) 제작 납품,1
프린터 잉크 2종 구매(2),1
(216340-D)울타리 보강공사(울타리) 제조-5,1
송골매 착륙보조 제동장치 시험장비 제조구매,1
21-활주로 도장차 제조,1
(일장) 장갑전투도자 개스킷등 25종구매,1
코어 조립체  유체 냉각기용 1종,1
호스조립체 연료용 등 127항목 제조(기장),1
중장비 전장 교육 시뮬레이터 등 4종(21-234),1
원심분리기 1종 구매,1
리테이너  원판형  밸브용 등 3품목(21218),1
탄적치대 이송용 장치대,1
특전용품-삼각대 구매,1
반판두부 등 4종 구매,1
소떡소떡 등 8종 구매,1
2021년 265차 의약품 139품목 긴급 구매(정정공고),1
박판  금속제 등 2종,1
육성-21-2차 물품구매,1
패킹 등 2항목 제조(궤도),1
(216318-D)원격교육체계 구축사업(리스물건),1
연결기 등 16항목 제조(기장),1
잠수함(SS-I) 수온/수심/염분측정기 정비,1
가속도센서 케이블 등 7종 구매,1
외피 전기 연결기용 등 10항목 제조(기장),1
암 백미러용 등 11항목 제조(기장),1
21-16차 정비용 장비 부품 구매,1
취사연료(LPG) 계약,1
신궁유도탄 군직정비용 수리부속 제조,1
(긴급)냉각코일 공기식 통기관형 1종,1
(216216-E)종교행사용 TV 구매,1
(긴급)시일 링  금속제 등 66종,1
22년 벽걸이 달력 제작,1
21-공-이동형 변전차 제조,1
고양 가동장치 작업대 2종,1
21-2차 의학도서 구매,1
21-7차 복지기금 자산성비품 구매 (일반비품),1
스마트 관제탑 성능개선 물품구매,1
21년 PKG 함안정기 정비,1
(긴급)스터드 평형 등 21종,1
렌탈프린터 임차 용역,1
운동복 등 2종 구매,1
영업용국자 등 58품목 구매,1
항-21-026 PCR 검사장비 제조/구매,1
(216220-E)도서관 디자인가구 제조설치,1
휴대용 금속탐지기 등 3종 구매,1
국방인사정보체계 고도화 기반운영환경 구축(리스),1
21-5차 의무 및 일반비품 구매,1
탐지레이더 추출기 등 9종 구매,1
너트 평면형 육각형 등 8종 구매,1
16년 조사체계 S/W라이선스 구매,1
임시숙영시설 컨테이너 제조 설치납품,1
22년 렌탈프린터 임차 용역,1
공기청정기 필터 등 14종 구매,1
21년 3-2차 의무비품 제조 구매 (제작금속),1
(217214-C) 21년 경계용 CCTV(홍천병원) 구축사업,1
(긴급) 비석면판  압축식 1종 구매,1
발전기세트 가솔린엔진식700W,1
냉각기 유체식 변속기용 등 16품목 구매(314 315),1
스토리지 내장형 SSD 구매,1
22년 복지시설 소모품 구매,1
[21-방공관제사-15] 헤드셋 등 4품목 구매,1
제헌절 경축특식 콜라,1
발전기세트 디젤엔진식 300KW,1
(216200-D)학군사관 후보생 티셔츠류 제조,1
(216134-C) 화재 및 폭염대비 물자 구매,1
플랫폼 트랙터등 4종 4점 구매,1
00부대 컨테이너 제조 설치,1
21-공-형광투시검사 유니트 1종 제조 설치,1
엔진오일 등 118품목 구매,1
(216328-C) 지형분석장비 교체사업(리스물건),1
00 무정전전원장치 UPS 구매설치,1
통합 위성항법시스템(GNSS) 구매 설치,1
후방안전카메라 세트 장갑차용 1항목 구매(궤도),1
필터 유체용 항공기급유차 등 2종 구매,1
프로펠러  항공기용(롤링머신),1
(216336-D)울타리 보강공사(울타리)제조-4,1
21년 육성지원물자 제조구매(탄입대),1
압력비교검사기 1종 구매,1
(216323-C) 네트워크 위협 분석체계 구축사업,1
21년 취사기구 자산취득비 구매(오븐),1
21-04-142 신호분석기 등 3 품목,1
00부대 병영생활관 진공온수보일러 교체,1
휴대용 무선송수신기(핸드토키) 제조,1
21-14차 정비용 장비 부품 구매,1
덕-체력단련장 배토사 등 2종 구매,1
냉면(1지역),1
육-야간투시경 구매(제조/납품),1
혼  신호용 1종 구매,1
유해발굴피복 자켓 등 8종 제조,1
(216300-C) 7.62밀리 철사띠상자 등 제조(납품),1
냉면(2지역),1
냉면(3지역),1
특성화창고 CCTV 제조 설치,1
냉면(4지역),1
21년 비호 체계 수리부속(구매),1
21년 SPS-95 100 300K 레이더 부품(구매),1
21-21차 정비용 장비 부품 구매,1
니코틴 소변 검사기 등 238종(의료기재),1
잠수함 축전지 감시센서 정비,1
(216268-D)주둔지 울타리 보강공사 관급자재 제조,1
비누 등 67종 구매,1
의무장비 재투자 - 전기수술기,1
00대 자율조리형 조식운영식당 CCTV 구매설치,1
21년 취사기구류 구매,1
소형무장헬기 훈련센터 신축 자동제어,1
공기송풍기 1종 구매,1
전동기 엔진 시동기용 전기식 1종 구매,1
의료기기(냉장고 중형) 구매,1
솔 위생용 등 6항목 구매(총포),1
(긴급)버프 연마제 1종,1
휴게실 코너쇼파 수선 등 6종,1
(긴급) 패널 통제용 전기-전자 장비용 1종 구매,1
(긴급)오-링 등 51종,1
안전조사용 무인항공기시스템 제조·구매(21-24),1
21-18차 액체질소탱크,1
21-해-00창 공장 신축 관급자재(연관보일러) 제조설치,1
K1E1전차 성능개량 체계개발(포수조준경개발),1
전압조절기 1종 구매,1
11사단 관사 신축 관급자재(원격검침),1
(긴급)가열소자 전기식 매입형 1종,1
휴가복귀자 생활시설 냉난방기 설치납품,1
21-해-세척기 2종 구매,1
(긴급) 압축기 냉동용 1종 구매,1
(긴급) 오-링 등 31종 구매,1
(216322-D)서버실 관제시스템 노후교체사업,1
망간 전지 등 4항목 구매(일반물자),1
고무패드 등 37 종,1
21년 전산장비(바코드프린터/스캐너) 구매 계약,1
국군수도병원 인터넷 화상회의 장비 구매 계약,1
비행협조소 무인화장비 UPS 배터리 설치납품,1
인쇄배선판 등 5종 구매,1
21년 공군 교환기 교체사업(219043-F),1
K9자주포 전달기안내대등2종 구매,1
21년 영내자용 떡 및 케이크 구매계약,1
(216364-E)2022년 육군달력 후가공 제조,1
21-해-방부목 등 2종 제조,1
DDH-I 항공 활공각 지시기 정비,1
국군외상센터 XR플래그십 영상데이터 촬영시스템 구매,1
2021년 방수총낭(일반예산) 구매계약 의뢰,1
항법가방등 2항목 구매(물자),1
(긴급) 팽창실 1종 구매,1
21년 정비피복 제조 납품(티셔츠 등 4종),1
육군회관 식자재 구매,1
21-211 의무장비(안과유니트) 1품목 구매,1
링제본기 등 6품목 구매,1
(216095-K)'21년 상용위성전화기 도입사업,1
SPIDER 회로카드조립체 1항목 구매(통신),1
(21년) K2전차용적재 훈련모의탄(2종),1
게이지  전해질수위용 1EA 구매(21098),1
DDH-II 전용 육전케이블 조립체 구매,1
K9 포구속도측정기 표준화 대체품 소요자재 구매,1
(긴급) 등 실내용 등 2종 구매,1
메쉬백 등 4항목 구매(물품),1
브라켓 등 1항목 구매(물품),1
등 항공기 항법용 등 5항목 구매(물품),1
발칸 분배함 구매,1
FFG-Ⅰ ECS(기관제어장치) 유지보수 정비,1
방탄조끼 파편및소총 방호용(방탄재 일체형 및 목깃탈,1
방탄복  조끼형  특대,1
21-공군-PC 도입사업(리스물건),1
부품제작자재 호스등7종 구매,1
21년 디지털교과서 플랫폼 SW 구매사업,1
고속상륙정(LSF-II) 시뮬레이터 체계개발,1
손잡이 등 5항목 구매(물품),1
군숙소 비품(에어컨 및 세탁기) 구매,1
21-공-항공로(Flite Deck Pro) 구매,1
21-해-00시설 관급자재(영상감시장치) 제조 설치,1
21-해-의무대 신축 관급자재(자동제어),1
21-해-교육센터 신축 통신공사 통합배선,1
노후 사무비품 교체 구매,1
21년 냉난방기 설치납품,1
21-공군-노트북  프린터  모니터 도입사업(리스물건),1
21년 상용 SW(WhatUp Gold Premium) 구매,1
배선장치 엔진용 등 131항목 구매(기장),1
회로카드조립체 등 2항목 제조(기장),1
00학교 보일러(5종) 제조설치,1
