bidID,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,개찰일시,낙찰업체코드,낙찰업체상호,대표자,업체주소,낙찰률,낙찰금액,카테고리,pick_keywords,군 분류,계약방법
45987,6,EBB0288,1,9020,***,장갑전투도자 부품(구매),EBB,지상공통전력운영계약팀,2021-09-08 11:00:00,K8F16,노블하이텍,박란선,광주광역시 북구 첨단벤처소로38번길6 (월출동),86.071,726900000.0,"2종, 9종","부품, 장갑",국방부직할,일반경쟁
45990,344,UMM0476,1,35415,***,(216317-F)스마트지휘통제실 비디오월구축(리스물건),UMM,국군재정관리단,2021-09-08 11:00:00,HB6C0,주식회사한국픽셀,홍상의,경기도 광명시 광명역로26-0 (일직동)1동1212호 (광명역파크자이),88.0,101920800.0,"10종, 6종, 7종","구축, 마트, 비디오월",기타,제한경쟁
45991,23,UMM0470,1,35361,***,(216324-B)관급자재(울타리) 제조-1방,UMM,국군재정관리단,2021-09-08 11:00:00,IA89B,(주)쓰리에스리더,권오희,"경기도 김포시 김포한강10로133번길107, M220호(구래동,디원시티시그니처)",88.222,266824067.0,"4종, 9종","관급자재, 울타리",기타,제한경쟁
45992,33,UMM0471,1,35226,***,(217327-D)유전자검사 시약재료 구매,UMM,국군재정관리단,2021-09-08 11:00:00,KBB7D,주연티앤에스 주식회사,이광호,서울특별시 구로구 경인로53가길10 (구로동) 대명벨리온 701~706,83.785,558574000.0,미분류,,기타,일반경쟁
45993,13,UMM0473,1,34140,***,(216305-C) 탄약보호덮개(야적용) 제조,UMM,국군재정관리단,2021-09-08 11:00:00,G40C5,지지올레,이윤희,"경기도 부천시 원미구 옥산로208번길37, 4층(도당동)",88.214,102317550.0,미분류,,기타,제한경쟁
45994,272,UMM0474,1,30782,***,(216273-C)' 21년 화상회의체계 구매사업(리스물건),UMM,국군재정관리단,2021-09-08 11:00:00,EA942,주식회사 오파스넷,장수현,"서울특별시 강남구 테헤란로512, 10층(대치동, 신안빌딩)",82.997,779684450.0,10종,사업,기타,일반경쟁
45995,65,UMM0450,3,22004,***,21-해-텔레스코픽 핸들러(지게차) 구매,UMM,국군재정관리단,2021-09-08 11:00:00,KA1BA,주식회사 디자인휴먼,류제령,"경상남도 창원시 성산구 원이대로566번길29, 1층 (중앙동)",90.873,596300000.0,7종,지게차,기타,일반경쟁
45996,8,SFC0116,1,36875,***,21-덕-이동식공구함 구매,SFC,제9691부대,2021-09-08 11:00:00,GDF5F,주식회사 가온산업,김성찬,"경기도 화성시 마도면 마도공단로3길7-16, 아인스프라자 1층",99.136,2400000.0,9종,공구,해병,제한경쟁
45997,5,SFC0115,1,36874,***,21-덕-골프 연습구 구매,SFC,제9691부대,2021-09-08 11:00:00,GDF5F,주식회사 가온산업,김성찬,"경기도 화성시 마도면 마도공단로3길7-16, 아인스프라자 1층",97.354,2600000.0,미분류,,해병,제한경쟁
45998,5,SFC0113,1,36442,***,운동기구 중량원판 등 7종 구매,SFC,제9691부대,2021-09-08 11:00:00,GDF5F,주식회사 가온산업,김성찬,"경기도 화성시 마도면 마도공단로3길7-16, 아인스프라자 1층",98.251,2200000.0,2종,운동기구,해병,제한경쟁
45999,10,SFC0112,1,36438,***,21-덕-해병수첩 커버 제조 구매,SFC,제9691부대,2021-09-08 11:00:00,G4C32,（주）씨앤에스코리아（CNS KOREA）,최춘,"경기도 부천시 석천로397,  201동 1103호 (삼정동, 부천테크노파크쌍용3차)",88.014,25662950.0,2종,수첩,해병,제한경쟁
46000,32,MDD0098,1,35447,***,21년 3-3 의무비품 제조 구매 ((제작목재),MDD,국군수도병원,2021-09-08 11:00:00,E04A2,준산업,최미진,강원특별자치도 원주시 소초면 장수2로196-20 가(A)동,88.004,25191000.0,미분류,,기타,제한경쟁
46001,3,MDD0097,1,35412,***,21년 3-2차 의무비품 제조 구매 (제작금속),MDD,국군수도병원,2021-09-08 11:00:00,BF889,한국케이엔티(주),최해덕,경기도 부천시 오정구 삼작로171번길9 (내동),88.791,23223575.0,"2종, 9종","금속, 비품",기타,제한경쟁
46002,221,MDD0096,1,35408,***,21년 3-1차 의무비품 구매 (의무품목),MDD,국군수도병원,2021-09-08 11:00:00,I57CA,스타일담아,유진경,"서울특별시 성북구 종암로22길12-8, 2층 201호(종암동)",88.003,30645000.0,"2종, 8종","비품, 의무",기타,제한경쟁
46003,29,HCC0094,1,35856,***,디스플레이 유닛 1EA 구매(21241),HCC,해군제1수리창,2021-09-08 10:30:00,H5891,조양상사,조금자,"강원특별자치도 삼척시 중앙로250-1, 1호  (남양동)",88.019,18803650.0,미분류,,해군,제한경쟁
46016,18,SCH0109,1,36855,***,재부지역 출입통제체계 구매/설치,SCH,해군작전사령부,2021-09-08 10:30:00,F45C3,주식회사세종기술,이무영,경기도 용인시 기흥구 동백죽전대로444-0 (중동) 6층 씨602-에이117호,88.126,6774110.0,미분류,,해군,일반경쟁
46017,580,SCF0380,1,36608,***,(긴급) 플라이휠 하우징 등 10종 구매,SCF,해군군수사령부,2021-09-08 10:30:00,J67D5,은성물산,최윤근,경기도 구리시 산마루로46 (갈매동) 408-402,87.995,17073100.0,미분류,,해군,제한경쟁
46018,909,SCF0499,1,35326,***,직결피스 등 46종 구매,SCF,해군군수사령부,2021-09-08 10:30:00,J518F,무무컴퍼니,김재엽,"부산광역시 동래구 충렬대로107번길54 (온천동, 럭키아파트)",87.997,24747500.0,미분류,,해군,제한경쟁
46019,1682,SCF0498,1,33204,***,전투용 물백 등 4종 구매,SCF,해군군수사령부,2021-09-08 10:30:00,ID771,대은기업,심은희,부산광역시 동래구 금강로131번길42 (온천동)  래미안포레스티지 206동 1605호,87.996,16838350.0,2종,전투용,해군,제한경쟁
46020,158,MDF0026,1,34625,***,韓.美 연합 VTC 연동체계구축,MDF,국군지휘통신사령부,2021-09-08 10:30:00,EDAD4,현시스메틱주식회사,이상범,전라남도 나주시 동수농공단지길137-9 (동수동),83.028,193075410.0,10종,구축,국방부직할,일반경쟁
46021,19,LCF0154,1,35813,***,사계절용 이불 등 2항목 제조(피복물자),LCF,육군군수사령부,2021-09-08 10:30:00,G586C,주식회사 서우,손민희,경상북도 칠곡군 왜관읍 공단로9길36,88.027,59963578.0,2종,피복,육군,제한경쟁
46022,18,LCF0153,1,35806,***,여름용 이불 등 2항목 제조(피복물자),LCF,육군군수사령부,2021-09-08 10:30:00,G586C,주식회사 서우,손민희,경상북도 칠곡군 왜관읍 공단로9길36,88.057,62156338.0,2종,피복,육군,제한경쟁
46023,8,HDG0035,1,36073,***,"경기지역 취사, 난방, 장비용 LPG 구매(3년)",HDG,공군제10전투비행단,2021-09-08 10:30:00,EB378,평화에너지,이주형,경기도 화성시 장안면 3.1만세로558-0,83.473,377800000.0,3종,LPG,공군,제한경쟁
46024,28,HCC0095,1,35878,***,"바, 금속제 등 29품목 구매(21237, 21240)",HCC,해군제1수리창,2021-09-08 10:30:00,IB0EB,서주통상,최영자,강원특별자치도 동해시 지양길80-2 (지흥동),88.008,6008500.0,9종,금속,해군,제한경쟁
46025,9,MCN0053,1,36496,***,00부대 동코트 3종 제조구매,MCN,국방부근무지원단,2021-09-07 11:30:00,0137F,주식회사 신한모드,김희모,서울특별시 영등포구 당산로31길19-0 (당산동3가),89.599,33400000.0,미분류,,국방부직할,일반경쟁
46026,1,EKA0052,1,7480A,***,이동식 항공자동기상관측장비,EKA,기동총괄계약팀,2021-09-07 11:00:00,BA630,주식회사 파코코리아인더스,송재혁,"서울특별시 금천구 두산로70, A동 1008~1011호,2510호,L104호(현대지식산업센터)",97.33,846230000.0,7종,항공,국방부직할,2단계경쟁(동시)
46031,16,UMM0469,1,36309,***,(217214-C) 21년 경계용 CCTV(홍천병원) 구축사업,UMM,국군재정관리단,2021-09-07 11:00:00,JF183,오름직업재활센터,김중기,광주광역시 동구 의재로151 (운림동),89.484,194454646.0,"10종, 2종, 7종, 8종","CCTV, TV, 구축, 병원",기타,지명경쟁
46032,75,UMM0465,1,34890,***,(216086-K)21년 통합위협관리체계 교체사업(리스물건),UMM,국군재정관리단,2021-09-07 11:00:00,EA942,주식회사 오파스넷,장수현,"서울특별시 강남구 테헤란로512, 10층(대치동, 신안빌딩)",83.034,2589192470.0,10종,사업,기타,일반경쟁
46034,12,UMM0533,1,30904,***,21-해-00시설사업 관급자재(엘리베이터) 제조설치,UMM,국군재정관리단,2021-09-07 11:00:00,CE0BB,주식회사 아남테크서비스,문권선,"부산광역시 부산진구 가야대로517,3층 (가야동, 윤정빌딩)",88.035,180113520.0,"10종, 4종, 7종, 9종","관급자재, 사업, 엘리베이터, 제조설치",기타,제한경쟁
46035,60,UMM0532,1,22867,***,21-공-00감시대 관급자재(자동제어) 제조설치,UMM,국군재정관리단,2021-09-07 11:00:00,JEE1B,주식회사 믿음이엔지,유영희,강원특별자치도 고성군 죽왕면 향목서길26,88.009,100617540.0,"4종, 9종","관급자재, 제조설치",기타,제한경쟁
46036,4,UMM0463,3,11537,***,21-해군 포구세척기 2종 제조,UMM,국군재정관리단,2021-09-07 11:00:00,E1C74,수성정밀기계(주),안상진,울산광역시 북구 농공단지3길 39(달천동),86.627,196500000.0,미분류,,기타,일반경쟁
46037,13,LQH0041,1,34561,***,(육성) 사단통합계약 드론 제조/구매,LQH,제3697부대,2021-09-07 11:00:00,I0D95,주식회사 보라스카이,심우람,"서울특별시 강남구 언주로634, 6층 (논현동,쌍둥이빌딩)",88.091,159342000.0,7종,드론,육군,제한경쟁
46038,23,LCF0041,1,36570,***,파병부대 전투복 등 2품목 제조 구매,LCF,육군군수사령부,2021-09-07 11:00:00,DE986,성도교역,최계영,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",88.209,627730000.0,2종,전투복,육군,제한경쟁
46039,9,ESA0009,1,8760,***,공구세트 등(방공C2A체계용),ESA,유도무기총괄계약팀,2021-09-07 11:00:00,4849F,대성기업,배현태,"경기도 의왕시 경수대로 257, 대영골든밸리608호(고천동)",84.925,540680000.0,9종,공구,국방부직할,일반경쟁
46040,388,HCF0202,1,36569,***,전원 공급기(EPU-6/E),HCF,공군군수사령부,2021-09-07 10:30:00,K50BA,엔와이커머스,김나윤,부산광역시 북구 화명신도시로100-0 (화명동) 204동 1104호,87.999,72158850.0,7종,공급기,공군,제한경쟁
46045,134,SFN0057,1,36672,***,스탠드형 냉난방기 등 33품목 구매,SFN,연평부대,2021-09-07 10:30:00,J78EF,더블유와이,최원영,"인천광역시 남동구 구월로336번길69 (만수동, 한서빌리지) 3-102",88.027,52472290.0,2종,냉난방,해병,제한경쟁
46046,162,SFM0105,1,36600,***,진압봉 등 3품목 구매,SFM,제3170부대,2021-09-07 10:30:00,K1F79,가인세상,김가인,경상북도 포항시 남구 대이로83번길9-5 (대잠동),87.998,57434972.0,미분류,,육군,제한경쟁
46047,207,SCN0147,1,36456,***,니코틴 소변 검사기 등 238종(의료기재),SCN,제7001부대,2021-09-07 10:30:00,K4572,녹양코리아,김지영,경기도 의정부시 경의로70 (의정부동)5층 5329호,88.023,85587900.0,8종,의료,육군,제한경쟁
46048,4,SCF0119,1,36511,***,'21년 잠수함(SS-I) 감시장치 회로카드(PCB) 정비,SCF,해군군수사령부,2021-09-07 10:30:00,4945F,주식회사동양엔지니어링,김용태,경상남도 창원시 진해구 남영로522번길 11(),86.605,89300000.0,9종,정비,해군,일반경쟁
46049,73,SCF0493,1,36480,***,공기정화시스템(본체) 등 2종 구매(설치포함),SCF,해군군수사령부,2021-09-07 10:30:00,I3E44,신한약국,이정민,"경상남도 김해시 내외중앙로60-0 (내동) 203(내동, 신한프라자)",94.393,84737500.0,7종,시스템,해군,제한경쟁
46050,624,SCF0491,1,36286,***,"로프, 와이어제 등 8종 구매",SCF,해군군수사령부,2021-09-07 10:30:00,KAA71,현대상사,김영락,강원특별자치도 동해시 부곡6길6(부곡동),87.997,69578070.0,미분류,,해군,제한경쟁
46051,95,SCF0496,1,35892,***,"코덱, 자료신호용 등 1종 구매",SCF,해군군수사령부,2021-09-07 10:30:00,I2A2B,주식회사 디에스테크놀러지,김학수,경상남도 창원시 진해구 중원동로49-0 (통신동) KT 진해지사 2층,85.602,211500000.0,미분류,,해군,일반경쟁
46052,110,SCF0379,1,35825,***,"(긴급) 너트,평면형,육각형 등 43종 구매",SCF,해군군수사령부,2021-09-07 10:30:00,IE3D1,주식회사 제이에프,진주,"충청북도 청주시 청원구 율봉로159번길73-1, 301호(율량동, 스톰비오피스센터)",83.009,199705295.0,9종,너트,해군,일반경쟁
46053,29,SCF0376,1,35666,***,SVC 콘솔의자 등판 수선 등 10종,SCF,해군군수사령부,2021-09-07 10:30:00,K50BB,주식회사 칼라투,김동국,"경기도 고양시 덕양구 중앙로558번길16-16, 308-A호(행신동, 능곡종합프라자)",88.059,1102100.0,2종,의자,해군,제한경쟁
46054,509,SCF0375,1,35638,***,비행요원 대기실 쇼파 등판 수선 등 8종,SCF,해군군수사령부,2021-09-07 10:30:00,JE5EC,아우름,권혜숙,"인천광역시 미추홀구 인주대로23번길35(숭의동, 숭의동 공장)",87.998,6990600.0,미분류,,해군,제한경쟁
46055,26,SCF0374,1,35186,***,"(긴급) 비석면판, 압축식 1종 구매",SCF,해군군수사령부,2021-09-07 10:30:00,K543C,윤테크,차윤승,부산광역시 강서구 유통단지1로50 (대저2동) 202동 105호,88.288,4061750.0,미분류,,해군,제한경쟁
46056,117,SCF0378,1,34667,***,"(긴급)시일 링, 금속제 등 66종",SCF,해군군수사령부,2021-09-07 10:30:00,K9A1C,씨에스상사,김효식,"경상남도 창원시 마산회원구 내서읍 광려천북로198-2, 1층 110호(월드비즈타운)",88.0,20664000.0,9종,금속,해군,제한경쟁
46057,51,SCF0490,1,32923,***,"표시기,방사능측정기용 구매",SCF,해군군수사령부,2021-09-07 10:30:00,G80F9,쌔미쌔미,최진옥,"인천광역시 남동구 소래역로93 (논현동, 냇마을 신영지웰) 909-2203",88.028,6160510.0,7종,측정기,해군,제한경쟁
46058,3,SCF0492,1,29574,***,"등, 실내용 4종 제조",SCF,해군군수사령부,2021-09-07 10:30:00,2304F,대양전기공업(주),서영우,부산광역시 사하구 장평로 245(),90.723,230000000.0,미분류,,해군,일반경쟁
46059,155,LFA0011,1,36297,***,B여단 VoIP 교환기 교체사업 설치납품,LFA,제2신속대응사단,2021-09-07 10:30:00,DDD5B,지에이치정보통신주식회사,이원준,충청남도 금산군 금산읍 남사직1길14-4,83.006,358209510.0,10종,사업,육군,일반경쟁
46060,561,LDG0088,1,36184,***,155밀리 8호 추진장약 뚜껑 가스켓 등 4개 품목 구매,LDG,육군 탄약지원사령부,2021-09-07 10:30:00,IC21A,주식회사 더원시스템,정혜선,"경상남도 창원시 의창구 북면 감계로342, 216동 1902호(창원감계아내에코프리미엄2차)",87.999,89022450.0,"3종, 9종","가스, 가스켓",육군,제한경쟁
46061,146,LDG0087,1,36183,***,155밀리 추진장약 운반통 등 15개 품목 구매,LDG,육군 탄약지원사령부,2021-09-07 10:30:00,I603B,에코아이엔티(ECHO INT),이효정,"인천광역시 중구 두미포로112, 117동 1층 103호(중산동, e편한세상 영종국제도시 오션하임)",87.997,45192437.0,미분류,,육군,제한경쟁
46062,832,LDG0086,1,36182,***,제설자재 도구함 구매,LDG,육군 탄약지원사령부,2021-09-07 10:30:00,JE3EF,엘제이,박희준,경기도 화성시 10용사로456 (반송동) 302호,87.997,51895922.0,미분류,,육군,제한경쟁
46063,292,HCF0203,1,36674,***,출입문 개방용 유압절단기,HCF,공군군수사령부,2021-09-07 10:30:00,K74C0,와이제이컴퍼니,전영진,"인천광역시 서구 완정로34번길20 (마전동, 동아아파트) 109-702",87.999,38848780.0,7종,절단기,공군,제한경쟁
46064,2,UMM0457,1,30165,***,21-공-주파수 교란기 1종 구매,UMM,국군재정관리단,2021-09-06 15:30:00,8070,주식회사 신안정보통신,주을목,경기도 군포시 당산로152 (금정동),94.909,227500000.0,미분류,,기타,2단계경쟁(동시)
46065,1,UMM0497,1,32956,***,21-해군 브리핑/화상회의체계 도입(리스물건),UMM,국군재정관리단,2021-09-06 15:30:00,2685F,(주)아이엔지시스템,김정화,"서울특별시 금천구 가산디지털1로70, 1101,505호(가산동, 호서대벤처타워)",91.208,3087700000.0,미분류,,기타,2단계경쟁(동시)
46066,2,LDH0768,1,36128,***,(자재) 타카못 등 24종 구매,LDH,육군종합정비창,2021-09-06 13:00:00,HB4C2,주식회사 성우,김은화,부산광역시 강서구 신호산단3로88번길68 (신호동),90.937,5455820.0,4종,타카못,육군,제한경쟁
46067,4,LDH0775,1,36147,***,(자재) 단조철선 등 24종 구매,LDH,육군종합정비창,2021-09-06 13:00:00,HB4C2,주식회사 성우,김은화,부산광역시 강서구 신호산단3로88번길68 (신호동),91.404,7539690.0,4종,철선,육군,제한경쟁
46068,2,LDH0774,1,36143,***,(자재) 수용성절삭유 구매,LDH,육군종합정비창,2021-09-06 13:00:00,K501D,영재유통,최영정,제주특별자치도 제주시 도두항서5길20-0 (도두일동),88.131,4104061.0,미분류,,육군,제한경쟁
46069,4,LDH0773,1,36141,***,(자재) 유압작동유 등 2종 구매,LDH,육군종합정비창,2021-09-06 13:00:00,H8ABD,승일산업사,차정국,경상남도 창원시 의창구 창원대로204번길9-0 (팔용동),95.198,5678900.0,미분류,,육군,제한경쟁
46070,2,LDH0771,1,36136,***,(자재) 윤활그리스 등 10종 구매,LDH,육군종합정비창,2021-09-06 13:00:00,HB4C2,주식회사 성우,김은화,부산광역시 강서구 신호산단3로88번길68 (신호동),93.47,4500000.0,미분류,,육군,제한경쟁
46071,3,LDH0769,1,36134,***,(자재) pp박스 7종 구매,LDH,육군종합정비창,2021-09-06 13:00:00,EF5C1,(주)하이플,박종선,전북특별자치도 군산시 자유로297-28 (소룡동),89.079,9150000.0,미분류,,육군,제한경쟁
46072,19,LCF0038,2,32780,***,무인지게차 구매 및 설치,LCF,육군군수사령부,2021-09-06 11:00:00,C0E83,주식회사코드원,동중영,"충청북도 청주시 서원구 사직대로164번길9, 401(사창동)",88.004,200449009.0,7종,지게차,육군,일반경쟁
46075,22,UMM0463,1,35104,***,(216307-F)관급자재(울타리) 제조-7,UMM,국군재정관리단,2021-09-06 11:00:00,J4167,성림울타리,조금순,경기도 김포시 통진읍 절골로61번길9-2,88.77,387859000.0,"4종, 9종","관급자재, 울타리",기타,제한경쟁
46076,42,UMM0464,1,34139,***,(216085-K)'21년 학교교실 스마트러닝체계 구축사업,UMM,국군재정관리단,2021-09-06 11:00:00,B4B7F,(주)이루온아이앤에스,최충현,경기도 성남시 분당구 대왕판교로660-0 (삼평동)유스페이스1 A동905호,83.498,3779354628.0,"10종, 6종","구축, 마트",기타,일반경쟁
46077,11,SCG0096,1,35208,***,근속 30주년 기념휘장 등 4종 제조,SCG,해군본부,2021-09-06 11:00:00,F8027,좋아실업 주식회사,박재홍,경기도 동두천시 승전로40-0 (하봉암동),88.179,28389000.0,10종,휘장,해군,제한경쟁
46082,3,UMM0493,1,27943,***,21-2차 공군 브리핑시스템 도입사업(리스물건),UMM,국군재정관리단,2021-09-03 15:30:00,BA595,주식회사 컴버스테크,김상주,"서울특별시 금천구 벚꽃로 234, 에이스하이엔드타워6차 401~404호(가산동)",,6671632000.0,"10종, 7종","사업, 시스템",기타,협상에의한계약(전자)
46083,7,LDH0764,1,35996,***,발칸 반도체장치 구매,LDH,육군종합정비창,2021-09-03 13:00:00,I91F2,지앤와이일렉텍(주),김보영,서울특별시 구로구 경인로53길15-0 (구로동) 중앙유통단지 가동 3116호,88.833,11893750.0,7종,장치,육군,제한경쟁
46084,18,LDH0762,1,36002,***,발칸 베어링 등 3종 구매,LDH,육군종합정비창,2021-09-03 13:00:00,K3AA8,세이프티코리아,류성욱,"경상남도 창원시 마산합포구 해안대로359, 11층 1102호(동성동, 삼오빌딩)",88.104,8907355.0,9종,베어링,육군,제한경쟁
46085,2,EHF0134,2,2000,***,차세대초고속정,EHF,미래전력사업전력운영계약팀,2021-09-03 11:00:00,D80A2,(주) 우리해양기술,윤석봉,부산광역시 강서구 녹산산업북로249-0 (송정동),98.292,4666092000.0,미분류,,국방부직할,2단계경쟁(동시)
46087,24,UMM0459,1,34037,***,(216296-D)울타리 보강(울타리) 제조-2,UMM,국군재정관리단,2021-09-03 11:00:00,J3B4B,(주)대호토탈,송치석,충청남도 당진시 석문면 산단3로5길69-0,88.011,700200441.0,4종,울타리,기타,제한경쟁
46088,6,ESA0008,1,9005,***,보조전원공급기(30mm차륜형대공포용),ESA,유도무기총괄계약팀,2021-09-03 11:00:00,1133F,이화전기공업 주식회사,백성현,"서울특별시 강남구 논현로 746, 석호빌딩(논현동)",90.929,57537000.0,7종,공급기,국방부직할,일반경쟁
46092,117,UMM0526,1,35777,***,21-공-다목적 작업차 구매,UMM,국군재정관리단,2021-09-02 11:00:00,K4849,인투윈산업,신태진,충청북도 청주시 상당구 미원면 가양길66,89.653,102961000.0,7종,작업차,기타,제한경쟁
46093,18,UMM0454,1,34317,***,(216302-F)관급자재(울타리) 제조-수,UMM,국군재정관리단,2021-09-02 11:00:00,4284F,진성산업주식회사,김진섭,경기도 안성시 지문로349-0 (원곡면),88.269,324337600.0,"4종, 9종","관급자재, 울타리",기타,제한경쟁
46094,203,UMM0455,1,32994,***,(216282-E)밀폐형 대형 튀김기 구매설치,UMM,국군재정관리단,2021-09-02 11:00:00,I5651,주식회사 범만테크,성순이,부산광역시 중구 대청북길31 (대청동4가),88.007,136321700.0,7종,튀김기,기타,제한경쟁
46095,140,UMM0453,1,28718,***,(216072-G) 21년 주전산기 도입사업(리스물건),UMM,국군재정관리단,2021-09-02 11:00:00,AB175,유한회사 무궁화통신건설,박수진,전라남도 목포시 고하대로719번길 14(연산동),83.024,226553269.0,"10종, 2종","사업, 전산",기타,일반경쟁
46096,11,HCC0096,1,36123,***,잉크젯 전용지 등 11종 구매(21-11),HCC,해군제1수리창,2021-09-02 10:30:00,JFB9B,청아철물설비,김주희,강원도 동해시 단봉길23 (북평동),88.104,1420210.0,10종,용지,해군,제한경쟁
46104,241,UMM0524,1,35744,***,21-해병대 근거리전산망 도입(리스물건)(218193-A),UMM,국군재정관리단,2021-09-02 10:30:00,BCBEE,주식회사 조인트리,김흥중,광주광역시 서구 마륵로28-1 (마륵동),88.0,105701000.0,2종,전산,기타,제한경쟁
46105,2163,SCF0368,1,34547,***,Double-A 복사용지 등 1338종,SCF,해군군수사령부,2021-09-02 10:30:00,J291E,와이에스피(YSP),허윤석,"경상남도 창원시 의창구 도계로60번길35, 2층(도계동)",87.995,25786000.0,"10종, 2종","복사, 용지",해군,제한경쟁
46106,40,LCP0028,1,36041,***,항공정비장비 (비파괴검사장비) 소모품 구매,LCP,육군항공사령부,2021-09-02 10:30:00,HB272,JH컴퍼니,이은경,경기도 양주시 부흥로1423번길7-12 (유양동),88.028,48479960.0,9종,정비,육군,제한경쟁
46107,420,LBA0077,1,36044,***,'21년 대대 장병 안전보호세트 구매,LBA,제 2167부대,2021-09-02 10:30:00,JA628,새힘기업,주기웅,경기도 화성시 지산2길4 (영천동) 201호,88.122,8833791.0,미분류,,육군,제한경쟁
46108,4,LDH0726,2,34718,***,(일장) 장갑전투도자 판 구매,LDH,육군종합정비창,2021-09-01 13:00:00,KA37A,우복테크,최윤영,대구광역시 달서구 진천로18길60 (진천동) 103동 1101호,88.293,6980000.0,2종,장갑,육군,제한경쟁
46109,44,LDH0750,1,35483,***,(자재) 폴리우레탄 신나 구매,LDH,육군종합정비창,2021-09-01 13:00:00,I7559,주식회사도영디와이,김미영,경상남도 창원시 성산구 대암로32-7 (남양동),88.121,33107250.0,미분류,,육군,제한경쟁
46110,8,LDH0727,2,34719,***,(일장) 장갑전투도자 튜브조립체등 78종구매,LDH,육군종합정비창,2021-09-01 13:00:00,I8C3F,원일종합상사,김종화,부산광역시 사상구 사상로51-0 (주례동),88.3,22791500.0,"2종, 9종","장갑, 조립체",육군,제한경쟁
46111,192,MDD0095,1,34503,***,21-3차 수술기구 구매,MDD,국군수도병원,2021-09-01 11:00:00,K8EF0,지투비프러스,이혜윤,서울특별시 관악구 관천로26길86 (신림동)1층,88.002,50250841.0,8종,수술,기타,제한경쟁
46121,7,UMM0448,1,34114,***,(216312-F)탄약정비공장 정비장비 제조설치,UMM,국군재정관리단,2021-09-01 11:00:00,F6841,우주산업플랜트 주식회사,최창식,경상남도 창원시 의창구 봉강가술로537번길42-0 (대산면),83.478,403499000.0,4종,제조설치,기타,일반경쟁
46122,16,UMM0446,1,33835,***,(216306-B) '21년 선행학습지원 기반체계 구축,UMM,국군재정관리단,2021-09-01 11:00:00,F3955,주식회사 파크엘즈,박영창,서울특별시 금천구 서부샛길606-0 (가산동) 대성디폴리스 B동 907호,83.106,2361093950.0,10종,구축,기타,일반경쟁
46123,250,UMM0451,1,32104,***,(216277-C)소초 상황실 관제체계 구축사업 (리스물건),UMM,국군재정관리단,2021-09-01 11:00:00,H0728,주식회사 크리에이티브넷,주형진,"충청남도 공주시 월송동현로45-5, 1층 101호(월송동)",82.995,270517260.0,10종,구축,기타,일반경쟁
46124,13,UMM0421,3,28785,***,(216258-D)21년 스크린 도입 사업(리스물건),UMM,국군재정관리단,2021-09-01 11:00:00,BEE4C,(주)윤씨네,이미희,경기도 화성시 양감면 초록로532번길38-0,87.995,174385249.0,10종,사업,기타,제한경쟁
46125,84,MDG0206,1,35750,***,율동아파트 싱크대 교체 설치납품,MDG,국군의무사령부,2021-09-01 11:00:00,JD029,건후,송용진,"경기도 고양시 일산동구 호수로662, 5층 540호(장항동, 삼성라끄빌)",88.166,47927770.0,4종,싱크대,기타,제한경쟁
46126,2,LCP0027,1,36001,***,진동수정장비 수리부속 구매,LCP,육군항공사령부,2021-09-01 10:30:00,IF021,새한정공,이윤재,경기도 부천시 오정로20-21 (삼정동),95.055,137307500.0,9종,수리부속,육군,일반경쟁
46131,143,SCF0370,1,35185,***,(긴급) 와셔 등 3종 구매,SCF,해군군수사령부,2021-09-01 10:30:00,I4B9E,주식회사 예운,석경연,"경상남도 창원시 마산합포구 산호북4길30, 가동 상가2-12호(산호동, 용마맨션)",87.999,15049080.0,미분류,,해군,제한경쟁
46132,17,SCF0371,1,35038,***,"(긴급)가열기,온수용,전기식 1종",SCF,해군군수사령부,2021-09-01 10:30:00,E8E46,동진상사,윤영현,"경기도 평택시 평택5로34번길48, 402호(합정동)",88.032,1798050.0,7종,가열기,해군,제한경쟁
46133,165,SCF0369,1,34606,***,"(긴급) 본체부분,펌프용,원심분리기용 1종 구매",SCF,해군군수사령부,2021-09-01 10:30:00,IC455,쓰리지엠,김성은,"경기도 양주시 고읍로11-7 (고읍동, 산내들마을 한양수자인) 105-102",88.002,19048000.0,4종,펌프,해군,제한경쟁
46134,8,SCF0114,1,33832,***,함정 상가대 대차 및 철구조물 외주정비,SCF,해군군수사령부,2021-09-01 10:30:00,B63EB,주식회사종합해사,정규화,부산광역시 영도구 남항남로22-0 (남항동3가),98.989,604000000.0,9종,정비,해군,일반경쟁
46135,91,LPN0022,1,36029,***,00부대 소초 상황실 관제체계 구축(리스물건),LPN,수도군단,2021-09-01 10:30:00,C18C1,주식회사 성호넷,두인환,경기도 김포시 대곶남로501번길36-0 (대곶면),88.007,30742560.0,10종,구축,육군,제한경쟁
46136,21,LPM0026,1,35281,***,보일러 설치납품(1공구),LPM,제9보병사단사령부,2021-09-01 10:30:00,F82CC,대원설비주식회사,이춘식,경기도 양주시 옥정서로227-0 (옥정동) 비101호 에이플러스모닝프라자,88.018,61693620.0,"4종, 9종","공구, 보일러",육군,제한경쟁
