Unnamed: 0,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,카테고리
36334,209,MCL0007,1,44922,***,20-2차 OO체계 운용용품,물품,MCL,국방정보본부,2020-11-11 11:00,J8E1B,필젠,,김학준,010-3251-0407,010-3251-0407,010-3251-0407,서울특별시 서초구 마방로10길15 (양재동) 트윈타워 b-1120,88,33868825 ,미분류
36335,20,LPN0032,2,44439,***,"야전배낭(I형, 육군용) 제조 납품",물품,LPN,수도군단,2020-11-11 10:30,0020F,강서실업,GangSeo Industry,조부규,553252660,553252660,055-325-2660,경상남도 김해시 김해대로2644-0,88.108,219782455 ,4종
36336,572,HCR0054,1,45547,***,운동기구 23종 구매,물품,HCR,공군제15특수임무비행단,2020-11-11 10:30,F0C64,세화,SE HWA,배덕환,1076541335,1076541335,010-7654-1335,"경기도 시흥시 목감우회로51, 6층 607호(목감동, 동한메티컬프라자)",88.009,24806680 ,2종
36337,1595,LNQ0070,1,45537,***,훈련용 비말마스크 및 향균필름 구매,물품,LNQ,제17보병사단,2020-11-11 10:30,I43F4,노브식스,Novesix,이기석,1053165051,1053165051,010-5316-5051,"인천광역시 남동구 문화서로65번길9, 1301호(구월동, 웰메이드)",88,29072070 ,미분류
36338,136,SCF0362,1,45524,***,"드럼, 클러치용 등 1종 구매",물품,SCF,해군군수사령부,2020-11-11 10:30,I9233,안보종합상사,ANBOJONGHAPSANGSA,권창수,02-2631-8978,02-2631-8978,02-2631-8978,경기도 평택시 포승읍 호암1길13-4,88.002,16514300 ,3종
36339,23,LMK0053,1,45520,***,[20-A115] LAN 케이블 용품 구매,물품,LMK,제6보병사단,2020-11-11 10:30,H9D84,우성무역,woosung trade,최명진,7077865007,7077865007,070-7786-5007,경기도 포천시 군내면 유교로163,88.171,11490880 ,4종
36340,143,SCH0171,1,45489,***,도서(인천상륙작전 등 209종 ) 구매,물품,SCH,해군작전사령부,2020-11-11 10:30,G5CD2,공간연구소 주식회사,"Space Performance Lab Co., Ltd.",서미숙,552652016,552652016,055-265-2016,"경상남도 창원시 성산구 완암로50-0 (성산동, SK테크노파크) 메카동 404호",90.003,14613690 ,10종
36341,75,LKT0085,1,45482,***,95-3대대 영점사격장 비품 설치납품(탄두회수대 등),물품,LKT,제1989부대,2020-11-11 10:30,JA412,신신테크,,신미애,010-7271-1389,010-7271-1389,010-7271-1389,전라남도 목포시 영산로93-1 (명륜동),88.01,18449200 ,2종
36342,132,SCQ0164,1,45472,***,이지롱 등 133종 구매,물품,SCQ,제9911부대,2020-11-11 10:30,E21ED,(주)석호약품,Seokho Pharm,조민석,233944395,233944395,02-3394-4395,"서울특별시 동대문구 천호대로83길84-0 (장안동,일화빌딩 지층)",88.021,41080720 ,미분류
36343,614,LGP0184,1,45552,***,SALS-K 시설부대비 구매,물품,LGP,제1군수지원사령부,2020-11-11 10:30,IA136,구름,cloud,김수미,1050911200,1050911200,010-5091-1200,"경기도 김포시 김포한강2로103, 512동 1502호(장기동, 초당마을 우남퍼스트빌)",88.001,24244359 ,4종
36344,99,LKT0086,1,45503,***,사격장 탄두회수함 설치납품(전남),물품,LKT,제1989부대,2020-11-11 10:30,ICE3F,엠에스유통,,김은화,1036248984,1036248984,010-3624-8984,전라남도 목포시 자유로134번길12(산정동),88,30602390 ,미분류
36345,1441,SFC0171,1,45725,***,"6,000L/B 지게차 구매",물품,SFC,제9691부대,2020-11-11 10:30,H1860,나래기업,Narae company,이광필,1035552592,1035552592,010-3555-2592,경기도 성남시 수정구 수정로111번길6-7 (태평동),88,37422910 ,7종
36346,1226,SFC0170,1,45724,***,리치트럭 구매,물품,SFC,제9691부대,2020-11-11 10:30,I8AB6,다온,daon,이영애,7047727683,7047727683,070-4772-7683,"경기도 광명시 시청로139-0 (철산동, 우성아파트) 101동1306호",88,75947520 ,1종
36347,126,SCF0361,1,45522,***,"와셔, 평면형 등 33종 구매",물품,SCF,해군군수사령부,2020-11-11 10:30,J9673,선,,안영선,1054623830,1054623830,010-5462-3830,울산광역시 남구 문수로435번길4 (신정동),88.014,10887510 ,미분류
36348,45,LKT0087,1,45511,***,사격장 탄두회수함 설치납품(광주),물품,LKT,제1989부대,2020-11-11 10:30,A2905,전진상사,juenjin,최방우,062-431-6211,062-431-6211,062-431-6211,광주광역시 광산구 월곡중앙로14번길19-15 (월곡동),88.091,35200000 ,미분류
36349,12,SCQ0163,1,45457,***,크리넥스 스카트 물티슈 등 235종 구매,물품,SCQ,제9911부대,2020-11-11 10:30,FDF62,(주)디에스인프라,DSInfra,조용경,7077666240,7077666240,070-7766-6240,경기도 평택시 원평로35번길42 (평택동),88.376,6879390 ,미분류
36350,6,LGN0007,1,41338,***,매입아파트 싱크대 제조 설치,물품,LGN,제5925부대,2020-11-11 10:30,D7AB0,린나이춘천종합상사,Rinnai Chuncheon General Trading Company,김대식,332434249,332434249,033-243-4249,강원특별자치도 춘천시 동면 춘천순환로358-0,88.137,44275300 ,4종
36351,55,LGS0045,1,45379,***,동원장구류 구매,물품,LGS,육군 제8군단,2020-11-11 10:30,F9660,주식회사 로뎀하이텍,Rothem Hitech.co.Ltd,안영자,317978880,317978880,031-797-8880,경기도 광주시 양지길34-7(초월읍),88.007,14818600 ,2종
36352,203,LDA0031,1,45320,***,00부대 드론 재료비 구매,물품,LDA,지상작전사령부,2020-11-11 10:30,G1C12,주식회사 소낙,SONAC trading,하장보,312389915,312389915,031-238-9915,"경기도 수원시 팔달구 권선로751, 201동 501호 (인계동, 동양파라곤)",88,31457100 ,7종
36353,271,MCN0084,1,45273,***,특수근무지 피복(취사피복 상의 등 11종) 구매,물품,MCN,국방부근무지원단,2020-11-11 10:30,J67FC,래이컴퍼니,,이은영,010-3222-0238,010-3222-0238,010-3222-0238,"경기도 수원시 장안구 장안로199 (정자동, 동신) 302동 601호",88.004,7682537 ,2종
36354,20,LPN0032,1,44439,***,"야전배낭(I형, 육군용) 제조 납품",물품,LPN,수도군단,2020-11-11 10:30,0020F,강서실업,GangSeo Industry,조부규,553252660,553252660,055-325-2660,경상남도 김해시 김해대로2644-0,88.108,219782455 ,4종
36355,224,SFD0101,1,45447,***,국자(대) 등 60품목 구매,물품,SFD,제9227부대,2020-11-11 10:30,HBDD1,한성산업,Han Sung Industry,박성호,010-8594-2753,010-8594-2753,010-8594-2753,"경상북도 포항시 남구 송림로97, 다동 301호",87.996,52094190 ,미분류
36356,8,SCF0185,1,44683,***,20-2차 함정 수밀개폐구 정비,물품,SCF,해군군수사령부,2020-11-11 10:30,F6841,우주산업플랜트 주식회사,wooju,최창식,552865098,552865098,055-286-5098,경상남도 창원시 의창구 봉강가술로537번길42-0 (대산면),89.923,370300000 ,9종
36357,26,MDJ0021,1,44737,***,20-12차 의무비품(환자이송용카트 등 3종) 구매,물품,MDJ,국군대전병원,2020-11-11 10:30,JF775,싹컴퍼니(ssagcompany),,정인설,1062726409,1062726409,010-6272-6409,서울특별시 광진구 용마산로5길39-19 (중곡동),88.052,8489100 ,2종
36358,9,MDF0027,1,45218,***,00부대 녹취시스템 교체납품(리스물건),물품,MDF,국군지휘통신사령부,2020-11-11 10:30,A8292,엠에스전자통신주식회사,*,최민용,24745005,24745005,02-474-5005,서울특별시 강동구 성내로 52성원빌딩,89.951,46594000 ,7종
36359,116,MCR0025,1,45580,***,국방대학교 국내도서 451종 구매,물품,MCR,국방대학교,2020-11-10 13:30,JD932,웅비산업,,이중관,041-662-8239,041-662-8239,041-662-8239,"충청남도 당진시 북문로15-0 (읍내동, 당진1차푸르지오) 105-2103",90,13358800 ,10종
36360,59,MCR0026,1,45584,***,국방대학교 국외도서 233종 구매,물품,MCR,국방대학교,2020-11-10 13:30,J0DF7,주식회사 티에스,,이재원,010-9556-7272,010-9556-7272,010-9556-7272,충청남도 계룡시 엄사면 엄사중앙로97-0,88.013,30396550 ,10종
36361,34,HCM0058,1,44814,***,20-366 화상회의 에코캔슬러 등 51품목,물품,HCM,공군교육사령부,2020-11-10 13:00,I5E85,주식회사 제이디글로벌,JDGLOBAL,김현영,552879611,552879611,055-287-9611,"경상남도 창원시 마산합포구 산호북4길30, 가동 상가212호(산호동, 용마맨션)",87.995,31930600 ,미분류
36362,4,LCF0509,2,44222,***,"멸균거즈 등 26항목 구매(해파,의무)",물품,LCF,육군군수사령부,2020-11-10 12:00,H343D,일조약품,IL JOO PHARM,김성구,325488388,325488388,032-548-8388,"인천광역시 계양구 오조산로89번길6, (용종동,에메랄드빌딩 503-5호)",88.085,2728076 ,8종
36363,4,LCF0509,1,44222,***,"멸균거즈 등 26항목 구매(해파,의무)",물품,LCF,육군군수사령부,2020-11-10 12:00,H343D,일조약품,IL JOO PHARM,김성구,325488388,325488388,032-548-8388,"인천광역시 계양구 오조산로89번길6, (용종동,에메랄드빌딩 503-5호)",88.085,2728076 ,8종
36364,10,LCG0103,1,44468,***,군악의장 동계행사복 등 4종 제조 구매,물품,LCG,육군본부,2020-11-10 11:00,GECD1,(주)한일,hanil,김동신,612798502,612798502,061-279-8502,전라남도 목포시 용당로225-1 (용당동),88.137,240560060 ,2종
36365,29,LGQ0033,1,45228,***,00부대 냉난방기 설치납품,물품,LGQ,제36보병사단,2020-11-10 11:00,JE95D,한신,,최주원,1020108685,1020108685,010-2010-8685,강원특별자치도 동해시 효자로398-0 (쇄운동),88.041,78468460 ,2종
36366,37,MCX0041,1,45059,***,가스토치 등 74종 구매,물품,MCX,자운대근무지원연대,2020-11-10 11:00,BFD43,고려종합상사,,김화임,425821152,425821152,042-582-1152,대전광역시 서구 대신1길23 (도마동),88.006,6106000 ,3종
36367,158,LCF0061,1,45291,***,파병부대 재보급 공사물자 구매,물품,LCF,육군군수사령부,2020-11-10 11:00,K35B2,에스와이컴퍼니,,전서영,010-5683-9496,010-5683-9496,010-5683-9496,"인천광역시 동구 샛골로123, 803호(송림동)",88,9429260 ,4종
36368,2,UMM0564,1,43411,***,임진왜란기 거북선(재현선) 제조,물품,UMM,국군재정관리단,2020-11-10 11:00,A36D8,(주)군장조선,"KUNJANG SHIPBUILDING CO.,LTD",허애숙,419529551,419529551,041-952-9551,충청남도 서천군 종천면 종천공단길 43(주)군장조선,89.025,2731663000 ,4종
36369,4,UMM0500,1,38202,***,(206262-D)생도피복(동체육복 등 7종) 제조(납품),물품,UMM,국군재정관리단,2020-11-10 11:00,G2376,주식회사 린코리아,RYN KOREA,장현기,25016160,25016160,02-501-6160,서울특별시 동대문구 답십리로64길75-0 (장안동) 화성빌딩 2층,75.652,255765000 ,2종
36370,2,UMM0534,1,35284,***,항공교통관제 모의실습장비 도입 사업(209134-I),물품,UMM,국군재정관리단,2020-11-10 11:00,B7EF9,주식회사 휴앤소프트,"HUENSOFT Co.,Ltd.",최창진,323633000,323633000,032-363-3000,"인천광역시 부평구 부평대로301, 604호 (청천동,남광센트렉스)",68.851,843879000 ,7종
36371,2282,LPG0037,1,44676,***,간부숙소 비품구매/설치(전기레인지 등)(AA-20045),물품,LPG,제5보병사단,2020-11-10 11:00,G00F8,주식회사 두드림,DODREAM,서대윤,547347200,547347200,054-734-7200,경상북도 영덕군 영덕읍 화개서길5,87.996,51765890 ,2종
36372,27,HCC0086,1,44543,***,"하우징, 액체펌프용 등 13품목 구매(20298)",물품,HCC,해군제1수리창,2020-11-10 10:30,JAA31,주식회사 다온종합상사,,윤정우,1063743031,1063743031,010-6374-3031,"강원특별자치도 동해시 효가동효자로 708-2 ,2층",88.008,18915492 ,4종
36373,26,SFD0099,1,45195,***,교육용 제세동기 구매,물품,SFD,제9227부대,2020-11-10 10:30,J5CAC,세종인터날,,권영란,542476842,542476842,054-247-6842,경상북도 포항시 북구 새천년대로1123 (창포동)부산프라자2층215호,88.016,10601726 ,2종
36374,8,SCR0082,1,45265,***,(의약품)에펙신 안연고 등 36종 구매,물품,SCR,해군제3함대사령부,2020-11-10 10:30,J5AE1,문정약품,,노영경,063-471-9077,063-471-9077,063-471-9077,전라북도 군산시 문화로47-0 (수송동) 402호,88.003,12961050 ,8종
36375,125,SCF0358,1,45256,***,"전자 모듈, 표준화형 1종 구매",물품,SCF,해군군수사령부,2020-11-10 10:30,F0F22,(주)비아이엔씨,"BINC.,CO.LTD.",김여기,7074573900,7074573900,070-7457-3900,서울특별시 서초구 양재동언남 18길3 (양재동  2층),94.038,13485000 ,9종
36376,239,SCF0357,1,45255,***,"띠, 지지용 등 12종 구매",물품,SCF,해군군수사령부,2020-11-10 10:30,J633A,보성 MD,,한원호,010-4972-6203,010-4972-6203,010-4972-6203,대구광역시 북구 검단로64,88.006,14177240 ,미분류
36377,3,SCP0165,2,44144,***,자-00호정(YPK) 외주정비,물품,SCP,제8385부대,2020-11-10 10:30,B92C1,신아선기,SHIN-A MARINE ENGINEERING CO.,하인태,542485147,542485147,054-248-5147,경상북도 포항시 남구 청림서길57번길11-0 (청림동),95.649,17050000 ,9종
36378,59,SCP0164,2,44130,***,의약품(자낙스 정 등 121종) 구매,물품,SCP,제8385부대,2020-11-10 10:30,I74A6,(주)인큐브벤처스,panapharm,한청구,02-6204-3622,02-6204-3622,02-6204-3622,서울특별시 강남구 영동대로706 정원빌딩 2층,88.273,33151930 ,8종
36379,27,SCR0080,1,45023,***,상가대 사이드 빔 등 12종 구매,물품,SCR,해군제3함대사령부,2020-11-10 10:30,K0053,우성종합상사,,이동건,061-243-1722,061-243-1722,061-243-1722,전라남도 목포시 삼학로141 (산정동) 2층,88.011,40722700 ,미분류
36380,24,SFD0100,1,45222,***,IP네트워크카메라 등 3품목 구매,물품,SFD,제9227부대,2020-11-10 10:30,EA128,주식회사 오션,,김길용,542784000,542784000,054-278-4000,경상북도 포항시 남구 대해로140(대도동),88.067,8363850 ,2종
36381,68,LNQ0064,1,45271,***,00아파트 도배 및 장판 교체 설치납품,물품,LNQ,제17보병사단,2020-11-10 10:30,H9CAC,성영,sung young,설은영,010-6264-4720,010-6264-4720,010-6264-4720,인천광역시 남동구 만월북로49-0 (간석동),88.021,29251210 ,4종
36382,5,SFN0062,1,45139,***,심폐소생술 마네킹 등 2품목 구매,물품,SFN,연평부대,2020-11-10 10:30,I607A,씨앤케이텍스(C&K TEX),C&K TEX,장우성,1048144136,1048144136,010-4814-4136,"인천광역시 미추홀구 인주대로57번길17, 1001호(숭의동, 삼성타워)",88.002,3815000 ,미분류
36383,21,SCR0048,1,45137,***,브이벨트 등 12종,물품,SCR,해군제3함대사령부,2020-11-10 10:30,K07DF,꿈에그린,,김대덕,061-285-7580,061-285-7580,061-285-7580,전라남도 목포시 상리로1번길31 (상동),88.367,6285400 ,미분류
36384,56,SCH0170,1,44972,***,도서(최강! 건설기계정비산업기사 등 57종) 구매,물품,SCH,해군작전사령부,2020-11-10 10:30,D131C,명성,,장종운,516332412,516332412,051-633-2412,부산광역시 동구 성남이로38번길 37(),90.003,3607000 ,4종
36385,22,SCF0360,1,45308,***,SNCN SW UPGRADE KIT 1종,물품,SCF,해군군수사령부,2020-11-10 10:30,F4C31,경북상사,kyongbuk,김보민,7070792933,7070792933,070-7079-2933,경상남도 창원시 의창구 명서로4번길17-0 (명서동),99.415,5708600 ,미분류
36386,69,SFD0098,1,44945,***,딱풀 등 211품목 구매,물품,SFD,제9227부대,2020-11-10 10:30,I49E3,주식회사 창원상사,CWC,이은석,542746100,542746100,054-274-6100,경상북도 포항시 남구 대해로89-1 (대도동),88.039,73517144 ,미분류
36387,27,SFD0097,2,44284,***,승용식 5갱모아 구매,물품,SFD,제9227부대,2020-11-10 10:30,AFD1A,(주)텍스코,"TEXKO CO.,LTD.",정종수,312163489,312163489,031-216-3489,경기도 용인시 기흥구 용구대로 1965SANGGAL MALL 2층 (주) 텍스코,92.923,109945000 ,미분류
36388,116,SDF0135,1,44398,***,면테이프 등 245종 구매,물품,SDF,제5738부대,2020-11-10 10:30,J7482,그린비젼,,조종구,537466570,537466570,053-746-6570,"경상북도 경산시 경안로69길12-1, 111동 3층 306호(대평동, 대평그린빌)",87.998,5715570 ,2종
36389,101,SDF0136,1,44364,***,NT 커터날 등 374종 구매,물품,SDF,제5738부대,2020-11-10 10:30,JF9D0,유니유통,,정서윤,070-8844-0734,070-8844-0734,070-8844-0734,"경상남도 김해시 진영읍 장등로19번길18, 209동 1102호",88.013,9873270 ,미분류
36390,95,SDF0137,1,44268,***,이동형 냉풍기 등 9종 구매,물품,SDF,제5738부대,2020-11-10 10:30,IAA29,호미유통,HOMIUTONG,정미숙,542768817,542768817,054-276-8817,경상북도 포항시 남구 구룡포읍 호미로172-0,87.998,8935700 ,미분류
36391,3,SCF0183,1,45004,***,0-00호정(YTL) NO.2 D/E 축계 외주정비,물품,SCF,해군군수사령부,2020-11-10 10:30,G638A,주식회사 일성이엔지,"ILSEONG ENG CO.,LTD.",오세만,514127038,514127038,051-412-7038,부산광역시 영도구 대교로2번길22-6 (봉래동3가) 2층,86.433,110706660 ,9종
36392,3,SCF0184,1,44656,***,"노후함정(전투함, 지원함) 화장실 세면장 부분정비",물품,SCF,해군군수사령부,2020-11-10 10:30,B63EB,주식회사종합해사,JONGHAP MARITIME INC.,정규화,514137701,514137701,051-413-7701,부산광역시 영도구 남항남로22-0 (남항동3가),83.723,1709400000 ,9종
36393,56,SCF0529,1,44585,***,"카메라시스템, 감시용 등 4종 구매",물품,SCF,해군군수사령부,2020-11-10 10:30,GBBFF,위팩트(WIFECT),WIFECT,신나영,556046661,556046661,055-604-6661,경상남도 창원시 마산회원구 내서읍 광려천남로59 (재)경남로봇랜드재단 714호,88.013,11281900 ,7종
36394,101,SCF0348,1,44577,***,(긴급) 팁 등 7종 구매,물품,SCF,해군군수사령부,2020-11-10 10:30,JCE2E,세명종합공구,,이정자,555520631,555520631,055-552-0631,경상남도 창원시 진해구 용원동로294 (용원동),88.273,21782900 ,미분류
36395,100,SCF0349,1,44567,***,(긴급) 패킹재료 등 28종 구매,물품,SCF,해군군수사령부,2020-11-10 10:30,B8A9E,협성산업사,hyup sung ind,임종금,226848888,226848888,02-2684-8888,서울특별시 구로구 고척동103-4 고척상가 나동 사-178,88.149,23166220 ,미분류
36396,2,SCF0522,2,44437,***,Lynx 항공기 기내녹음장비 유지보수 정비,물품,SCF,해군군수사령부,2020-11-10 10:30,C4BAB,한양무선통신,HanYang radio communication,최영복,552551400,552551400,055-255-1400,경상남도 창원시 의창구 팔용로 399(),85.249,41743520 ,4종
36397,10,LNQ0069,1,45337,***,빛고을아파트 보수공사 창호 제조설치납품,물품,LNQ,제17보병사단,2020-11-10 10:30,FBC3D,주식회사 윈로드시스템,winroadsystem corporation,김윤석,319071560,319071560,031-907-1560,경기도 화성시 장안면 수정로171,88.021,155065140 ,4종
36398,69,LCF0508,1,44559,***,굴삭기 주행모터 등 21항목 구매(해파),물품,LCF,육군군수사령부,2020-11-10 10:30,H6B22,와이엠아이 주식회사,YMI Corporation,심욱보,553464455,553464455,055-346-4455,경상남도 김해시 진례면 고모로324번길103-75,88.008,30729609 ,7종
36399,21,HDP0076,1,44808,***,파쇄날 등 8종 구매,물품,HDP,공군제19전투비행단,2020-11-10 10:30,I6CF4,주식회사 다윤,DAYUN,하영관,7043665970,7043665970,070-4366-5970,충청북도 음성군 생극면 대금로1980-0,88.004,47171080 ,미분류
36400,43,HDP0074,1,44726,***,도로 청소용 디스크 브러쉬 구매,물품,HDP,공군제19전투비행단,2020-11-10 10:30,G7C92,(주)재성,jaesung,하영철,438787845,438787845,043-878-7845,충청북도 음성군 생극면 대금로1986-0,88.027,47882710 ,미분류
36401,10,HDM0034,1,44192,***,[20-F032] '20-3차 일반소모성자재(GUC) 물품 구매,물품,HDM,공군제17전투비행단,2020-11-10 10:30,C08E2,(주)이엔씨테크,ENCTECH,이종희,432340006,432340006,043-234-0006,충청북도 청주시 흥덕구 2순환로742번길2 (화계동),83.1,65215000 ,2종
36402,100,HCF0168,1,45220,***,주파수 측정세트,물품,HCF,공군군수사령부,2020-11-10 10:30,A7000,범창기업 주식회사,"bum chang enterprise co.,ltd.",박승연,318894966,318894966,031-889-4966,"경기도 용인시 수지구 대지로41 (죽전동), 3층",82.996,524622800 ,미분류
36403,27,HCC0087,1,44572,***,알루미늄 용접봉 등 32품목 구매,물품,HCC,해군제1수리창,2020-11-10 10:30,J915C,풍호,,박종윤,010-2752-7700,010-2752-7700,010-2752-7700,강원특별자치도 강릉시 강동면 풍호안길70,87.995,7805030 ,9종
36404,48,SCG0125,1,45150,***,전산운영용품(렌테스터기 등 32종),물품,SCG,해군본부,2020-11-09 14:30,H7742,현대상사,hyundaesangsa,정재원,425511509,425511509,042-551-1509,충청남도 계룡시 엄사면 번영3길46-0,88.025,17181000 ,2종
36405,1289,SCG0124,1,45140,***,해군 홍보물(해군 스노우볼 등 2종),물품,SCG,해군본부,2020-11-09 14:00,HCC3B,르호봇(Rehoboth),Rehoboth,김경덕,02-2636-7057,02-2636-7057,02-2636-7057,"서울특별시 양천구 목동중앙본로30길13, 2층(목동)",88,23566180 ,10종
36406,2,EHF0198,1,8282A,***,상용 스마트폰 기반 소부대전투지휘체계,물품,EHF,미래전력사업전력운영계약팀,2020-11-09 11:00,BF1AA,엘아이지넥스원주식회사,"LIG Nex1 Co,. Ltd.",신익현,3180267316,3180267316,031-8026-7316,경기도 용인시 기흥구 마북로207(마북동),94.815,3399000000 ,6종
36407,8,SCU0097,1,44989,***,리미트스위치 등 22종,물품,SCU,해군 기동함대사령부,2020-11-09 11:00,J7075,영테크,,전영례,7042550057,7042550057,070-4255-0057,제주특별자치도 제주시 내도1길23 (내도동) 3층 311호,88.092,3883100 ,1종
36408,26,MCX0040,1,44982,***,소방피복 4종 구매,물품,MCX,자운대근무지원연대,2020-11-09 11:00,HD4D9,MS 컴퍼니,MS컴퍼니,정미선,1034731830,1034731830,010-3473-1830,"대전광역시 서구 관저북로87,  14층 104-1402 (관저동,원앙)",88.256,12016900 ,2종
36409,6,SCG0123,1,45123,***,함정 2D 모형 게시판 제작 등 3종,물품,SCG,해군본부,2020-11-09 11:00,E0A5C,(주)신화기획,shinhwa,유오목,425267400,425267400,042-526-7400,대전광역시 서구 중반7길11-0 (변동),88.404,4187273 ,7종
36410,39,SFG0160,1,45003,***,20-2차 함정장비 수리부속 구매,물품,SFG,제9181부대,2020-11-09 11:00,HAD98,이터널,Leeteoneol,이영배,7047405378,7047405378,070-4740-5378,"경기도 양주시 옥정로200 (옥정동) 5층 506-51호 (옥정동, 시네마엠디프라자)",88.002,32545570 ,9종
36411,19,LGP0180,2,43773,1,20년 경특식 성탄절 조각케익 계약,물품,LGP,제1군수지원사령부,2020-11-09 11:00,J84F0,아주상사,,정선희,313764700,313764700,031-376-4700,"경기도 화성시 동탄광역환승로63, 106동 301호(오산동)",88.019,1309 ,1종
36412,1,EHF0202,1,8282E,***,열영상 도트복합조준장비,물품,EHF,미래전력사업전력운영계약팀,2020-11-09 11:00,DA56D,주식회사 동인광학,"Dong In Optical Co., Ltd.",정인호,323289935,323289935,032-328-9935,경기도 부천시 오정구 석천로380번길1 (삼정동),93.079,705257000 ,7종
36413,1,EHF0201,1,8282D,***,RADAR 연동 안티드론 통합 솔루션,물품,EHF,미래전력사업전력운영계약팀,2020-11-09 11:00,J3DCC,주식회사 케이넷츠,,오경훈,7075752067,7075752067,070-7575-2067,"경상남도 창원시 마산회원구 내서읍 함마대로2640 , 9호관 310호(마산대학)",98.981,4840000000 ,7종
36414,2,EHF0199,1,8282B,***,초연결 기반 스마트 개인 감시체계,물품,EHF,미래전력사업전력운영계약팀,2020-11-09 11:00,2118F,한화시스템(주),"Hanwha Systems Co.,LTD",손재일,3180913540,3180913540,031-8091-3540,경상북도 구미시 산호대로264-60 (공단동),57.713,2811198000 ,6종
36415,59,LDC0011,1,44927,***,중앙통제장비체계 운영유지용품 구매(3차),물품,LDC,육군과학화전투훈련단,2020-11-09 10:30,IE43A,소이컴퍼니,,전혜진,1033631019,1033631019,010-3363-1019,"강원특별자치도 강릉시 강변로368-0 (입암동, 백조아파트)  1동 506호",88.037,32729032 ,7종
36416,108,SCH0169,1,44617,***,다웰바스틸폼 등 3종 구매,물품,SCH,해군작전사령부,2020-11-09 10:30,GA94F,성화종합상사,sunghwa,이애숙,518054447,518054447,051-805-4447,"경상남도 창원시 성산구 신촌로95-0 (신촌동, 동성임대아파트) 102-507",91.316,34200000 ,미분류
36417,32,SFM0111,1,45033,***,핸드펌프 구매,물품,SFM,제3170부대,2020-11-09 10:30,G13E9,영림문구사,younglimmungusa,이상윤,054-247-8226,054-247-8226,054-247-8226,경상북도 포항시 북구 중앙로212번길13-0 (죽도동),89.14,6800000 ,4종
36418,68,SCF0355,1,45028,***,"윤활유, 엔진용 1종 구매",물품,SCF,해군군수사령부,2020-11-09 10:30,D2B0E,오일테크,OIL TECH,정인규,522564151,522564151,052-256-4151,울산광역시 북구 진장유통로16-0 (진장동)  진장디플렉스 3087호,88,4264352 ,3종
36419,10,LMK0052,1,45017,***,[20-A14] 식품검사장비 구매,물품,LMK,제6보병사단,2020-11-09 10:30,H9D84,우성무역,woosung trade,최명진,7077865007,7077865007,070-7786-5007,경기도 포천시 군내면 유교로163,88.029,13544740 ,7종
36420,21,LMK0051,1,45015,***,"[20-A109] 전산운영용품(토너,램프,PC용) 구매",물품,LMK,제6보병사단,2020-11-09 10:30,K27EA,한솔컴퍼니,,이중석,1062644720,1062644720,010-6264-4720,강원특별자치도 철원군 갈말읍 순담길178,88.016,24961480 ,2종
36421,10,SDL0031,1,44978,***,ㄱ형 접지프러그 등 30종 구매,물품,SDL,재경근무지원대대,2020-11-09 10:30,1369F,한진산업기계(주),"HANJIN INDUSTIAL M/C CO.,LTD",이신용,02-894-8640,02-894-8640,02-894-8640,"서울특별시 금천구 시흥대로 97, 유통상가 32-240(시흥동)",88.462,2576740 ,미분류
36422,6,LGD0019,1,44809,***,남성대 아파트 보일러 설치납품,물품,LGD,육군종합행정학교,2020-11-09 10:30,C43F1,정보건설(주),Jung Bo Construction,이은식,432323193,432323193,043-232-3193,충청북도 청주시 청원구 팔결로23-0 (주중동),88.391,60878048 ,4종
36423,8,LGD0018,1,44799,***,"남성대 아파트 도배, 마루교체",물품,LGD,육군종합행정학교,2020-11-09 10:30,A3427,(주)두아,dooa,박기선,432860422,432860422,043-286-0422,충청북도 청주시 상당구 단재로317번길 33-7(),88.368,15672700 ,4종
36424,600,SFC0169,1,45340,***,20년 인권 홍보용 물품 구매,물품,SFC,제9691부대,2020-11-09 10:30,J07F1,정원시스템,,석예원,1022686749,1022686749,010-2268-6749,"전라남도 광양시 광양읍 회암길24-0, 2층 2호",88,8136650 ,2종
36425,595,SFC0168,1,45336,***,발권기 감열지 등 66품목 구매,물품,SFC,제9691부대,2020-11-09 10:30,JA197,디앤유,,김동욱,1052473831,1052473831,010-5247-3831,"서울특별시 강서구 강서로17가길46 (화곡동, 중앙하이츠아파트) 상가 108호",88.011,31163900 ,미분류
36426,131,SFC0167,1,45334,***,소독물품포장기 등 2품목 구매,물품,SFC,제9691부대,2020-11-09 10:30,IAB67,주식회사 백운테크,BAEKWOON TEC.,김진호,1097206616,1097206616,010-9720-6616,경상남도 창원시 진해구 용원북로17번길15-0 (용원동) 1층,88,20701000 ,2종
36427,8,SCK0120,1,45065,***,기군단 양수기 1대 구매,물품,SCK,해군교육사령부,2020-11-09 10:30,F03EC,효원,HYOWON,김경란,1058156633,1058156633,010-5815-6633,경상남도 창원시 진해구 웅천동로100-0 (남문동) 209동 2301호,88.126,593100 ,미분류
