입찰명,발주기관코드,발주기관,카테고리
2019년 전산운영소모품(프린터 잉크 등 28품목) 구매,MDG,국군의무사령부,2종
국군포천병원 경계용 CCTV 구축사업,MDG,국군의무사령부,7종
의료기재(122차) Silicon spoid등  2품목,MDD,국군수도병원,미분류
19년 262차 의약품 (엑스포지정 등 8품목) 구매,MDD,국군수도병원,8종
19년 226차 의약품 (리피토정 등 7품목) 구매,MDD,국군수도병원,8종
19년 257차 의약품 (비리어드정 등 7품목)구매,MDD,국군수도병원,8종
19년 252차 의약품 수시품목(아디팜정등 23품목) 구매,MDD,국군수도병원,8종
병영생활관 개수 및 증축공사 통합배선 제조설치,LPM,제9보병사단사령부,미분류
야외 숙영시설 냉난방기 등 설치납품,LHQ,제2작전사령부,4종
관사 노후 씽크대 교체 설치납품,LHG,제1862부대,미분류
학교 사인물(이정표 및 안내판) 보수 및 제조설치,LCN,육군사관학교,4종
'20년 생도 피복(가방) 제조,LCN,육군사관학교,2종
19-3차 정기도서 구매,LCG,육군본부,10종
"19-286, 복지대대, 씽크대",HDF,공군 제8전투비행단,미분류
00부대 업무용 퍼징 SW 구매,DSS,국군제1068부대,미분류
제트스트림 리필 등 338종 구매,SCK,해군교육사령부,미분류
공기청정기 필터 266세트 구매,SCK,해군교육사령부,9종
혼합골재 등 5종 구매,SDF,제5738부대,4종
시험재료 83종 구매,LNG,육군 제1군단,미분류
마이크로필름 소모재료 구매(촬영필름 등 13종),HCG,공군본부,미분류
복사용지 등 45종 구매,SCF,해군군수사령부,미분류
소형마그넷 등 3종,SCG,해군본부,미분류
육재10호 옥외 소방시설 보강자재 구매,LGS,육군 제8군단,4종
쇼크 튜브 등 2종,SCF,해군군수사령부,미분류
기가에이 등 94종 구매,SCQ,제9911부대,미분류
D급 소화기 구매,SCQ,제9911부대,미분류
시료체취용기 등 2종 구매,SFM,제3170부대,미분류
주방용 연성세제 구매,SFM,제3170부대,미분류
도서(완벽한 공부법 등 69종) 구매,SCQ,제9911부대,10종
19-380 공구함 등 5품목,HCM,공군교육사령부,9종
20-S-취사용 LPG 구매,SFM,제3170부대,3종
저장매체 복제삭제기 등 5품목 구매,SFC,제9691부대,미분류
2중코팅 현수막 천 등 22품목 구매,SFC,제9691부대,미분류
서류봉투 등 692종 구매,SDF,제5738부대,미분류
00함 발전기 제어반(EPCC) 정비,SCF,해군군수사령부,미분류
00부대 전동 빨래건조대 설치납품,LHQ,제2작전사령부,미분류
307_적외선감지기시스템 설치납품,LCK,수도방위사령부,미분류
핸드폰보관함 제조설치(19-142),LCK,수도방위사령부,미분류
책상L형외 32품목 제조 및 설치,HDM,공군제17전투비행단,2종
책상L형외 10품목 제조 및 설치,HDM,공군제17전투비행단,2종
지주세트 외 36품목 구매 및 설치,HDM,공군제17전투비행단,미분류
19-005 금속명찰 등 3품목 (장기),HCM,공군교육사령부,미분류
19년 신형 소·중대급 교전훈련장비(제조),EHF,미래전력사업전력운영계약팀,미분류
아모잘탄5/50mg 등 49종,SCU,해군 기동함대사령부,미분류
주거시설 전기온수기 설치납품,LQP,제1891부대,4종
(19-046)군수처 주유펌프 등 7종,UHD,공군 작사예하 방포사예하 제3여단,미분류
전술데이터링크 중계도구 성능개량 사업(20197197-C),UMM,국군재정관리단,미분류
군숙소 실내등 구매,MDR,제9965부대,미분류
2019년 사령부 회의용 마이크(DIS) 구매,MDG,국군의무사령부,미분류
본청 사무비품 구매,LQH,제3697부대,미분류
19-266) 00부대 씽크대 설치납품,LNR,수도기계화보병사단,미분류
00부대 구조 장구류 구매,LCH,특수전사령부,미분류
리셉터클형 연결기 등 17품목 구매,HDI,공군83정보통신정비창,미분류
포토용지 등 178종,SCG,해군본부,미분류
용접케이블 등 77종 구매,SCQ,제9911부대,4종
가압용펌프 등 59종 구매,SCQ,제9911부대,미분류
전기용접봉 등 52종 구매,SCQ,제9911부대,9종
다목적 송풍기 구매,LMR,제5군단사령부,미분류
19-3차 정비물품 구매(안전모 등 4품목),LHM,제15보병사단,미분류
주거시설 완강기 설치납품,LQP,제1891부대,4종
랜케이블 등 84종,SCG,해군본부,4종
위대한 개츠비 등 DVD 108종,SCG,해군본부,미분류
치닝디핑 등 3종,SCH,해군작전사령부,미분류
풀테이프 등 112종,SCH,해군작전사령부,미분류
"냉각기,윤활유식,엔진용 1종",SCF,해군군수사령부,3종
다웰바 등 5종,SCH,해군작전사령부,미분류
SSU 훈련화 140EA,SCH,해군작전사령부,미분류
헬스장 바닥보호용 매트 등 21종 구매,SCK,해군교육사령부,미분류
19-조-68 알루미늄 프로파일등 12종,UHC,공군 작사예하 방포사예하 제2여단,미분류
플라스틱 링 등 143종 구매,SDL,재경근무지원대대,미분류
방진필터 등 21종,SCH,해군작전사령부,9종
차광막 등 26종,SCH,해군작전사령부,미분류
무정전 전원공급장치,EGC,함정계약팀 (구:19.09.16),미분류
4주식 리프트 구매,LCF,육군군수사령부,미분류
오수용 수중 펌프 등 7품목 구매,SFG,제9181부대,미분류
(225차) 5693-201부대 방열기 교체 자재납품,LMP,제3보병사단,미분류
군 지급 비품 구매(세탁기),LHG,제1862부대,미분류
(19-178) 무정전 전원공급장치,HDN,공군제18전투비행단,미분류
현장종합수사세트 등 9종 구매(20198239-F),UMM,국군재정관리단,미분류
19-34차 환자체온조절기 자동식(물타입) 구매,MDD,국군수도병원,미분류
19-34차 의무장비 침대자동식 응급실용 구매,MDD,국군수도병원,미분류
19-34차 의무장비 손세척대 구매,MDD,국군수도병원,미분류
19-34차 의무장비 뇌압감시기 구매,MDD,국군수도병원,미분류
19-34차 의무장비 흡인기 위장관배액용 구매,MDD,국군수도병원,미분류
19-34차 흡입배출기 이동형등 2품목 구매,MDD,국군수도병원,미분류
19-34차 의무장비 고유량 산소치료기 구매,MDD,국군수도병원,미분류
19-34차 의무장비 혈전방지기 구매,MDD,국군수도병원,미분류
19-34차 의무장비 흉벽진동기 구매,MDD,국군수도병원,미분류
무정전 전원장치(UPS) 배터리 설치납품,LNS,제55보병사단,9종
냉난방기 등 16종 구매(현장설치포함),SFM,제3170부대,미분류
각티슈 구매,SFM,제3170부대,미분류
충전그라인더 등 205종 구매,SFM,제3170부대,미분류
전지세트 등 21종,SCR,해군제3함대사령부,2종
스티어링 실린더 등 11종,SCR,해군제3함대사령부,미분류
그랜트 패킹 등 42종 구매,SDF,제5738부대,미분류
넉가래 등 3종 구매,SDF,제5738부대,미분류
질소조정기 구매,SDF,제5738부대,3종
융 게시판 등 423종,SCR,해군제3함대사령부,미분류
플라스틱제본링 등 227종 구매,SCQ,제9911부대,미분류
수정테이프 등 315종 구매,SCL,해군사관학교,미분류
지쳤거나 좋아하는게 없거나 등 11품목 구매,SFC,제9691부대,미분류
4분기 직영공사(설비 및 전기) 자재구매,LNQ,제17보병사단,미분류
전구 등 124종(19-284),HDC,공군제1전투비행단,미분류
해상용 컨테이너 구매,SCQ,제9911부대,2종
00지역 체력단련장 매트(스탠드 및 티꽂이 매트) 구매,LKS,육군인사사령부,미분류
공병 숙영시설 자재 구매,LMR,제5군단사령부,2종
해안레이더 도파관 교체,LKD,제32보병사단,7종
"19년 장병 체력단련기구(바벨,덤벨) 구매",LPT,제75보병사단,미분류
바벨Set 등 2종,SDG,제2002부대,미분류
쿨토시 등 4종,SCH,해군작전사령부,미분류
도마 등 51종 구매,SCQ,제9911부대,미분류
초경 홀커터 등 247종,SCR,해군제3함대사령부,미분류
"(19-0248)전동카트, 다목적용 구매",HDM,공군제17전투비행단,미분류
U3 노후 LAN 교체사업 등 5개 통합 리스(2019G067-I),UMM,국군재정관리단,미분류
과학수사용 드론 제조구매,HCG,공군본부,7종
오페란점안액 등 54품목 구매 납품,SFL,제3283부대,미분류
광전송장비(MSPP) 제조납품(20197205-G),UMM,국군재정관리단,미분류
00부대 정비고 OHC 제조/설치(20196307-I),UMM,국군재정관리단,미분류
인쇄용지 10종 구매,UAC,국방출판지원단,2종
체력단련기구 구매(바벨 및 덤벨SET),LKG,육군제53보병사단,미분류
BTL 임시숙영시설 시설개선 공사(자재구매),LHP,제22보병사단,4종
인헌관 GHP 실외기 구매,LCN,육군사관학교,미분류
00부대 노후 항온항습기 교체,DSS,국군제1068부대,미분류
도서(드론맵핑 등 520종),SCN,제7001부대,7종
"센서,공기충전 온도용,방사제어용 1종",SCF,해군군수사령부,미분류
필터 하부조립체 등 2종,SCF,해군군수사령부,9종
굴삭기 연장대 설치납품,LMZ,제2236부대,미분류
메모홀더 등 193종 구매,SCR,해군제3함대사령부,미분류
공병대대 - 화장실 소변기 칸막이 구매(19-247),HCR,공군제15특수임무비행단,2종
공병대대 - 전선 등 28품목 구매(19-229),HCR,공군제15특수임무비행단,2종
디보트 통  등 14종 구매,SCP,제8385부대,미분류
PVC몰드 등 106종 구매,SCR,해군제3함대사령부,미분류
세탁기 등 2종,SCN,제7001부대,미분류
후메토론점안액 등 24종 구매,SCK,해군교육사령부,미분류
롱리치플라이어 등 118종,SCN,제7001부대,9종
스카치 다용도 테이프 등 235종,SCG,해군본부,미분류
콕스갈목비 등 234종 구매,SCK,해군교육사령부,미분류
고소작업대 1개 구매,SCK,해군교육사령부,미분류
전원 공급기 1종,SCF,해군군수사령부,미분류
"덮개,보호,먼지와 습기 밀폐용 등 4종",SCF,해군군수사령부,미분류
디지털사진프린터 등 50품목구매,SFC,제9691부대,2종
무정전 전원공급기(UPS) 배터리 구매,LGP,제1군수지원사령부,9종
00부대 사격장 탄두회수함 제조.설치납품,LCZ,동원전력사령부,미분류
(19-F086)'19-12차 소모성자재(GUC) 물품 구매,HDM,공군제17전투비행단,미분류
관사 싱크대 철거(폐기물처리 포함)및 교체 제조 설치,HDQ,제20전투비행단,미분류
19-공-외곽울타리교체공사 관급 속빈콘크리트 구매,HDK,공군제11전투비행단,4종
스노우타이어235/55R19 등 21종,HDP,공군제19전투비행단,9종
붕산등18종 구매,LDH,육군종합정비창,미분류
체력단련기구 설치 납품(바벨 등 4종),LNS,제55보병사단,미분류
종이페이퍼 등 18종 244점,SCU,해군 기동함대사령부,미분류
클립보드 A4 등 264종,SCU,해군 기동함대사령부,미분류
체온계 등 5품목 구매,SFG,제9181부대,미분류
의약품 석션팁 등 78품목 구매,SFG,제9181부대,8종
체력단련기구 설치 납품(바벨 등 4종),LNS,제55보병사단,미분류
19-싯업보드 등 27종 구매(20198206-H),UMM,국군재정관리단,미분류
00원 네트워크 장비 교체사업 리스(2019G072-I),UMM,국군재정관리단,2종
학술 인터넷용 학사관리체계 구축사업(20196317-C),UMM,국군재정관리단,미분류
위성측량 시스템 구매(20197193-C),UMM,국군재정관리단,미분류
19-00사 육상생활관 증축 가구 제조(20198229-H),UMM,국군재정관리단,미분류
면회실 창호 자외선차단 썬팅 등 2건,MDG,국군의무사령부,4종
19-2차 ㅇㅇ체계 운용용품 구매,MCL,국방정보본부,미분류
커터기(일반형)외 30품목 구매 및 설치,HDM,공군제17전투비행단,10종
석분 등 46종 구매,SCR,해군제3함대사령부,미분류
19-포 전투근무지원정(4척) 외주정비,SCP,제8385부대,미분류
3000시리즈용 필터 등 86종,SCF,해군군수사령부,9종
"의약품 68종 구매(19-31,32차)",LFC,육군훈련소,8종
대보수-078 자동유량계 설치납품,LMG,제6군단사령부,4종
19-291  견사료 등 1종,HCQ,공군제5공중기동비행단,미분류
19-복-058 체력단련기구,HCQ,공군제5공중기동비행단,미분류
8연대 CCTV 구매 및 설치,LQH,제3697부대,7종
예비군훈련대 창설비품비(제빙기등5건),LNS,제55보병사단,미분류
"보조배터리 1,100개",SCG,해군본부,9종
"19-9차 훈련용품(하키 등 4종목, 런닝화 등 26종)",MCT,국군체육부대,미분류
해의원 탁구대세트,SCN,제7001부대,미분류
AIU 기판(자동조타장치 증폭기 카드) 1종,SCF,해군군수사령부,미분류
(의료기재)씨엠덱스 등 46종 구매,SCR,해군제3함대사령부,미분류
도서(숨 등 179종) 구매,SDF,제5738부대,10종
외장하드 등 174종 구매,SCP,제8385부대,미분류
UPS 축전지 구매,SCP,제8385부대,2종
화면 분할기 등 31종 구매,SCP,제8385부대,미분류
컷터칼 등 295종 구매,SCP,제8385부대,미분류
삼각자 등 321종 구매,SCR,해군제3함대사령부,미분류
의약품(관류용 멸균증류수 등 45종)구매,SCL,해군사관학교,8종
스프링노트 등 99종 구매,SCL,해군사관학교,미분류
포스트잇 등 209종 구매,SCL,해군사관학교,미분류
천장상단트레이 등 38품목 구매,SFC,제9691부대,미분류
회전자 조립체 1종,SCF,해군군수사령부,미분류
알루미늄 합금판 등 15종,SCF,해군군수사령부,미분류
19년 하이패스 단말기 구매,MDK,국군수송사령부,미분류
전자파 측정장치 구매,MDF,국군지휘통신사령부,미분류
00부대 음향장비 구매 및 교체,LDA,지상작전사령부,10종
네트워크 장비 구매설치,MCM,4284부대,2종
4-3차)방공진지 등 2개소 보수 자재납품,LNT,제28보병사단,4종
사단 야외 체육시설 인조잔디 설치납품,LPC,제25보병사단,2종
00부대 훈련용 보호대 구매,LNT,제28보병사단,미분류
정비고용 오버헤드 크레인 제조설치납품,LCP,육군항공사령부,미분류
정비고 관급자재(콘크리트 파일)제조납품,LCP,육군항공사령부,4종
조준장치(방산),EBB,지상공통전력운영계약팀,미분류
비디오월 화면표출용 인코더 구매(리스물건),LDA,지상작전사령부,미분류
공마대 등 2품목 구매,SFH,제9196부대,미분류
도하빌리지 201~203동 보일러교체 설치납품,LMH,제7군단,미분류
도하빌리지 101~103동 보일러교체 설치납품,LMH,제7군단,미분류
종이컵 등 55품목 구매 납품,SFD,제9227부대,미분류
기동방송차량 방송시스템 개조/설치납품 (20196306-A),UMM,국군재정관리단,7종
전자전 2반 생활반 관급자재(분전반) 제조설치,SFH,제9196부대,4종
703체계 안테나 관제시스템(CCTV)제조설치 납품,MDS,제3707부대,7종
정보망 통합보안관제체계 및 침입방지체계 리스,MDR,제9965부대,미분류
수도병원 영내 과속방지시설 설치납품,MDG,국군의무사령부,4종
수도병원 영내 과속방지턱 및 표지판 설치납품,MDG,국군의무사령부,미분류
병영도서관 독서카페 도서 구매,LMP,제3보병사단,10종
성남지역 시설공사 통합배선 제조설치,LMH,제7군단,4종
CENTRIXS-K 이전 네트워크 장비 구매,LMH,제7군단,2종
냉난방기 설치납품(용인),LCP,육군항공사령부,미분류
'20년 생도 피복(신발류) 구매,LCN,육군사관학교,2종
'20년 생도 피복(운동복) 제조,LCN,육군사관학교,2종
19-6차 전산운영용품 구매,LCG,육군본부,2종
"장갑차 부품류(화생방정찰차용 필터, 구매)",EBB,지상공통전력운영계약팀,7종
19-354 워크스테이션 등 2종(1),HCL,공군사관학교,미분류
DVD 플레이어 등 7종,SCH,해군작전사령부,미분류
회로카드 조립체 1종,SCF,해군군수사령부,미분류
"스위치,온도조절용 1종",SCF,해군군수사령부,미분류
도서구매(징비록 등 14종),SCG,해군본부,10종
00부대 숙소계량기 설치납품,LNF,제1보병사단,미분류
"교체물,O2센서용 등 4종",SCF,해군군수사령부,미분류
집성판 1종,SCF,해군군수사령부,미분류
의료기재 30종 구매(19-42차),LFC,육군훈련소,미분류
00부대 동원훈련장 간이 교보재창고 구매,LCZ,동원전력사령부,미분류
노후 PC교체 설치 납품,LGN,제5925부대,2종
불법촬영카메라 탐지기세트 등 5종,SCQ,제9911부대,미분류
전비우수부대 상패 제작 구매,SCQ,제9911부대,미분류
레코비 정 등 95종 구매,SCR,해군제3함대사령부,미분류
마대 등 19종 구매,SCR,해군제3함대사령부,미분류
의료장비소모품(HDL-C 등 36종) 구매,MCS,국방부계룡대근무지원단,미분류
19-2차 합참/통신사 전산용품 구매,MDF,국군지휘통신사령부,2종
온풍기 등 4품목 구매,SFN,연평부대,미분류
멀티탭 등 968종 구매,SDF,제5738부대,미분류
19년 라우터 장비 구매,MDK,국군수송사령부,미분류
19-2차 합참/통신사 전산용품 구매,MDF,국군지휘통신사령부,2종
주거시설 싱크대 설치납품,LNQ,제17보병사단,4종
751 CCTV 구매 설치 납품,LMR,제5군단사령부,7종
아파트 싱크대 제조설치(19-367),LGT,제2307부대,미분류
비상근복무자 사무실용 컨테이너 제조 설치납품,LCZ,동원전력사령부,2종
교육용 모니터외 6품목 구매 및 설치,HDM,공군제17전투비행단,2종
네트워크 스위치 등 7종,SCQ,제9911부대,2종
먼지털이용 공기압축기 구매(20196295-E),UMM,국군재정관리단,미분류
함정전술훈련체계 교체 등 2건 통합리스(20198251-A),UMM,국군재정관리단,7종
가상 시뮬레이터 구매(20197192-G),UMM,국군재정관리단,7종
타이어 등 9종,HDQ,제20전투비행단,9종
소형 차륜(휠)형 굴삭기 구입,MCF,국립서울현충원,미분류
국방대학교 국외도서 297종 구매,MCR,국방대학교,10종
국방대학교 국내도서 416종 구매,MCR,국방대학교,10종
의무사 간부숙소 디지털도어록 설치납품,MDG,국군의무사령부,미분류
(조달 19-3-281) 간부숙소 노후싱크대 제조 설치,HCS,제3훈련비행단,미분류
중형굴삭기 보강버켓 구매,LNG,육군 제1군단,미분류
19-복-053 골프연습장 망,HCQ,공군제5공중기동비행단,미분류
19-358 이동식 부스 등 8품목,HCQ,공군제5공중기동비행단,미분류
"19-356, 370 타이어 등 18종, 항공기 급유타이어",HCQ,공군제5공중기동비행단,9종
정보통신서비스 자재 구매,LKH,제6128부대,미분류
이중규격봉투 등 59종,SCF,해군군수사령부,미분류
단식 롤러 베어링 등 13종 구매(19-118),SDQ,해군제2수리창,9종
알루미륨커팅자 등 37종 구매,SCK,해군교육사령부,미분류
00여단 CCTV 설치납품,LDA,지상작전사령부,7종
복사용지 등 206종 구매,SCK,해군교육사령부,미분류
"도서(다시,책으로 등 189종) 구매",SCK,해군교육사령부,10종
체단기구(벤치프레스세트 등 7종) 구매,SCK,해군교육사령부,미분류
수송대대 - 상용차랑 타이어 등 13품목 구매(19-222),HCR,공군제15특수임무비행단,9종
콘솔의자 수선 등 23종,SCF,해군군수사령부,2종
사관실 테이블 상판 수선 등 2종,SCF,해군군수사령부,미분류
검문소 물자 구매,LQG,육군 52보병사단,미분류
국기검 시험재료 103종 구매,LNG,육군 제1군단,미분류
다목적송풍기 구매,LGS,육군 제8군단,미분류
혈액가스분석기 3대 구매,SCF,해군군수사령부,3종
00부대 통신장비 구매,LCH,특수전사령부,미분류
세탁기 구매,SFM,제3170부대,미분류
1통봉고3 타이어 등 18종 구매,SCQ,제9911부대,9종
무선 키보드마우스 등 12종 구매,SCQ,제9911부대,미분류
00지역 풋살구장 인조잔디 제조설치(2개소),LKS,육군인사사령부,미분류
소스코드 정적분석을 위한 SW 구매,MCM,4284부대,미분류
통일문소초 취사기구류 구매,LMP,제3보병사단,2종
정보보호교육 부교재 도서 구매,MCM,4284부대,2종
탄통 봉인스티커 제조 구매,LDG,육군 탄약지원사령부,미분류
집행잔액-36 냉난방기 설치납품,LMG,제6군단사령부,미분류
비품 구매(금고 등 6종),LQG,육군 52보병사단,미분류
물먹는 하마 등 205종,SCG,해군본부,미분류
19-2차 축성도구 구매,LMR,제5군단사령부,미분류
오일필터 등 108종,SCN,제7001부대,9종
전동 파레트 트럭,SCF,해군군수사령부,미분류
딥 클리너 등 43종 구매,SDL,재경근무지원대대,미분류
복사용지A4 등 169종 구매,SDL,재경근무지원대대,미분류
형광등 등 21종 구매,SDL,재경근무지원대대,미분류
유격훈련장 숙영지 타포린 천막 구매,LMR,제5군단사령부,2종
Charging Corona Unit 등 22종,SCG,해군본부,미분류
고무패드 등 84종 구매,SFM,제3170부대,9종
의료기재(T-bilirubin 등 24종),SCN,제7001부대,미분류
기상현황판 설치 납품,MCS,국방부계룡대근무지원단,미분류
[19-155] 19년 2차 축성도구 구매,LMK,제6보병사단,미분류
00부대 일반도서 구매,DSS,국군제1068부대,10종
유해발굴사업 물자 구매,LMR,제5군단사령부,미분류
체력단련장 굴삭기,SCN,제7001부대,미분류
행주 등 88종,SCN,제7001부대,미분류
19-2차 상용무전기 중계기 셋트구매,MDF,국군지휘통신사령부,2종
굴삭기 방탄판 제조설치납품,LMZ,제2236부대,미분류
의료기재 49종 구매(19-40차),LFC,육군훈련소,미분류
줄자 등 156구매,SCR,해군제3함대사령부,미분류
스탠드행거 등 66종 구매,SCR,해군제3함대사령부,미분류
건조기 등 5종,SCN,제7001부대,미분류
"마포대 등 1,002종('19-7차)",SDG,제2002부대,미분류
3차원 광대역 스캔 시스템 구매(20197194-G),UMM,국군재정관리단,미분류
백익스텐션 등 14종 구매,SDF,제5738부대,미분류
"행정소모품(복사용지,인쇄재료,토너) 구매",MDR,제9965부대,2종
진검과 병리장비 의료기재 구매(원심분리관 등 45종),MDJ,국군대전병원,미분류
19-3차 보장구 구매(Geltex Patella 등 14종),MDJ,국군대전병원,미분류
홍천병원 매입아파트 싱크대 및 후드 설치납품,MDG,국군의무사령부,미분류
19-360 다대스푼 등 59품목,HCM,공군교육사령부,미분류
항공기 지상지원장비,EQA,헬기총괄계약팀,7종
공군 동 행사복 등 6종  구매,MCN,국방부근무지원단,미분류
공군 동 행사복 등 6종  구매,MCN,국방부근무지원단,미분류
"00체계 수리부속품(RF CABLE 4종 1,500점)",MDS,제3707부대,9종
정밀측정장비 추가 구매,MDS,제3707부대,7종
도서구매(The Military Balance 등 3종),SCG,해군본부,10종
3단 전자동 솔리드 우산 등 2종,SCG,해군본부,미분류
급식유통센터 물류취급 장비 구매,LGI,제3군수지원여단,미분류
주둔지 경계력 보강용 CCTV 구매,LHD,제21보병사단,7종
콘텐츠제작용 상용SW 구매,LCM,육군교육사령부,10종
통신장비용 축전지 교체 구매설치(20197203-F),UMM,국군재정관리단,2종
네트워크통제실 브리핑체계 구매/설치(20196267-I),UMM,국군재정관리단,미분류
지휘통제실 비디오월 구축사업(20196304-C),UMM,국군재정관리단,미분류
복사기토너 등 12품목 구매,SFG,제9181부대,미분류
제트스트림 등 269품목 구매,SFG,제9181부대,미분류
19-7차 일반비품(지문인식기) 설치/납품,MDG,국군의무사령부,10종
2019년 의무장비(견인치료기 경요추용) 구매-재투자,MDG,국군의무사령부,미분류
장비운영소모품(171차) 브라코 DAY SET등 4품목,MDD,국군수도병원,미분류
19-28차 의무장비 조직처리기 자동식 구매,MDD,국군수도병원,미분류
산불피해복구(OO부대 공사 자재) 구매계약,LHP,제22보병사단,미분류
00부대 의무물자 구매,LCH,특수전사령부,8종
19년 후반기 TMO 및 병영도서관 도서구매,MDK,국군수송사령부,10종
의약품(소염제 등 36종) 구매,SCP,제8385부대,8종
병영도서관 도서류(언어의 온도 등 70종) 구매(2),LNR,수도기계화보병사단,10종
탈수기 등 3종,SCH,해군작전사령부,미분류
패킹 조립체 등 34종,SCF,해군군수사령부,미분류
드라이브밸트(슈퍼차저용) 등 13종 구매(19-115),SDQ,해군제2수리창,미분류
"다기관,흡입용 등 13종 구매(19-116)",SDQ,해군제2수리창,미분류
네모탭 개별 5구 등 472종 구매,SCI,제9121부대,미분류
실내 건조대 등 571종 구매,SCI,제9121부대,미분류
슬링벨트 등 136종 구매,SCF,해군군수사령부,미분류
가위 등 42품목 구매,SFN,연평부대,미분류
수성펜 등 1409종,SCH,해군작전사령부,미분류
건전지 등 1272종,SCH,해군작전사령부,2종
'19년 간부숙소 비품 구매,LKQ,육군항공학교,미분류
'19년 조종사(장교) 양성과정 숙소 비품 구매,LKQ,육군항공학교,미분류
19년 해안레이더 도파관 설치납품,LKH,제6128부대,7종
00부대 위병소 경계시설 개선,LGR,제1288부대,4종
육사 생도피복,EHD,물자계약팀,2종
의약품 티눈밴드 등 69품목 구매 납품,SFD,제9227부대,8종
포장랩 구매,LCF,육군군수사령부,미분류
여단 가압장 펌프 설치납품,LQP,제1891부대,미분류
B부대 등 2개소 수문 설치납품,LQP,제1891부대,미분류
"20년 생도 피복(명찰,휘장,포제류) 구매",LCN,육군사관학교,2종
한일타운아파트 가스보일러 설치납품,LQP,제1891부대,3종
후반기 취사복 등 피복류 9종 구매,LHN,제7보병사단,2종
HDMI 메트릭스 등 7종 구매 납품,SFL,제3283부대,미분류
국직부대 정보화장비 구매사업 리스(2019G066-I),UMM,국군재정관리단,미분류
사이버 교육훈련장 보강사업 리스(2019F161-I),UMM,국군재정관리단,2종
사이버기술통제체계 교체 사업 리스(2019J059-E),UMM,국군재정관리단,미분류
00부대 지형서버 교체사업 리스(20198244-A),UMM,국군재정관리단,2종
SW개발기반 형상시스템 구축사업 리스(20198243-A),UMM,국군재정관리단,미분류
19-정비고 신축 시설공사 관급자재(크레인) 제조 설치,UMM,국군재정관리단,4종
19년 마트 쇼핑카트 등 6종 구매,UAB,국군복지단,6종
19-7차 의무비품(내시경 건조대 등 4품목) 구매,MDG,국군의무사령부,8종
회전식 청소기 솔브러쉬조립체 1종 제작/구매,HDP,공군제19전투비행단,미분류
(19-168) 열상카메라,HDN,공군제18전투비행단,미분류
'19-00부대 소방 작동기능점검 용역,SCI,제9121부대,미분류
19년 병영도서관 도서 구입,LHD,제21보병사단,10종
고무패킹 등 93종,SCN,제7001부대,미분류
복사용지 등 142종 구매,SCL,해군사관학교,미분류
00부대 훈련장 탄두회수대 구매,LPQ,제9251부대,미분류
순번표시기 세트,SCF,해군군수사령부,미분류
모조지 등 3종,SCG,해군본부,미분류
"19-11, 12차 의약품 구매",LNT,제28보병사단,8종
프린터드럼 등 24종 구매,UAZ,합동군사대학교,2종
9연대 관류형 보일러 설치납품,LQH,제3697부대,미분류
집행잔액-06 냉난방기 설치납품,LMG,제6군단사령부,미분류
풍속계 6개 구매,SCK,해군교육사령부,미분류
탱크레벨셋트 등 16종 구매(19-114),SDQ,해군제2수리창,미분류
테니스장 2개소(메시형울타리)설치납품(직접생산),MCS,국방부계룡대근무지원단,미분류
HFC-236fa 소화기(3.0kg) 구매,MCS,국방부계룡대근무지원단,미분류
시설보수자재(LED12W펜던트형등2종)구매(직접생산),MCS,국방부계룡대근무지원단,4종
6탄약창 정비공장 차폐도어 설치납품,LDG,육군 탄약지원사령부,미분류
전기소작기(치과용) 구매,SDF,제5738부대,미분류
"19-00아파트 보일러설치 납품 단가계약(13,000kacl)",SCN,제7001부대,미분류
오일 필터 등 52종 구매,SCR,해군제3함대사령부,9종
다쿠아스점안액 3% 등 88종 구매,SCK,해군교육사령부,미분류
일반자물쇠 등 17품목 구매,SFN,연평부대,10종
신분증케이스 등 277품목 구매,SFN,연평부대,미분류
발전기 배터리 등 69품목 구매,SFN,연평부대,9종
UTP케이블 등 178품목 구매,SFN,연평부대,4종
대형커터 등 62품목 구매,SFN,연평부대,미분류
일반자물쇠 등 17품목 구매,SFN,연평부대,10종
이발경대 등 3품목 구매,SFN,연평부대,미분류
제습기 등 9품목 구매,SFN,연평부대,미분류
오일휀스 등 101품목 구매,SFN,연평부대,미분류
포스트잇 노트 327품목 구매,SFC,제9691부대,미분류
복사용지 등 236품목 구매,SFC,제9691부대,미분류
계수기 등 503품목 구매,SFC,제9691부대,미분류
포말제독기 세트 구매,SFC,제9691부대,2종
전자감응식 귀덮개 등 187종,SCN,제7001부대,미분류
"ㅇㅇ함 No.1,2 감속기어 정비",SCF,해군군수사령부,미분류
집체교육 컨테이너 구매(설치납품),LMZ,제2236부대,2종
98연대 시가지 전투사격장 표적(설치납품),LKD,제32보병사단,미분류
"2차 화공약품(화공가스, 용기안전검사 및 밸브교체)",LGP,제1군수지원사령부,3종
(19-F070)반투명 플라스틱 버켓 물품 구매,HDM,공군제17전투비행단,미분류
사각휴지통외 25품목 구매 및 설치,HDM,공군제17전투비행단,미분류
(19-F078)위험물 보관함외 3품목 구매 및 설치,HDM,공군제17전투비행단,미분류
오실로스코프 등 2종 구매,LIK,제2군수지원여단,9종
[19-149] '19년 전산운영용품 2차 구매,LMK,제6보병사단,2종
자동화 사격장 표적기호 덮개 구매설치,LGC,육군학생군사학교,미분류
